player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
daviere-jones,Daviere Jones,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
dee-reese,Dee Reese,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,13.0,0.0,29.0,3.0,,,,,,,,1.0,1.0,1.0,0.0,,
jalal-dean,Jalal Dean,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,1.0,21.0,3.0,,,,,,,,,,,,,
james-taylor,James Taylor,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jan-bogdan,Jan Bogdan,K,,,,1.0,0.0,0.0,,,,,,1.0,30.0,0.0,0.0,60.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
joseph-taylor,Joseph Taylor,QB,,,,,,,,,,0.0,,,,,,,,,,,,21.0,11.0,,27.0,1.0,150.0,,,,,,6.0,14.0,3.0,1.0,18.0,,,,,,,,
justin-gilbert,Justin Gilbert,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,2.0,0.5,0.0,,
kimo-naehu,Kimo Naehu,K,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,0.0,,
kyle-griswould,Kyle Griswould,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,6.0,,,,
lakedrick-holmes,Lakedrick Holmes,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,16.0,0.0,59.0,6.0,,,,,,,,,,,,,
letrell-golden,Letrell Golden,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.5,0.0,,
lorenzo-thompson,Lorenzo Thompson,OT/WR,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,1.0,0.0,,
marcus-rogers,Marcus Rogers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,0.0,14.0,1.0,,,,,,,,,,,,,
matt-considine,Matt Considine,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,3.0,0.0,3.0,,,,,,5.0,5.0,1.0,0.0,5.0,,,,,,,,
michael-arceneaux,Michael Arceneaux,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,,,,,,,,,,,,,
nathan-rosario-santos,Nathan Rosario Santos,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,
ravonte-blowe,Ravonte Blowe,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
rudy-silvera,Rudy Silvera,,0.0,1.0,0.0,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
rysan-richardson,Rysan Richardson,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,20.0,1.0,61.0,5.0,3.9,17.0,12.0,4.0,47.0,,,,,,,,
thomas-kadera,Thomas Kadera,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,5.0,6.0,,,,
