player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_ir,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
michael-domagala,Michael Domagala,K/P,,,,,,,,,,,,,,,,,,,,,,,74.0,3.0,3.0,54.0,199.0,,,,,,,1.0,,,,,,,,
papi-white,Papi White,WR,,,,,,,,,,,,,,,,,36.0,4.0,6.0,,38.0,56.0,13.0,5.0,,,43.0,1.0,-2.0,,-2.0,,,,,,,,,,,
richard-leonard,Richard Leonard,DB,,,1.0,3.0,,3.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodney-randle,Rodney Randle,DB,1.0,19.0,,1.0,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royce-metchie,Royce Metchie,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sean-thomas-erlington,Sean THOMAS ERLINGTON,RB,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,,,17.0,3.0,20.0,,39.0,,,,,,,,,,,
seth-small,Seth Small,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0
shane-ray,Shane Ray,DL/LB/DB,,,1.0,2.0,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawn-oakman,Shawn Oakman,DL/DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steven-dunbar,Steven Dunbar,WR,,,,,,,,,,,,,,,,,13.0,3.0,8.0,,13.0,33.0,,,,,,,,,,,,,,,,,,,,
tarvarus-mcfadden,Tarvarus McFadden,DB,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tim-white,Tim White,WR,,,,,,,,,,,,,,,,,18.0,6.0,9.0,,18.0,56.0,28.0,3.0,,,58.0,1.0,10.0,,10.0,,,,,,,,,,,
tunde-adeleke,Tunde Adeleke,DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,8.0,2.0,,,13.0,,,,,,,,,,,,,,,
wynton-mcmanis,Wynton McManis,LB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
