player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
lorenzo-brown,Lorenzo Brown,QB,,,,,,,,,,1.0,0.0,,,,1.0,,,,,,,,,,,,25.0,17.0,,26.0,3.0,187.0,,,,,,8.6,45.0,9.0,1.0,77.0,,,,,,,,
marcus-gray,MARCUS GRAY,G,,,,2.0,48.0,1.0,,,,,,,,,,,8.0,50.0,0.0,0.0,350.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
nolan-krinsky,Nolan Krinsky,,,,,,,,,,,,,,,,,,3.0,50.0,0.0,0.0,250.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0
prince-shonola,Prince Shonola,WR,,,,,,,,,,,,,,,,2.0,,,,,,,32.5,50.0,1.0,65.0,,,,,,,,,,,,2.8,8.0,12.0,0.0,33.0,,,,,,,,
raneiria-dillworth,Raneiria Dillworth,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,
raphael-turner,Raphael Turner,OL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1.0,0.0,,
rashad-ridley,Rashad Ridley,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,4.0,5.0,1.0,0.0,,
rashaud-powell,Rashaud Powell,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
rodell-rahmaan,Rodell Rahmaan,TE/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,1.0,28.0,1.0,,,,,,,,,,,,,
steven-adair,Steven Adair,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
steven-newbold-jr,"Steven Newbold, Jr.",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,4.0,,,,
terrence-jackson,Terrence Jackson,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
tirri-jones,Tirri Jones,QB,2.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,,,,
traevan-john,Traevan John,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
travier-fields-jackson,Travier Fields-Jackson,ATH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,16.0,0.0,31.0,2.0,4.0,4.0,1.0,0.0,4.0,,,,,,,,
troy-evans-jr,Troy Evans Jr.,WR,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,12.4,26.0,0.0,62.0,5.0,2.5,3.0,2.0,1.0,5.0,,,0.0,1.0,,,,
verlon-reed,Verlon Reed,QB,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,,
