player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
jayshawn-washington,Jayshawn Washington,DL,1.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
jeff-mack-ii,Jeff Mack II,RB/WR,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,10.0,10.0,0.0,10.0,,,,,,,6.6,12.0,2.0,46.0,7.0,1.0,5.0,4.0,0.0,4.0,,,,,,,,
kavon-samuels,Kavon Samuels,RB,3.0,1.0,0.0,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,1.0,0.0,,
kedarius-davis,KeDarius Davis,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,13.0,0.0,25.0,2.0,,,,,,,,,,,,,
korrell-koehlmoos,Korrell Koehlmoos,WR,,,,,,,,,,,,,,,,2.0,,,,,,,7.0,7.0,0.0,14.0,,,,,,,9.0,18.0,0.0,45.0,5.0,,,,,,,,,,,,,
kye-black,Kye Black,LB,,,,1.0,28.0,1.0,,,,,,,,,,,4.0,43.2,0.0,0.0,259.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
laroderick-scott,La'Roderick Scott,DB,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.7,7.0,1.0,14.0,3.0,3.4,7.0,12.0,2.0,41.0,,,,,,,,
lewis-matthews,Lewis Matthews,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0,5.0,,,,
lorenzo-brown,Lorenzo Brown,QB,0.0,,,,,,,1.0,0.0,2.0,1.0,,,,1.0,,,,,,,,,,,,32.0,21.0,,18.0,3.0,194.0,,,,,,4.2,12.0,11.0,2.0,46.0,,,0.0,0.0,,,,
makeah-scippio,Makeah Scippio,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
malcolm-mccoy,Malcolm Mccoy,LB,2.0,1.0,0.0,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,,,,
mason-pierce,Mason Pierce,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,5.0,8.0,1.5,0.0,,
monalo-caldwell,Monalo Caldwell,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
rashad-ridley,Rashad Ridley,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,2.0,3.0,2.0,0.0,,
rashaud-powell,Rashaud Powell,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
rico-moore,Rico Moore,LB,0.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
tirri-jones,Tirri Jones,QB,0.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,16.0,1.0,78.0,7.0,,,,,,,,,,,,,
trey-taylor,Trey Taylor,P,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,2.0,0.0,,
