player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
keontae-chavies,Keontae Chavies,DL,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,,,,
laronji-vason-mccoy,Laronji Vason-McCoy,DB,1.0,,,2.0,0.0,0.0,,,,,,2.0,45.4,0.0,2.0,318.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,5.0,2.0
laterrance-welch,Laterrance Welch,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,4.0,,,,
marvin-grant-jr,Marvin Grant Jr,,1.0,1.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
maurice-jackson,Maurice Jackson,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,
quincey-crittendon,Quincey Crittendon,,,,,,,,,,,0.0,,,,,,,,,,,,3.0,3.0,,9.0,0.0,22.0,,,,,,,,,,,,,,,,,,
reid-pulliam,Reid Pulliam,,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,8.0,0.5,0.0,,
sean-connaghan,Sean Connaghan,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,1.0,,,,
sidney-houston-jr,Sidney Houston Jr.,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
tyler-lauenstein,Tyler Lauenstein,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,37.0,2.0,1.0,38.0,,,,,,,,
