player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
grant-russell-injured-reserve,Grant Russell (Injured Reserve),QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
harold-brooks,Harold Brooks,ATH,,,,2.0,41.0,1.0,,,,,,5.0,46.9,0.0,1.0,328.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0
horatio-smith,Horatio Smith,WR,,,,,,,,,,1.0,,,,,,,,,,,,23.0,16.0,,31.0,4.0,207.0,,,,,,2.4,9.0,11.0,0.0,26.0,,,,,,,,
isaiah-robinson,Isaiah Robinson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
jamon-langford,Jamon Langford,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
jayshawn-washington,Jayshawn Washington,DL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,
jeff-mack-ii,Jeff Mack II,RB/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,11.0,0.0,17.0,2.0,0.4,6.0,5.0,1.0,2.0,,,,,,,,
kaytron-allen,Kaytron Allen,DB,0.0,,,,,,,,,,1.0,,,,,,,7.0,7.0,0.0,7.0,,,,,,,5.0,5.0,0.0,5.0,1.0,2.4,10.0,9.0,1.0,22.0,,,1.0,1.0,1.0,0.0,,
kerry-starks,Kerry Starks,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
king-mwikuta,King Mwikuta,DL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,
korrell-koehlmoos,Korrell Koehlmoos,WR,,,,,,,,,,,5.0,,,,,,,22.2,30.0,0.0,111.0,,,,,,,14.0,17.0,1.0,56.0,4.0,3.0,3.0,1.0,0.0,3.0,,,,,,,,
kye-black,Kye Black,LB,,,,3.0,40.0,1.0,,,,,,5.0,42.0,0.0,1.0,210.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0
lorenzo-brown,Lorenzo Brown,QB,,,,,,,,,,2.0,,,,,,,,,,,,28.0,14.0,,17.0,2.0,165.0,,,,,,3.7,7.0,7.0,0.0,26.0,,,,,,,,
rashad-ridley,Rashad Ridley,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.0,,
rashaud-powell,Rashaud Powell,DL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.5,0.0,,
sam-hammond,Sam Hammond,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,31.0,4.0,122.0,8.0,,,,,,,,,,,,,
tirri-jones,Tirri Jones,QB,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,4.0,,,,
travion-mosby,Travion Mosby,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,15.0,0.0,43.0,3.0,,,,,,,,,,,,,
troy-evans-jr,Troy Evans Jr.,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,13.0,1.0,24.0,2.0,5.0,5.0,1.0,0.0,5.0,,,2.0,2.0,2.0,0.0,,
wesley-jones,Wesley Jones,QB,0.0,1.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
zackary-ninekirk,Zackary Ninekirk,DE,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,4.0,,,,
