player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
geovonte-howard-injured-reserve,Geovonte Howard (Injured Reserve),DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,4.0,,,,
jadon-johnson,Jadon Johnson,WR,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,2.5,5.0,0.0,5.0,2.0,,,,,,,,,,,
jalen-hicks,Jalen Hicks,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jeff-luc,Jeff Luc,DB/DL,1.0,,,,,,,,,,,,,,,1.0,,,,,,,10.0,10.0,1.0,10.0,,,,,,,9.6,17.0,2.0,48.0,5.0,5.7,6.0,3.0,0.0,17.0,0.0,1.0,,,,
joseph-taylor,Joseph Taylor,QB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7.0,5.0,,15.0,1.0,38.0,,,,,,7.4,16.0,5.0,2.0,37.0,,,,,,
justin-gilbert,Justin Gilbert,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
kearyn-taylor,Kearyn Taylor,ATH,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,3.0,,,,
kyle-griswould,Kyle Griswould,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
malcolm-mccoy,Malcolm Mccoy,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
michael-jenkins,Michael Jenkins,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.5,0.0,,
quinton-williams,Quinton Williams,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
rudy-silvera,Rudy Silvera,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,,,,
rysan-richardson,Rysan Richardson,K,,,,,,,,,,,,,,,0.0,1.0,,,,,,,7.0,7.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,8.5,17.0,0.0,51.0,6.0,7.5,16.0,8.0,0.0,60.0,,,,,,
sam-hammond,Sam Hammond,DL,1.0,,,,,,,,,,,,,,,1.0,,,,,,,3.0,3.0,0.0,3.0,,,1.0,,,,,,,,,,,,,,9.0,10.0,1.0,0.0,,
thurlow-wilkins,Thurlow Wilkins,RB,0.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,18.0,27.0,0.0,36.0,2.0,,,,,,1.0,1.0,,,,
tracy-brooks,Tracy Brooks,RB,2.0,,,,,,,,,,,,,,,1.0,,,,,,,-3.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,6.0,8.0,,,,
trey-taylor,Trey Taylor,P,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
