player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
james-summers,James Summers,QB/WR/LB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,
jaylin-clark-mcnatte,Jaylin Clark-Mcnatte,WR,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,9.0,,18.0,5.0,87.0,,,,,,12.3,22.0,3.0,0.0,37.0,,,,,,,,
jeffery-mack-ii,Jeffery Mack II,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
jerry-harris-jr,Jerry Harris Jr.,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
john-williams,John Williams,WR,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,30.0,2.0,7.9,20.0,14.0,3.0,111.0,,,,,,,,
jordan-barton,Jordan Barton,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.5,0.0,,
justin-mcgriff,Justin MCGRIFF,WR,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
kaytron-allen,Kaytron Allen,DB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0,,,,
kyle-meyers,Kyle Meyers,DB,,,,,,,,,,,,,,,,1.0,,,,,,,-14.0,0.0,0.0,-14.0,,,,,,,26.0,26.0,1.0,26.0,1.0,,,,,,,,,,,,,
levonta-hall,Levonta Hall,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,14.0,3.0,66.0,6.0,,,,,,,,1.0,1.0,1.0,0.0,,
malik-sonnier,Malik Sonnier,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.5,0.0,,
mclean-djouha,Mclean Djouha,OL,0.0,,,,,,,,,,,,,,,1.0,,,,,,,36.0,36.0,0.0,36.0,,,,,,,,,,,,4.0,4.0,2.0,0.0,8.0,,,1.0,1.0,1.0,0.0,,
noah-barrett,Noah Barrett,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
ralph-green,Ralph Green,DL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,
sam-moala,Sam Moala,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,11.0,1.0,8.5,16.0,2.0,1.0,17.0,,,,,,,,
td-ayo-durojaiye,TD Ayo-Durojaiye,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,3.0,0.0,3.0,,,,,,,,,,,,6.7,20.0,11.0,2.0,74.0,,,,,,,,
tabyus-taylor,Tabyus Taylor,RB,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,
traveon-samuel,Traveon Samuel,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,1.0,40.0,4.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,
vincent-espinoza,Vincent Espinoza,QB,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
warren-newman-iii,Warren Newman III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0,3.0,0.0,-6.0,,,,,,,,
