player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
jamichael-rodgers,Jamichael Rodgers,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jatavius-stewart,Jatavius Stewart,DB,0.0,2.0,0.0,,,,,1.0,0.0,,,11.0,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jaylin-clark-mcnatte,Jaylin Clark-Mcnatte,WR,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,30.0,15.0,,27.0,3.0,160.0,,,,,,8.0,15.0,4.0,0.0,32.0,1.0,1.0,1.0,0.0,,
jerome-buckner,Jerome Buckner,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,12.0,12.0,0.0,12.0,,,,,,,24.0,24.0,1.0,24.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,,,,
jordan-barton,Jordan Barton,WR,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,
joshua-neal,Joshua Neal,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,15.0,0.0,62.0,6.0,,,,,,0.0,1.0,,,,
juan-moore,Juan Moore,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,5.0,1.0,3.7,4.0,3.0,1.0,11.0,,,,,,
kaytron-allen,Kaytron Allen,DB,6.0,,,,,,,1.0,9.0,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0,10.0,,,,
laronji-vason-mccoy,Laronji Vason-McCoy,DB,,,,1.0,19.0,1.0,,,,,,,,,,,10.0,35.4,0.0,1.0,283.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
laterrance-welch,Laterrance Welch,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
levonta-hall,Levonta Hall,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,27.0,2.0,89.0,8.0,,,,,,,,,,,
luis-medina,Luis Medina,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.5,0.0,,
marvin-grant-jr,Marvin Grant Jr,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,6.0,,,,
maurice-jackson,Maurice Jackson,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.5,0.0,,
mclean-djouha,Mclean Djouha,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,5.0,1.0,1.8,9.0,4.0,0.0,7.0,,,,,,
noah-barrett,Noah Barrett,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,5.0,1.0,,,,,,3.0,6.0,,,,
ponce-deleon,Ponce Deleon,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,,,,
quincey-crittendon,Quincey Crittendon,,,,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,16.0,14.0,,24.0,2.0,153.0,,,,,,4.0,17.0,7.0,2.0,28.0,,,,,,
sam-moala,Sam Moala,LB,1.0,,,,,,,,,,,,,,,2.0,,,,,,,5.0,10.0,0.0,10.0,,,,,,,1.5,4.0,0.0,3.0,2.0,-2.0,2.0,2.0,0.0,-4.0,1.0,2.0,1.0,0.0,,
sidney-walker,Sidney Walker,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tabyus-taylor,Tabyus Taylor,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
vincent-espinoza,Vincent Espinoza,QB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,
warren-newman-iii,Warren Newman III,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,8.0,8.0,0.0,8.0,,,,,,,11.0,11.0,1.0,11.0,1.0,6.0,6.0,1.0,0.0,6.0,,,,,,
