player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
jarvai-flowers,Jarvai Flowers,WR,0.0,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,3.0,,,,
jeffery-mack-ii,Jeffery Mack II,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,
jerry-harris-jr,Jerry Harris Jr.,OL,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.5,0.0,,
john-williams,John Williams,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,29.0,6.0,2.0,50.0,1.0,1.0,1.0,0.0,,
josh-batiste,Josh Batiste,RB,,,,,,,,,,,,,,,,,2.0,45.1,0.0,2.0,316.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
jyaire-stevens,Jyaire Stevens,DL,,,,,,,,,,,,,,,,1.0,,,,,,,5.0,5.0,0.0,5.0,,,,,,,,,,,,4.0,5.0,3.0,2.0,12.0,,,,,,
kevin-voyles,KEVIN VOYLES,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,,,,
kam-prewitt,Kam Prewitt,DB,,,,1.0,0.0,0.0,,,,,,,,,,,5.0,46.3,0.0,0.0,278.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
kyle-meyers,Kyle Meyers,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,1.0,,,,,,,,,,,
nashawn-jackson,Nashawn Jackson,OL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,1.5,0.0,,
quantaye-battle,Quantaye Battle,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
ralph-green,Ralph Green,DL,0.0,1.0,0.0,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,
sean-connaghan,Sean Connaghan,LB,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
shaquez-bond,Shaquez Bond,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
timothy-shannon-jr,Timothy Shannon Jr.,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
traveon-samuel,Traveon Samuel,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,24.0,1.0,54.0,3.0,,,,,,0.0,1.0,,,,
tyler-clark,Tyler Clark,DL/DT,2.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,10.5,22.0,0.0,21.0,,,,,,,10.0,10.0,0.0,10.0,1.0,,,,,,1.0,3.0,,,,
