player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
freddie-booth-lloyd,Freddie Booth-Lloyd,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
geemontae-peck,Geemontae Peck,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
jaymason-willinghame,Jaymason Willinghame,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
joedrick-lewis,Jo'edrick Lewis,,2.0,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,7.0,7.0,0.0,0.0,0.0,7.0,1.0,,,,,,,,0.0,4.0
joe-golden,Joe Golden,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
joe-powell,Joe Powell,DB/LB/SAF,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
karonce-higgins,KARONCE HIGGINS,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
keanu-mailoto,Keanu Mailoto,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
kris-lewis,Kris Lewis,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,0.0,0.0,0.0,17.0,2.0,,,,,,,,,
maurice-ashley,Maurice Ashley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,0.0,0.0,2.0,76.0,9.0,5.0,5.0,0.0,2.0,0.0,0.0,10.0,,
nick-brassell,Nick Brassell,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
prince-shanola,Prince Shanola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,0.0,0.0,30.0,4.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,,
shiloh-flanagan,Shiloh Flanagan,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
siasoi-finau,Siasoi Finau,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
sidney-houston-jr,Sidney Houston Jr.,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
will-caviness,Will Caviness,K,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,3.0,5.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
