game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2024_W6_OTT,,2024,6,CFL,,,,,,,1.0,110.0,5.0,0.0,7.0,,
SYNTHETIC_CFL_2024_W7_OTT,,2024,7,CFL,,,,,,,0.0,61.0,5.0,0.0,2.0,,
SYNTHETIC_CFL_2024_W8_OTT,,2024,8,CFL,,,,,,,0.0,65.0,7.0,0.0,28.0,,
SYNTHETIC_CFL_2024_W10_OTT,,2024,10,CFL,,,,,,,0.0,54.0,4.0,,,,
SYNTHETIC_CFL_2024_W11_OTT,,2024,11,CFL,,,,,,,0.0,29.0,4.0,,,,
SYNTHETIC_CFL_2024_W12_OTT,,2024,12,CFL,,,,,,,0.0,114.0,11.0,,,,
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,,,,,0.0,49.0,4.0,,,,
SYNTHETIC_CFL_2024_W14_OTT,,2024,14,CFL,,,,,,,0.0,57.0,6.0,,,,
SYNTHETIC_CFL_2024_W15_OTT,,2024,15,CFL,,,0.0,,0.0,0.0,0.0,103.0,8.0,0.0,7.0,,
SYNTHETIC_CFL_2024_W16_OTT,,2024,16,CFL,,,,,,,1.0,117.0,9.0,0.0,8.0,,
SYNTHETIC_CFL_2024_W17_OTT,,2024,17,CFL,,,,,,,0.0,111.0,5.0,,,,
SYNTHETIC_CFL_2024_W20_OTT,,2024,20,CFL,,,,,,,1.0,102.0,7.0,0.0,7.0,,
SYNTHETIC_CFL_2025_W1_OTT,,2025,1,CFL,,,,,,,1.0,133.0,8.0,,,,
SYNTHETIC_CFL_2025_W2_OTT,,2025,2,CFL,,,,,,,0.0,20.0,2.0,,,,
SYNTHETIC_CFL_2025_W3_OTT,,2025,3,CFL,,,,,,,0.0,5.0,1.0,,,,
SYNTHETIC_CFL_2025_W4_OTT,,2025,4,CFL,,,,,,,0.0,43.0,4.0,,,,
SYNTHETIC_CFL_2025_W5_OTT,,2025,5,CFL,,,,,,,0.0,45.0,5.0,0.0,11.0,,
SYNTHETIC_CFL_2025_W6_OTT,,2025,6,CFL,,,,,,,0.0,68.0,6.0,,,,
SYNTHETIC_CFL_2025_W7_OTT,,2025,7,CFL,,,1.0,,0.0,0.0,0.0,47.0,7.0,,,,
SYNTHETIC_CFL_2025_W9_OTT,,2025,9,CFL,,,,,,,2.0,62.0,4.0,,,,
SYNTHETIC_CFL_2025_W10_OTT,,2025,10,CFL,,,,,,,2.0,106.0,7.0,,,,
SYNTHETIC_CFL_2025_W11_OTT,,2025,11,CFL,,,,,,,1.0,48.0,2.0,,,,
SYNTHETIC_CFL_2025_W12_OTT,,2025,12,CFL,,,,,,,0.0,38.0,2.0,,,,
SYNTHETIC_CFL_2025_W14_OTT,,2025,14,CFL,,,0.0,,0.0,0.0,0.0,64.0,4.0,,,,
SYNTHETIC_CFL_2025_W15_OTT,,2025,15,CFL,,,,,,,1.0,100.0,9.0,0.0,2.0,,
SYNTHETIC_CFL_2025_W16_OTT,,2025,16,CFL,,,,,,,,101.0,7.0,,,,
SYNTHETIC_CFL_2025_W18_OTT,,2025,18,CFL,,,,,,,1.0,57.0,5.0,,,,
SYNTHETIC_CFL_2025_W19_OTT,,2025,19,CFL,,,,,,,0.0,0.0,0.0,0.0,5.0,,
SYNTHETIC_CFL_2025_W20_OTT,,2025,20,CFL,,,,,,,0.0,31.0,2.0,,,,
SYNTHETIC_CFL_2025_W21_OTT,,2025,21,CFL,,,,,,,0.0,51.0,3.0,,,,
