game_id,date,season,week,league,away,home,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_2025_W3_WPG,,2025,3,CFL,,,2.0,,2.0,179.0,0.0,1.0
SYNTHETIC_CFL_2025_W4_WPG,,2025,4,CFL,,,0.0,,3.0,334.0,1.0,16.0
SYNTHETIC_CFL_2025_W5_WPG,,2025,5,CFL,,,2.0,,1.0,316.0,0.0,23.0
SYNTHETIC_CFL_2025_W6_WPG,,2025,6,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W7_WPG,,2025,7,CFL,,,4.0,,2.0,287.0,0.0,32.0
SYNTHETIC_CFL_2025_W8_WPG,,2025,8,CFL,,,2.0,,1.0,227.0,0.0,16.0
SYNTHETIC_CFL_2025_W9_WPG,,2025,9,CFL,,,3.0,,0.0,173.0,1.0,36.0
SYNTHETIC_CFL_2025_W10_WPG,,2025,10,CFL,,,0.0,,1.0,216.0,1.0,27.0
SYNTHETIC_CFL_2025_W11_WPG,,2025,11,CFL,,,2.0,,1.0,298.0,1.0,29.0
SYNTHETIC_CFL_2025_W12_WPG,,2025,12,CFL,,,0.0,,1.0,263.0,0.0,35.0
SYNTHETIC_CFL_2025_W13_WPG,,2025,13,CFL,,,1.0,,3.0,326.0,0.0,3.0
SYNTHETIC_CFL_2025_W14_WPG,,2025,14,CFL,,,4.0,,1.0,204.0,0.0,22.0
SYNTHETIC_CFL_2025_W15_WPG,,2025,15,CFL,,,2.0,,1.0,241.0,1.0,82.0
SYNTHETIC_CFL_2025_W16_WPG,,2025,16,CFL,,,1.0,,0.0,54.0,1.0,72.0
SYNTHETIC_CFL_2025_W17_WPG,,2025,17,CFL,,,0.0,,1.0,390.0,3.0,26.0
SYNTHETIC_CFL_2025_W18_WPG,,2025,18,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W19_WPG,,2025,19,CFL,,,2.0,,1.0,202.0,1.0,8.0
SYNTHETIC_CFL_2025_W20_WPG,,2025,20,CFL,,,1.0,,1.0,182.0,0.0,32.0
SYNTHETIC_CFL_2025_W21_WPG,,2025,21,CFL,,,1.0,,0.0,92.0,1.0,30.0
