game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W5_BC,,2024,5,CFL,,,0.0,2.0,222.0,,,,0.0,8.0
SYNTHETIC_CFL_2024_W6_BC,,2024,6,CFL,,,2.0,3.0,428.0,,,,0.0,16.0
SYNTHETIC_CFL_2024_W7_BC,,2024,7,CFL,,,1.0,3.0,267.0,,,,0.0,0.0
SYNTHETIC_CFL_2024_W8_BC,,2024,8,CFL,,,0.0,1.0,193.0,,,,0.0,7.0
SYNTHETIC_CFL_2024_W9_BC,,2024,9,CFL,,,1.0,0.0,74.0,,,,0.0,1.0
SYNTHETIC_CFL_2024_W10_BC,,2024,10,CFL,,,0.0,2.0,300.0,,,,0.0,0.0
SYNTHETIC_CFL_2024_W12_BC,,2024,12,CFL,,,2.0,3.0,222.0,,,,0.0,11.0
SYNTHETIC_CFL_2024_W13_BC,,2024,13,CFL,,,0.0,1.0,162.0,,,,0.0,3.0
SYNTHETIC_CFL_2024_W14_BC,,2024,14,CFL,,,0.0,0.0,229.0,,,,0.0,27.0
SYNTHETIC_CFL_2024_W15_BC,,2024,15,CFL,,,1.0,0.0,75.0,,,,0.0,7.0
SYNTHETIC_CFL_2024_W16_BC,,2024,16,CFL,,,2.0,0.0,125.0,,,,0.0,23.0
SYNTHETIC_CFL_2024_W17_BC,,2024,17,CFL,,,1.0,1.0,238.0,,,,1.0,37.0
SYNTHETIC_CFL_2024_W18_BC,,2024,18,CFL,,,3.0,2.0,303.0,,,,0.0,32.0
SYNTHETIC_CFL_2024_W19_BC,,2024,19,CFL,,,0.0,0.0,257.0,,,,0.0,29.0
SYNTHETIC_CFL_2024_W20_BC,,2024,20,CFL,,,0.0,3.0,213.0,,,,0.0,16.0
SYNTHETIC_CFL_2024_W21_BC,,2024,21,CFL,,,0.0,0.0,285.0,,,,0.0,15.0
SYNTHETIC_CFL_2025_W1_CGY,,2025,1,CFL,,,2.0,,284.0,,,,,33.0
SYNTHETIC_CFL_2025_W2_CGY,,2025,2,CFL,,,,,301.0,,,,1.0,54.0
SYNTHETIC_CFL_2025_W3_CGY,,2025,3,CFL,,,1.0,,218.0,,,,,21.0
SYNTHETIC_CFL_2025_W5_CGY,,2025,5,CFL,,,,2.0,222.0,,,,,8.0
SYNTHETIC_CFL_2025_W6_CGY,,2025,6,CFL,,,2.0,3.0,428.0,,,,,16.0
SYNTHETIC_CFL_2025_W7_CGY,,2025,7,CFL,,,1.0,3.0,267.0,,,,,
SYNTHETIC_CFL_2025_W8_CGY,,2025,8,CFL,,,,1.0,193.0,,,,,7.0
SYNTHETIC_CFL_2025_W10_CGY,,2025,10,CFL,,,,2.0,300.0,,,,,
SYNTHETIC_CFL_2025_W12_CGY,,2025,12,CFL,,,2.0,3.0,222.0,,,,,11.0
SYNTHETIC_CFL_2025_W13_CGY,,2025,13,CFL,,,,1.0,162.0,,,,,3.0
SYNTHETIC_CFL_2025_W14_CGY,,2025,14,CFL,,,,,229.0,,,,,27.0
SYNTHETIC_CFL_2025_W16_CGY,,2025,16,CFL,,,2.0,,125.0,,,,,23.0
SYNTHETIC_CFL_2025_W17_CGY,,2025,17,CFL,,,1.0,1.0,238.0,,,,1.0,37.0
SYNTHETIC_CFL_2025_W18_CGY,,2025,18,CFL,,,3.0,2.0,303.0,,,,,32.0
SYNTHETIC_CFL_2025_W19_CGY,,2025,19,CFL,,,,,257.0,,,,,29.0
SYNTHETIC_CFL_2025_W20_CGY,,2025,20,CFL,,,,3.0,213.0,,,,,16.0
SYNTHETIC_CFL_2025_W21_CGY,,2025,21,CFL,,,,,285.0,,,,,15.0
