player_id,player_name,positions,def_ff,def_fr,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
sebastian-ernst,Sebastian Ernst,LB,1.0,,1.0,,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
sebastian-fey,Sebastian Fey,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sebastian-gauthier,Sebastian Gauthier,LB,,,,2.0,15.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
sebastian-huber,Sebastian Huber,LB,,,,,8.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
sebastian-kojko,Sebastian Kojkoł,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
sebastian-schaar,Sebastian Schaar,LB,,,,2.0,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
sebastian-wimmer,Sebastian Wimmer,CB/LB,,,3.0,,36.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
sebastian-castaner,Sebastián Castañer,LB,,,2.0,0.5,42.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
sebastian-silva-gomez,Sebastían Silva Gomez,LB,,1.0,3.0,1.0,48.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
selahattin-saka,Selahattin Saka,LB,,,,0.5,7.0,,,7.0,,,,,,,,,,,,,,7.0,262.0,,,,,,
semmie-radji,Semmie Radji,LB,2.0,1.0,2.0,8.0,50.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sercan-vardar,Sercan Vardar,DL/LB,,1.0,1.0,1.5,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sergio-barbero,Sergio Barbero,,,,,,1.0,,,9.0,,,,24.0,14.0,,,149.0,,,,,,,,,,,5.0,,
shalom-baafi,Shalom Baafi,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
shawn-wilson-jr,Shawn Wilson Jr,LB,,,1.0,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
shida-wang,Shida Wang,,,,,,1.0,,,11.0,4.0,,56.0,,,,,,,,1.0,,,,,1.0,,2.0,,,
silvan-barelds,Silvan Barelds,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
simon-braun,Simon Braun,LB,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,16.0,,,
simon-homadi,Simon Homadi,RB,,,1.0,,3.0,,,14.0,,,,,,,,,,,,,,,,1.0,,21.0,80.0,4.0,332.0
simon-leinauer,Simon Leinauer,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
simon-otto,Simon Otto,LB,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
simon-pilger,Simon Pilger,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
slade-jarman,Slade Jarman,QB,,,,,,,,8.0,,,,338.0,191.0,13.0,15.0,2004.0,,,,,,,,1.0,,,29.0,3.0,142.0
stanley-zeregbe,Stanley Zeregbe,DL/LB,1.0,,1.0,6.5,44.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
sven-breidenbach,Sven Breidenbach,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
sven-fischer,Sven Fischer,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
sven-rieger,Sven Rieger,DL/LB,,,1.0,1.0,13.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
sydney-kenea-amadu,Sydney Kenea Amadu,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
szymon-adamczyk,Szymon Adamczyk,DL/LB,,1.0,,,15.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
szymon-romanowski,Szymon Romanowski,CB/LB,,,3.0,,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
taha-cokadar,Taha Çokadar,RB,,,,,,,,11.0,12.0,,281.0,,,,,,,,,,,,,5.0,,24.0,103.0,2.0,426.0
talat-gokhan-bulusan,Talat Gökhan Buluşan,LB,,,,2.0,41.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
talha-bercin,Talha Berçin,LB,,,2.0,,13.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
terryon-lionel-robinson,Terryon Lionel Robinson,WR,,,,,,,,6.0,10.0,,201.0,,,,,,,,3.0,,36.0,,,39.0,8.0,829.0,2.0,,
thang-le-minh,Thang Le Minh,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
thiago-lessow,Thiago Lessow,LB,,,,,10.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
thomas-albrecht,Thomas Albrecht,,,,,,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
thomas-fileccia,Thomas Fileccia,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
thomas-fischbach,Thomas Fischbach,RB,,,,,,,,10.0,,,,,,,,,,,,,,,,17.0,,142.0,108.0,1.0,471.0
thomas-ghebrezghiher,Thomas Ghebrezghiher,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
thomas-kugler,Thomas Kugler,S/LB,,,,,8.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
thomas-langecker,Thomas Langecker,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,22.0,,,
thomas-schaffer,Thomas Schaffer,DL/LB,,1.0,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
thomas-schnurrer,Thomas Schnurrer,LB,1.0,1.0,8.0,0.5,125.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
thomas-van-den-oort,Thomas Van Den Oort,LB,,,,1.0,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
til-becker,Til Becker,LB,,,2.0,1.5,35.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
till-janssen,Till Janssen,DB/LB,,,9.0,,41.0,,,12.0,2.0,,24.0,,,,,,,,,,,,,,,,,,
tillman-bolk,Tillman Bolk,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tilman-brutsch,Tilman Brütsch,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
tim-albrecht,Tim Albrecht,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,1.0,,18.0,,,
tim-gockus,Tim Göckus,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tim-hirsch,Tim Hirsch,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
tim-hanni,Tim Hänni,DL/LB,1.0,2.0,,7.5,51.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
tim-robin-wustefeld,Tim Robin Wüstefeld,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
tim-schulz,Tim Schulz,RB,,,,,2.0,,,10.0,5.0,,93.0,,,,,,,,,,,,,3.0,1.0,18.0,31.0,,97.0
tim-unger,Tim Unger,LB,,,1.0,,23.0,5.0,3.0,13.0,,,,,,,,,11.0,9.0,,,,,,,,,,,
timo-benschuh,Timo Benschuh,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,11.0,,119.0,,,
timon-stuwe,Timon Stüwe,WR,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,11.0,1.0,135.0,1.0,,
timothy-knuettel,Timothy Knuettel,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,57.0,7.0,688.0,,,
tinashe-jefferson-chawaguta,Tinashe Jefferson Chawaguta,DL,,,,0.5,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tobias-bonatti,Tobias Bonatti,RB,,,,,1.0,,,13.0,2.0,,42.0,,,,,,,,,,,,,22.0,2.0,260.0,91.0,4.0,490.0
tobias-burkhardt,Tobias Burkhardt,LB,,,1.0,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tobias-jarmuzek,Tobias Jarmuzek,,,,,,1.0,,,10.0,,,,3.0,1.0,1.0,,3.0,,,,,,,,,,,2.0,,1.0
tobias-nick,Tobias Nick,RB,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,6.0,,60.0,39.0,,109.0
tobias-nill,Tobias Nill,WR,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,7.0,1.0,75.0,,,
tobias-rodlauer,Tobias Rodlauer,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
tobias-url,Tobias Url,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
toby-lettman,Toby Lettman,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
tolga-torun,Tolga Törün,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,11.0,,92.0,2.0,,
tom-stickel,Tom Stickel,LB,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
tomasz-dziedzic,Tomasz Dziedzic,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
tomasz-kiszka,Tomasz Kiszka,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
toni-rabensteiner,Toni Rabensteiner,WR,,,,,,,,13.0,,,,,,,,,,,,,,,,4.0,,61.0,,,
tony-anderson,Tony Anderson,S/LB,,,7.0,,44.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
tony-koskinen,Tony Koskinen,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
tony-kulok,Tony Kulok,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
trequan-torez-king,Trequan Torez King,RB,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,17.0,19.0,,62.0
tufan-tolga-yagmur,Tufan Tolga Yagmur,,,,,,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tyrese-johnson-fisher,Tyrese Johnson-Fisher,RB,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,3.0,,,45.0,2.0,126.0
tyrese-owusu-bediako,Tyrese Owusu-Bediako,LB,,,,1.5,14.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tyrone-jordan-alexander,Tyrone Jordan Alexander,RB,,,,,4.0,,,12.0,3.0,,49.0,,,,,,,,,,,,,2.0,1.0,26.0,42.0,,226.0
ufuk-eren-ozelce,Ufuk Eren Özelçe,LB,,,1.0,,17.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
valentin-rodiger-2,Valentin Rödiger,P,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,10.0,1.0,132.0,,,
vincent-buffet,Vincent Buffet,DL/LB,,,,1.0,13.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
vincent-muller,Vincent Müller,CB/LB,,,7.0,,45.0,,,12.0,11.0,,306.0,,,,,,,,1.0,,40.0,,,,,,,,
vincent-wilson-oberko,Vincent Wilson-Oberko,LB,,,2.0,,11.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
vito-millauer,Vito Millauer,DL/LB,,,2.0,1.0,5.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
vojislav-hahn,Vojislav Hahn,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
victor-albarracin,Víctor Albarracín,LB,,,,,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
wael-nasri,Wael Nasri,LB,1.0,,1.0,3.0,81.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
waheed-bhikh,Waheed Bhikh,LB,,1.0,16.0,,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
wiktor-zieba,Wiktor Zięba,WR,,,,,1.0,,,11.0,1.0,,,,,,,,,,,,,,,22.0,1.0,209.0,,,
william-james,William James,CB/LB,1.0,1.0,8.0,,97.0,,,12.0,32.0,,666.0,,,,,,,,14.0,,113.0,,,,,,,,
william-lloyd,William Lloyd,LB,3.0,1.0,1.0,3.0,81.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
yago-rivero,Yago Rivero,LB,2.0,2.0,,2.0,23.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
yannic-kiehl,Yannic Kiehl,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
yannick-mayr,Yannick Mayr,WR,,,,,,,,8.0,3.0,,48.0,,,,,,,,,,,,,21.0,5.0,385.0,3.0,,14.0
yannis-binner,Yannis Binner,TE,,,,,,,,8.0,,,,,,,,,,,,,,,,10.0,2.0,80.0,,,
yigit-timer,Yiğit Timer,QB,,,,,,,,11.0,,,,7.0,,1.0,,,,,,,,,,,,,2.0,,2.0
yigitcan-ferhat-ertur,Yiğitcan Ferhat Ertür,LB,,,2.0,,26.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
ylmaz-berk-guven,Yılmaz Berk Güven,WR,,,,,,,,12.0,,,,,,,,,,,1.0,,12.0,32.0,1150.0,32.0,1.0,340.0,3.0,,6.0
zach-thomas,Zach Thomas,OT,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
zachariah-davidson-bentham,Zachariah Davidson-Bentham,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
zachary-edwards,Zachary Edwards,QB,,,,,1.0,,,13.0,,,,464.0,266.0,10.0,37.0,3449.0,,,,,,,,1.0,1.0,31.0,107.0,4.0,562.0
zachary-eugene-blair,Zachary Eugene Blair,LB,2.0,1.0,3.0,1.5,127.0,,,12.0,,,,,,,,,,,1.0,,25.0,,,,,,,,
zafer-ceylan,Zafer Ceylan,LB,,2.0,,1.5,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
zinedin-bendjabou,Zinedin Bendjabou,WR,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,1.0,1.0,19.0,1.0,,3.0
zoltan-golita,Zoltan Golita,LB,,,1.0,,12.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
ilhan-geyik,İlhan Geyik,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
ilkay-altay,İlkay Altay,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
ismail-can-balta,İsmail Can Balta,,,,2.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
ukasz-gembara,Łukasz Gembara,DL/LB,,,,,11.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
serif-emir-dulger,Şerif Emir Dülger,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
