player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
justin-hardy,Justin HARDY,WR,,,,,,,,,3.0,503.0,41.0,0.0,5.0,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,0.0,393.0,28.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,,,1.0,418.0,37.0,7.0,589.0,
kaidon-salter,Kaidon SALTER,QB,,,0.0,,,1.0,217.0,,0.0,3.0,1.0,0.0,172.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,3.0,334.0,24.0,,,
kalil-pimpleton,Kalil PIMPLETON,WR,,,,,,,,,0.0,305.0,20.0,0.0,3.0,
kaseem-ferdinand,Kaseem FERDINAND,WR,,,,,,,,,2.0,166.0,12.0,,,
keesean-johnson,KeeSean Johnson,WR,,,,,,,,,5.0,581.0,46.0,,,
keelan-white,Keelan WHITE,WR,,,,,,,,,2.0,187.0,24.0,0.0,10.0,
kenny-lawler,Kenny Lawler,WR,,,,,,,,,5.0,382.0,28.0,,,
keon-hatcher,Keon HATCHER,WR,,,0.0,,,0.0,24.0,,1.0,497.0,29.0,,,
keric-wheatfall,Keric Wheatfall,WR,,,,,,,,,0.0,354.0,22.0,1.0,15.0,
kevens-clercius,Kevens Clercius,WR,,,,,,,,,0.0,14.0,2.0,,,
kevin-mital,Kevin Mital,WR,,,,,,,,,1.0,485.0,34.0,0.0,31.0,
kian-schaffer-baker,Kian SCHAFFER-BAKER,WR,,,,,,,,,4.0,704.0,45.0,,,
kieran-poissant,Kieran POISSANT,WR,,,,,,,,,0.0,137.0,15.0,0.0,5.0,
kiondre-smith,Kiondre SMITH,WR,,,,,,,,,3.0,489.0,33.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,1.0,250.0,23.0,,,
larry-rountree,Larry Rountree,RB,,,,,,,,,0.0,106.0,19.0,0.0,426.0,
liam-talbot,Liam TALBOT,RB,,,,,,,,,,,,0.0,4.0,
lirim-hajrullahu,Lirim Hajrullahu,K,18.0,374.0,,,2.0,,,,,,,,,
ludovick-choquette,Ludovick CHOQUETTE,RB,,,,,,,,,0.0,0.0,0.0,0.0,16.0,
mtl-dst,MTL DST,DST,,,,7.0,,,,217.0,,,,,,15.0
mtl-k,MTL K,K,27.0,679.0,,,1.0,,,,,,,,,
mtl-qb,MTL QB,QB,,,1.0,,,10.0,2085.0,,,,,1.0,45.0,
makai-polk,Makai POLK,WR,,,,,,,,,6.0,525.0,30.0,,,
marc-liegghio,Marc LIEGGHIO,K,19.0,489.0,,,2.0,,,,,,,,,
marco-dubois,Marco DUBOIS,FB/WR,,,,,,,,,0.0,67.0,7.0,,,
max-duggan,Max Duggan,QB,,,0.0,,,0.0,0.0,,,,,0.0,-1.0,
maximilian-mang,Maximilian Mang,,,,,,,,,,3.0,30.0,6.0,,,
michael-chris-ike,Michael CHRIS-IKE,RB,,,,,,,,,0.0,4.0,1.0,0.0,12.0,
myron-mitchell,Myron Mitchell,WR,,,,,,,,,0.0,195.0,14.0,,,
najee-murray,Najee MURRAY,CB/DB/LB,,,,,,,,,0.0,0.0,1.0,,,
nathan-rourke,Nathan ROURKE,QB,,,4.0,,,5.0,1403.0,,0.0,21.0,1.0,1.0,71.0,
nic-demski,Nic DEMSKI,WR,,,,,,,,,3.0,484.0,37.0,0.0,6.0,
nick-arbuckle,Nick ARBUCKLE,QB,,,0.0,,,1.0,233.0,,,,,2.0,39.0,
nick-cenacle,Nick CENACLE,WR,,,,,,,,,2.0,243.0,20.0,,,
ott-dst,OTT DST,DST,,,,5.0,,,,218.0,,,,,,7.0
ott-k,OTT K,K,10.0,664.0,,,,,,,,,,,,
ott-qb,OTT QB,QB,,,9.0,,,8.0,2018.0,,,,,2.0,66.0,
ontaria-wilson,Ontaria Wilson,WR,,,,,,,,,3.0,537.0,38.0,,,
quali-conley,Quali Conley,RB,,,,,,,,,0.0,53.0,6.0,1.0,168.0,
quincy-vaughn,Quincy VAUGHN,QB,,,,,,,,,0.0,8.0,1.0,6.0,38.0,
riley-pickett-3,Riley PICKETT,FB,,,,,,,,,0.0,43.0,2.0,,,
rushawn-baker,Rushawn BAKER,RB,,,,,,,,,,,,0.0,19.0,
ssk-dst,SSK DST,DST,,,,2.0,,,,195.0,,,,,,16.0
ssk-k,SSK K,K,22.0,348.0,,,4.0,,,,,,,,,
ssk-qb,SSK QB,QB,,,6.0,,,17.0,2254.0,,,,,7.0,113.0,
samuel-emilus,Samuel Emilus,WR,,,,,,,,,5.0,448.0,31.0,,,
samuel-hicks,Samuel Hicks,RB,,,,,,,,,0.0,143.0,18.0,2.0,319.0,
sean-whyte,Sean WHYTE,K,15.0,499.0,,,2.0,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,17.0,849.0,,,3.0,,,,,,,,,
shomari-lawrence,Shomari Lawrence,RB,,,,,,,,,,,,0.0,18.0,
silas-bolden,Silas Bolden,WR,,,,,,,,,0.0,25.0,3.0,,,
skyler-griffith,Skyler GRIFFITH,FB,,,,,,,,,0.0,55.0,6.0,,,
stevie-scott-iii,Stevie Scott III,RB,,,,,,,,,,10.0,2.0,,65.0,
tj-luther,T.J. Luther,WR,,,,,,,,,3.0,414.0,33.0,,1.0,
tor-dst,TOR DST,DST,,,,5.0,,,,182.0,,,,,,12.0
tor-k,TOR K,K,20.0,530.0,,,3.0,,,,,,,,,
tor-qb,TOR QB,QB,,,8.0,,,14.0,1915.0,,,,,3.0,133.0,
taylor-elgersma,Taylor Elgersma,QB,,,0.0,,,1.0,96.0,,,,,0.0,10.0,
tevin-jones,Tevin JONES,WR,,,,,,,,,4.0,357.0,20.0,0.0,17.0,
thomas-bertrand-hudon,Thomas Bertrand-Hudon,RB,,,,,,,,,0.0,10.0,3.0,0.0,66.0,
tim-white,Tim WHITE,WR,,,,,,,,,4.0,461.0,37.0,0.0,2.0,
tommy-nield,Tommy Nield,WR,,,,,,,,,0.0,307.0,22.0,,,
tommy-stevens,Tommy STEVENS,QB,,,0.0,,,0.0,9.0,,,,,8.0,142.0,
travis-theis,Travis THEIS,RB,,,,,,,,,0.0,141.0,21.0,6.0,600.0,
tre-ford,Tre FORD,QB,,,3.0,,,2.0,499.0,,,,,0.0,232.0,
trevor-harris,Trevor HARRIS,QB,,,6.0,,,17.0,2254.0,,,,,0.0,17.0,
tyler-kahmann,Tyler Kahmann,WR,,,,,,,,,5.0,374.0,26.0,,,
tyler-snead,Tyler SNEAD,WR,,,0.0,,,1.0,7.0,,5.0,794.0,50.0,0.0,22.0,
tyreik-mcallister,Tyreik McAllister,RB/WR,,,,,,,,,1.0,85.0,5.0,2.0,55.0,
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,,,,,,0.0,7.0,1.0,,,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,,4.0,1023.0,64.0,0.0,16.0,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,,,,21.0,2241.0,,,,,2.0,164.0,
vincent-blanchard,Vincent Blanchard,K,17.0,670.0,,,1.0,,,,,,,,,
vyshonne-janusas,Vyshonne JANUSAS,WR,,,,,,,,,0.0,12.0,2.0,,,
wpg-dst,WPG DST,DST,,,,2.0,,,,243.0,,,,,,17.0
wpg-k,WPG K,K,17.0,849.0,,,3.0,,,,,,,,,
wpg-qb,WPG QB,QB,,,6.0,,,8.0,1406.0,,,,,6.0,72.0,
zach-collaros,Zach COLLAROS,QB,,,3.0,,,5.0,985.0,,,,,0.0,22.0,
zach-mathis,Zach Mathis,WR,,,,,,,,,0.0,0.0,0.0,,,
zander-horvath,Zander HORVATH,RB,,,,,,,,,2.0,103.0,12.0,6.0,254.0,
