player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
benjamin-barnes,Benjamin Barnes,DB/LB,,,,,,4.0,,,3.0,2.0,,39.0,,,,,,,,,,,,,5.0,,41.0,,,
benjamin-mau,Benjamin Mau,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,7.0,,62.0,,,
benjamin-straight,Benjamin Straight,LB/S,,,4.0,7.0,,48.0,,,12.0,,,,,,,,,,,,,,28.0,921.0,,,,,,
berend-grube,Berend Grube,DL/LB,,1.0,,1.0,4.0,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
bryan-yankson,Bryan Yankson,RB,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,13.0,,34.0
bryan-zerbe,Bryan Zerbe,QB,,,,,,,,,8.0,,,,,,,,,,,,,,,,16.0,,169.0,,,
c-achy,C. Achy,CB,,,,2.0,,30.0,,,8.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
c-aiken-jr,C. Aiken Jr.,QB,,,,,,1.0,,,8.0,,,,268.0,131.0,9.0,10.0,1654.0,,,,,,,,1.0,,14.0,86.0,6.0,610.0
c-baestlein,C. Baestlein,LB,,,,,,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
c-bailey-jr,C. Bailey Jr.,WR,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
c-coleman,C. Coleman,LB,,5.0,1.0,2.0,,9.0,,,3.0,3.0,,79.0,,,,,,,,5.0,,69.0,,,,,,,,
c-griner,C. Griner,CB,1.0,1.0,1.0,6.0,,47.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
c-gross,C. Gross,QB,,,,,,,,,3.0,,,,6.0,2.0,1.0,,19.0,,,,,,,,,,,,,
c-helbig,C. Helbig,QB,,,,,,,,,3.0,,,,51.0,33.0,,4.0,477.0,,,,,,,,,,,4.0,,12.0
c-hill,C. Hill,QB,,,,,,3.0,,,9.0,26.0,,579.0,1.0,1.0,,1.0,2.0,,,2.0,,,,,63.0,10.0,919.0,2.0,,22.0
c-holdt,C. Holdt,FB,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
c-jeffries,C. Jeffries,QB,,,,,,1.0,,,12.0,,,,331.0,225.0,6.0,35.0,2888.0,,,,,,,,,,,83.0,10.0,337.0
c-jones,C. Jones,CB,,1.0,3.0,16.0,,15.0,,,6.0,1.0,,22.0,,,,,,,,,,,,,,,,,,
c-kähler,C. Kähler,TE,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,3.0,,15.0,,,
c-martin-augulo,C. Martin Augulo,LB,,,,,,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
c-martínez-bailón,C. Martínez Bailón,CB,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
c-mills,C. Mills,LB,,1.0,,,,41.0,,,6.0,1.0,,27.0,,,,,,,,,,,,,,,,,,
c-mulumba,C. Mulumba,DE,,,,1.0,2.5,26.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
c-nicola,C. Nicola,DE,1.0,,,1.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
c-peters,C. Peters,DE,,,,,,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
c-santos-insua,C. Santos Insua,RB,,,,2.0,,1.0,,,12.0,,,,,,,,,,,,,,,,1.0,,4.0,23.0,,75.0
c-schmitt,C. Schmitt,CB,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
c-sweeting,C. Sweeting,WR,,,,,,2.0,,,4.0,9.0,,248.0,,,,,,,,2.0,,17.0,,,19.0,4.0,324.0,14.0,,79.0
c-take-hamza,C. Take Hamza,RB,,,,,,3.0,,,12.0,5.0,,55.0,,,,,,,,,,,,,9.0,,56.0,72.0,2.0,213.0
c-tutt,C. Tutt,CB,,2.0,,1.0,,13.0,,,2.0,7.0,,113.0,,,,,,,,2.0,,17.0,,,1.0,,22.0,,,
c-wedington,C. Wedington,WR,,,,,,2.0,,,3.0,2.0,,100.0,,,,,,,,,,,,,10.0,,126.0,,,
c-van-munster,C. van Munster,LB,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
c-van-ommeren,C. van Ommeren,CB,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,2.0,1.0,60.0,1.0,,
cesare-brugnani,Cesare Brugnani,LB,1.0,1.0,,2.0,0.5,55.0,,,10.0,,,,,,,,,,,,,,,,1.0,,9.0,,,
chad-adri-trivon-walrond,Chad-Adri Trivon Walrond,LB,,1.0,3.0,1.0,1.0,48.0,,,12.0,10.0,2.0,288.0,,,,,,,,1.0,,2.0,,,,,,,,
chaska-remy-perron,Chaska Rémy Perron,DB/LB,,,,,,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
cheikhou-sow,Cheikhou Sow,WR,,,,,,,,,9.0,1.0,,16.0,,,,,,,,,,,,,15.0,3.0,225.0,,,
chris-voumbo,Chris Voumbo,RB,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,3.0,,20.0,85.0,4.0,497.0
christoph-kellner,Christoph Kellner,CB/LB,,,1.0,1.0,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
christoph-nitzlnader,Christoph Nitzlnader,CB/LB,,,1.0,6.0,,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
christropher-ezeala,Christropher Ezeala,P,2.0,1.0,,18.0,1.0,14.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
d-bartmann,D. Bartmann,DT,1.0,1.0,,1.0,5.0,42.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-bender,D. Bender,CB,,,,,,2.0,,,3.0,4.0,,121.0,1.0,1.0,,1.0,12.0,,,,,,,,13.0,2.0,102.0,4.0,2.0,8.0
d-bhend,D. Bhend,DE,,,,,0.5,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
d-buckrham,D. Buckrham,LB,,1.0,,13.0,,60.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-burrell,D. Burrell,DE,1.0,1.0,2.0,13.0,,58.0,,,12.0,18.0,3.0,670.0,,,,,,,,18.0,1.0,222.0,,,1.0,,14.0,,,
d-ccorimanya,D. Ccorimanya,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
d-chafin,D. Chafin,WR,,,,,,2.0,,,6.0,15.0,,361.0,,,,,,,,,,,,,23.0,5.0,409.0,1.0,,16.0
d-clayton,D. Clayton,QB,,,,,,1.0,,,4.0,,,,130.0,66.0,6.0,5.0,820.0,,,,,,,,,,,27.0,,174.0
d-dales,D. Dales,LB,1.0,4.0,1.0,2.0,1.5,120.0,,,12.0,,,,,,,,,,,,,,,,1.0,1.0,51.0,,,
d-eberle,D. Eberle,K,,,,,,,8.0,4.0,5.0,,,,,,,,,22.0,18.0,,,,16.0,656.0,,,,,,
d-emanuel,D. Emanuel,LB,2.0,,1.0,,,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
d-eustache,D. Eustache,LB,,,,,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
d-feuereisel,D. Feuereisel,LB,,,,,,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
d-fulford,D. Fulford,QB,,,1.0,,,2.0,,,9.0,,,,218.0,110.0,12.0,13.0,1408.0,,,,,,,,,,,62.0,1.0,205.0
d-giuliani-osawe,D. Giuliani Osawe,DE,,,,,3.0,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-gomis,D. Gomis,LB,,1.0,,2.0,1.0,57.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-graf,D. Graf,,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
d-hamburger,D. Hamburger,WR,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,2.0,,8.0,,,
d-hazelton-jr,D. Hazelton Jr,WR,,,,,,,,,3.0,,,,,,,,,,,3.0,,26.0,,,11.0,2.0,194.0,,,
d-irles-santoja,D. Irles Santoja,DE,,,1.0,,3.0,38.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-józsa,D. Józsa,DT,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-kanyinda,D. Kanyinda,WR,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,3.0,1.0,15.0,,,
d-larochel,D. Larochel,CB,,,,,,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-leader,D. Leader,K,,,,,,5.0,26.0,17.0,12.0,,,,,,,,,39.0,29.0,,,,39.0,1706.0,1.0,,10.0,,,
d-lehmann,D. Lehmann,LB,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
d-liechti,D. Liechti,DE,,,,,0.5,19.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
d-lliteras-ferraz,D. Lliteras Ferraz,QB,,,,,,,,,7.0,,,,16.0,2.0,1.0,,10.0,,,,,,,,,,,3.0,,5.0
d-lukšan,D. Lukšan,WR,,,,,,5.0,,,12.0,,,,,,,,,,,1.0,,15.0,,,8.0,,89.0,,,
d-luoma,D. Luoma,TE,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,15.0,,146.0,,,
d-lópez-garcía,D. López García,DT,1.0,,,,1.0,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-martinez-rivero,D. Martinez Rivero,WR,,3.0,,,,2.0,,,12.0,11.0,,211.0,1.0,,,,,,,3.0,,1.0,18.0,641.0,1.0,,7.0,1.0,,4.0
d-nash,D. Nash,LB,,,,1.0,,9.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
d-novakov,D. Novakov,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,7.0,,50.0,56.0,1.0,119.0
d-obi,D. Obi,RB,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,31.0,1.0,279.0,163.0,10.0,878.0
d-okoeguale,D. Okoeguale,LB,1.0,1.0,,3.0,4.0,55.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
d-ondra,D. Ondra,OG,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-owens,D. Owens,CB,,1.0,,2.0,,7.0,,,3.0,,,,,,,,,,,1.0,,19.0,,,,,,,,
d-pantali,D. Pantali,DE,,,,,,3.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
d-paz-gonzález,D. Paz González,DT,,,,1.0,1.0,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
d-richardson-ii,D. RICHARDSON II,CB,,,,3.0,,17.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
d-romero-dévora,D. Romero Dévora,RB,,,,,,6.0,,,16.0,,,,,,,,,,,,,,,,,,,19.0,1.0,52.0
d-stewart-jr,D. Stewart Jr.,WR,,1.0,,,,1.0,,,8.0,,,,,,,,,,,9.0,2.0,148.0,,,30.0,4.0,367.0,1.0,,
d-szabó,D. Szabó,OT,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
d-taylor,D. Taylor,CB,2.0,15.0,2.0,12.0,1.0,42.0,,,12.0,5.0,,102.0,,,,,,,,15.0,,202.0,,,,,,,,
d-tóth,D. Tóth,CB,,,,2.0,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
d-williams,D. Williams,LB,,,,2.0,,20.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
d-wright,D. Wright,CB,,,,2.0,,17.0,,,6.0,1.0,,16.0,,,,,,,,,,,,,,,,,,
d-yu-ospina,D. Yu Ospina,QB,,,,,,,,,7.0,,,,1.0,1.0,,,21.0,,,,,,,,,,,,,
daniel-bogdan-schuhmacher,Daniel Bogdan Schuhmacher,K,,,,,,,,,12.0,,,,,,,,,,,,,,42.0,1729.0,,,,1.0,,
daniel-bria,Daniel Bria,,,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,,,,
daniel-franco,Daniel Franco,DL/LB,,,,,1.5,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
daniel-josiah,Daniel Josiah,LB,1.0,1.0,1.0,1.0,2.5,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
daniel-piątkowski,Daniel Piątkowski,LB,,,,3.0,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
daniel-pozarek,Daniel Pozarek,DL/LB,,,,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
daniel-schönet,Daniel Schönet,LB,,,,,,6.0,,,12.0,,,,,,,,,,,,,,,,3.0,2.0,14.0,4.0,,22.0
darius-saint-robinson,Darius Saint-Robinson,DB/LB,,5.0,2.0,4.0,,51.0,,,12.0,38.0,,811.0,,,,,,,,6.0,,26.0,,,,,,,,
david-weinstock,David Weinstock,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
dawid-brzozowski,Dawid Brzozowski,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,15.0,,81.0,214.0,8.0,1119.0
dean-roderick-likambi-tanwani,Dean-Roderick Likambi Tanwani,RB,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,4.0,,10.0,65.0,,199.0
denis-william-butz,Denis William Butz,DL/LB,,,,,1.0,9.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
dennis-tasic,Dennis Tasic,K,,,,,,1.0,14.0,9.0,11.0,,,,,,,,,47.0,38.0,,,,2.0,72.0,,,,,,
deon-mutsvanemoto,Deon Mutsvanemoto,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
derrick-brumfield,Derrick Brumfield,LB,1.0,,,,3.0,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
devin-heckstall,Devin Heckstall,WR,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,9.0,,88.0,,,
dimitri-gfeller,Dimitri Gfeller,,1.0,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,2.0
dominik-banse,Dominik Banse,LB,,,,,,4.0,3.0,,12.0,,,,,,,,,14.0,10.0,,,,,,,,,,,
dominique-shelton,Dominique Shelton,LB,,,1.0,2.0,1.0,32.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
dušan-novaković,Dušan Novaković,LB,,,,3.0,2.5,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
e-canet,E. Canet,LB,,,,,1.0,8.0,1.0,1.0,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,
e-chagoya,E. Chagoya,CB,1.0,1.0,1.0,1.0,,55.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
e-eckerstorfer,E. Eckerstorfer,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,5.0,,62.0,,,
e-eichhorn,E. Eichhorn,CB,,,,,,4.0,,,11.0,,,,,,,,,,,,,,,,1.0,,5.0,,,
e-falola,E. Falola,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
e-figueroa,E. Figueroa,DT,,,,,0.5,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
e-forbes-trudo,E. Forbes Trudo,LB,1.0,,1.0,,1.5,55.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
e-fuchs,E. Fuchs,RB,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,4.0,,23.0,50.0,4.0,218.0
e-gallo,E. Gallo,LB,,,,,,4.0,,,12.0,1.0,,12.0,,,,,,,,,,,,,,,,,,
e-ghirotti,E. Ghirotti,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
e-gracia-zapata,E. Gracia Zapata,LB,1.0,2.0,1.0,21.0,,35.0,,,11.0,5.0,,67.0,,,,,,,,5.0,,53.0,,,,,,,,
e-haggi,E. Haggi,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
e-hovde,E. Hovde,DE,1.0,,,1.0,4.5,43.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
e-ibáñez-cordero,E. Ibáñez Cordero,TE,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,5.0,1.0,62.0,,,
e-jean-alphonse,E. Jean-Alphonse,CB,,,,2.0,,21.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
