player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
k-querido,K. Querido,LB,,,,1.0,,9.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
k-sengstacke,K. Sengstacke,WR,,,,,,3.0,,,12.0,6.0,,106.0,,,,,,,,3.0,,43.0,,,15.0,3.0,229.0,,,
k-stanisi,K. Stanisi,RB,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,14.0,1.0,80.0
k-szücs,K. Szücs,DT,,,,1.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
k-titz,K. Titz,LB,,1.0,,,,40.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
k-tracz,K. Tracz,DE,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
k-wehde,K. Wehde,CB,1.0,,,,,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
kacper-ołdak,Kacper Ołdak,LB,,,,,,16.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kai-hunter,Kai Hunter,RB,,,,,,,,,12.0,,,,9.0,6.0,,1.0,128.0,,,,,,,,3.0,,17.0,86.0,4.0,367.0
kamil-kotlarz,Kamil Kotlarz,RB,,,,,,7.0,,,8.0,,,,,,,,,,,,,,,,,,,5.0,,
kamil-ruta,Kamil Ruta,LB,1.0,,,,4.0,19.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
karim-ben-el-ghali,Karim Ben El Ghali,CB/LB,,,,,,3.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
karlis-brauns,Karlis Brauns,DE/DT/LB,1.0,,,1.0,2.0,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
keanu-ebanks,Keanu Ebanks,OL,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
kende-rathonyi,Kende Ráthonyi,RB,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,16.0,,81.0,122.0,1.0,419.0
kevin-fortes,Kevin Fortes,DB/LB,,1.0,,2.0,,60.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
kevin-hummel,Kevin Hummel,P,,,,,,,,,7.0,,,,,,,,,,,,,,21.0,685.0,,,,,,
kevin-maier,Kevin Maier,DL/LB,,,,,,13.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
kevin-mwamba,Kevin Mwamba,TE/WR,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,23.0,2.0,203.0,,,
kimi-linnainmaa,Kimi Linnainmaa,WR,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,12.0,1.0,213.0,5.0,,14.0
koku-giede,Koku Giede,,,,,,,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
konstantin-katz,Konstantin Katz,DB/LB,1.0,1.0,1.0,5.0,,27.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
krzystof-wis,Krzystof Wis,LB,,1.0,2.0,2.0,6.5,73.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kyle-kitchens,Kyle Kitchens,DL/LB,4.0,2.0,,1.0,16.5,52.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
l-adrom,L. Adrom,QB,,,,,,,,,12.0,,,,20.0,15.0,,3.0,225.0,1.0,,,,,28.0,1077.0,,,,7.0,,
l-bach,L. Bach,LB,,,1.0,1.0,0.5,51.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-barth,L. Barth,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-bassi,L. Bassi,WR,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,13.0,1.0,157.0,,,
l-boros,L. Boros,TE,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-burghes,L. Burghes,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-engel,L. Engel,LB,,,2.0,1.0,,15.0,,,12.0,1.0,,34.0,,,,,,,,,,,,,,,,,,
l-fletcher,L. Fletcher,DT,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
l-franchi,L. Franchi,TE,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,
l-fritzen,L. Fritzen,WR,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,5.0,,50.0,1.0,,7.0
l-gantar,L. Gantar,CB,,,,5.0,,32.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-gennaio-granato,L. Gennaio Granato,OG,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
l-gioco,L. Gioco,LB,,,1.0,4.0,,40.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
l-giuliani,L. Giuliani,WR,,2.0,,,,2.0,,,12.0,,,,,,,,,,,2.0,,14.0,,,25.0,,272.0,2.0,,
l-glenna,L. Glenna,LB,1.0,1.0,5.0,7.0,,76.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-halmburger,L. Halmburger,WR,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,1.0,,10.0,,,
l-harting-candido,L. Harting Candido,RB,,,,,,,,,10.0,1.0,,21.0,,,,,,,,,,,,,9.0,,70.0,119.0,4.0,643.0
l-heidrich,L. Heidrich,QB,,,,,,,,,9.0,,,,35.0,23.0,1.0,6.0,345.0,,,,,,1.0,45.0,,,,4.0,,4.0
l-heinze,L. Heinze,,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-höltker,L. Höltker,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,16.0,3.0,266.0,,,
l-jokiel,L. Jokiel,OT,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-kadlec,L. Kadlec,WR,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,22.0,1.0,291.0,,,
l-kalkhofer,L. Kalkhofer,CB,,,,,,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-kohn,L. Kohn,QB,,,,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,
l-korim,L. Korim,DE,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-krieg,L. Krieg,K,,,,,,1.0,16.0,11.0,12.0,,,,1.0,1.0,,,13.0,75.0,66.0,,,,27.0,909.0,,,,1.0,,
l-kriwak,L. Kriwak,CB,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-leatherman,L. Leatherman,LB,,,,2.0,0.5,13.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-levin,L. Levin,LB,,,,,1.0,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-lewis,L. Lewis,QB,,,,,,,,,6.0,,,,183.0,108.0,5.0,6.0,936.0,,,,,,,,,,,43.0,3.0,224.0
l-liebenow,L. Liebenow,RB,,,,,,4.0,,,11.0,,,,,,,,,,,,,,,,1.0,,11.0,63.0,4.0,459.0
l-liebig,L. Liebig,OG,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-majer,L. Majer,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-mancini,L. Mancini,RB,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,7.0,,13.0
l-marton,L. Marton,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-meissner,L. Meissner,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
l-misangumukini,L. Misangumukini,DE,,1.0,,,5.0,19.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-paglicci,L. Paglicci,CB,,,,,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
l-pitts,L. Pitts,LB,1.0,,1.0,5.0,,18.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-pulec,L. Pulec,DT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-rokošný,L. Rokošný,LB,,,,1.0,,49.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-rovesti-ferrer,L. Rovesti Ferrer,DE,,,,,2.0,14.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-rusca-guilera,L. Rusca Guilera,CB,,,,,,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-rümmeli,L. Rümmeli,WR,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
l-sagué,L. Sagué,WR,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,22.0,1.0,219.0,,,
l-salvo,L. Salvo,WR,,,,,,,,,11.0,7.0,,56.0,,,,,,,,5.0,,112.0,,,4.0,,24.0,1.0,,
l-santos-da-fonseca,L. Santos da Fonseca,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-savalle,L. Savalle,RB,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,1.0
l-schnabl,L. Schnabl,LB,,,,,,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
l-schröter,L. Schröter,LB,,,,,1.0,14.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
l-siebert,L. Siebert,LB,1.0,,,3.0,2.5,46.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-sophoclis,L. Sophoclis,WR,,,,,,1.0,,,7.0,4.0,,76.0,,,,,,,,,,,,,11.0,1.0,135.0,,,
l-steiner,L. Steiner,DE,,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
l-strathmann,L. Strathmann,DE,,,,,2.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-teuber,L. Teuber,CB,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,1.0,,5.0,,,
l-tubertini,L. Tubertini,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-tóth,L. Tóth,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,9.0,1.0,56.0,50.0,1.0,258.0
l-ward,L. Ward,TE,,,,,,,,,4.0,,,,,,,,,,,,,,,,7.0,1.0,65.0,,,
l-weber,L. Weber,DE,,1.0,,,0.5,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-winter,L. Winter,WR,,,,,,,,,6.0,1.0,,19.0,,,,,,,,,,,,,2.0,1.0,42.0,,,
l-wirz,L. Wirz,CB,,,,,,7.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-zahradka,L. Zahradka,QB,,,,,,3.0,,,5.0,,,,161.0,91.0,7.0,9.0,1142.0,,,,,,,,1.0,1.0,5.0,15.0,,60.0
lars-bardenhagen,Lars Bardenhagen,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,5.0,,,
lasse-meyer,Lasse Meyer,CB/LB,,,1.0,2.0,,38.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
laurynas-orlovicius,Laurynas Orlovicius,DL/LB,,2.0,,2.0,2.0,17.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
lautaro-frecha,Lautaro Frecha,LB/S,1.0,,,1.0,,36.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
leander-valentin-wiegand,Leander Valentin Wiegand,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
lennart-weitz,Lennart Weitz,LB,1.0,1.0,1.0,,,21.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
leo-kober,Leo Kober,QB,,,,,,,,,3.0,,,,3.0,2.0,,,10.0,,,,,,,,,,,,,
leon-balogh,Leon Balogh,DL/LB,3.0,,,1.0,5.0,19.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
leon-huber,Leon Huber,LB,,,,,,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
leon-kusterer,Leon Kusterer,WR,,1.0,,,,7.0,,,12.0,6.0,,103.0,,,,,,,,,,,,,15.0,2.0,176.0,1.0,,
leonhard-gerner,Leonhard Gerner,CB/LB,,,1.0,6.0,,28.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
leon-helm,León Helm,RB,,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,3.0,,38.0,4.0,,31.0
lorenz-regler,Lorenz Regler,WR,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,24.0,2.0,258.0,,,
lorenzo-deiana,Lorenzo Deiana,LB,,,,,1.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
louis-achaintre,Louis Achaintre,LB,,,,,1.5,55.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
louis-benedikt-geyer,Louis Benedikt Geyer,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,71.0,13.0,854.0,4.0,,46.0
lucas-maximilian-leander-richter,Lucas Maximilian Leander Richter,LB,,,,2.0,,26.0,,,11.0,,,,,,,,,,,,,,,,1.0,,4.0,,,
ludvig-myrén,Ludvig Myrén,LB,1.0,1.0,2.0,5.0,2.0,130.0,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,2.0
luis-cereceda,Luis Cereceda,K,,,,,,,3.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,
luis-fiedler,Luis Fiedler,LB,,,,2.0,1.0,79.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
luis-horvath,Luis Horvath,LB/S,,,1.0,,2.0,36.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
luis-moreno,Luis Moreno,WR,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
lukas-haslwanter,Lukas Haslwanter,RB,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,15.0,1.0,86.0,152.0,5.0,709.0
lukas-holub,Lukas Holub,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-abera-jote,M. Abera Jote,LB,,,,1.0,2.0,26.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-abimbola,M. Abimbola,TE,,,,,,,,,8.0,,,,,,,,,,,,,,,,3.0,,16.0,,,
m-achiepi,M. Achiepi,CB,,,,,,8.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-alvarez-plata,M. Alvarez Plata,LB,,1.0,,3.0,1.0,75.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-beglarian,M. Beglarian,CB,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-carmona,M. Carmona,DE,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
m-castle,M. Castle,WR,,,,,,1.0,,,12.0,1.0,,7.0,4.0,4.0,,2.0,96.0,,,,,,,,75.0,6.0,1180.0,5.0,,29.0
m-cebotaru,M. Cebotaru,WR,,,,,,2.0,,,11.0,2.0,,23.0,,,,,,,,,,,,,18.0,,174.0,,,
m-cole,M. Cole,WR,,,,,,3.0,,,6.0,9.0,,182.0,1.0,1.0,,,15.0,,,,,,,,21.0,6.0,407.0,6.0,,46.0
m-crenshaw,M. Crenshaw,DE,2.0,2.0,1.0,5.0,4.0,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-czirók,M. Czirók,WR,,,,,,,,,11.0,,,,1.0,,,,,,,,,,,,29.0,3.0,342.0,1.0,,2.0
m-daník,M. Daník,LB,,,,1.0,,34.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-de-falcis,M. De Falcis,LB,2.0,2.0,1.0,4.0,,16.0,,,5.0,,,,,,,,,,,2.0,,12.0,,,,,,,,
m-dommermuth,M. Dommermuth,DT,,1.0,,,2.0,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-drame-sillah,M. Drame Sillah,DE,,,,,1.0,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-dupont,M. Dupont,K,,,,,,1.0,10.0,9.0,12.0,,,,,,,,,56.0,42.0,,,,1.0,38.0,,,,,,
m-faby,M. Faby,CB,,,1.0,,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-felli,M. Felli,K,1.0,1.0,,,,1.0,17.0,6.0,12.0,,,,2.0,1.0,,,2.0,24.0,20.0,,,,61.0,2302.0,,,,4.0,,
m-fettig,M. Fettig,CB,1.0,2.0,5.0,4.0,,52.0,,,10.0,,,,,,,,,,,1.0,,18.0,,,,,,,,
m-forsback,M. Forsback,LB,2.0,1.0,1.0,,,41.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-gesellnsetter,M. Gesellnsetter,,,,1.0,2.0,,14.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-gyarmati,M. Gyarmati,LB,,,1.0,3.0,,18.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-hausmann,M. Hausmann,DT,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-havelka,M. Havelka,TE,,,,,,,,,7.0,,,,,,,,,,,,,,,,3.0,,47.0,,,
m-hegedűs,M. Hegedűs,QB,,,,,,,,,10.0,,,,30.0,18.0,,,105.0,,,,,,,,,,,4.0,,14.0
m-hernacki,M. Hernacki,P,,,,,,,,,12.0,,,,,,,,,,,,,,55.0,1974.0,,,,,,
m-hiendleder,M. Hiendleder,DE,,1.0,,,1.5,17.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-hradecny,M. Hradecny,DT,,1.0,,,1.0,9.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-hruboň,M. Hruboň,K,,,1.0,,,1.0,12.0,7.0,12.0,,,,,,,,,16.0,15.0,,,,81.0,2866.0,,,,,,
m-jabłoński,M. Jabłoński,CB,,1.0,2.0,6.0,,30.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-jónás,M. Jónás,CB,,,,,,18.0,,,11.0,4.0,,46.0,,,,,,4.0,4.0,,,,,,,,,,,
m-ka-thiobane,M. Ka Thiobane,DE,,1.0,,,1.0,16.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-kedik,M. Kedik,FB,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,1.0,,14.0,1.0,,1.0
m-keshinro,M. Keshinro,LB,1.0,,,,2.5,25.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-krátký,M. Krátký,WR,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-lundelius,M. Lundelius,LB,,,,,,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-malan-ange,M. Malan Ange,DT,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-manning,M. Manning,CB,,,1.0,3.0,,15.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-marcacci,M. Marcacci,CB,,,,,,13.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
m-matkovics,M. Matkovics,CB,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-mattana,M. Mattana,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-mašek,M. Mašek,LB,,,,,0.5,43.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-mckay,M. McKay,QB,,,,,,,,,6.0,,,,154.0,92.0,3.0,10.0,1393.0,,,,,,,,1.0,1.0,4.0,64.0,3.0,445.0
m-muntu,M. Muntu,LB,,1.0,2.0,2.0,,36.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-nkule,M. Nkule,RB,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,2.0,,3.0,44.0,1.0,127.0
m-nunurai,M. Nunurai,DT,,,,,2.0,29.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-németh,M. Németh,LB,,1.0,,1.0,,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-panic,M. Panic,DT,,1.0,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-parkinson,M. Parkinson,DE,,,,,2.0,16.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-pizarro-lujan,M. Pizarro Lujan,OT,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-raskopp,M. Raskopp,DT,,,,,0.5,6.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-rothenburg,M. Rothenburg,WR,,,,,,,,,7.0,,,,,,,,,,,,,,,,2.0,,8.0,,,
m-sohn,M. Sohn,CB,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-sousa,M. Sousa,DT,,,,,,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-spiller,M. Spiller,WR,,,,,,3.0,,,12.0,4.0,,61.0,,,,,,,,,,,,,63.0,5.0,1008.0,3.0,,18.0
m-suchý,M. Suchý,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-szczęk,M. Szczęk,DT,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
m-taddia,M. Taddia,DE/DT,,,,2.0,3.0,28.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-teuchert,M. Teuchert,LB,,1.0,,2.0,,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-time,M. Time,LB,2.0,2.0,,1.0,1.0,27.0,,,7.0,,,,,,,,,,,,,,,,1.0,,9.0,,,
m-vidačković,M. Vidačković,LB,,,,2.0,,12.0,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,6.0
m-vitale,M. Vitale,QB,,,,,,,,,2.0,,,,40.0,18.0,3.0,,151.0,,,,,,,,,,,14.0,,54.0
m-werthmann,M. Werthmann,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-zero,M. Zero,RB,,,,,,,,,10.0,,,,,,,,,,,,,,,,7.0,,34.0,40.0,,110.0
maceo-beard,Maceo Beard,DB/LB,,1.0,2.0,4.0,,22.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
maciej-krupa,Maciej Krupa,WR,,,,,,14.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
majan-jelvani,Majan Jelvani,LB,,,,,,13.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
maleka-japhet-mbala,Maleka Japhet Mbala,LB,,,,,0.5,19.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
malik-stanley,Malik Stanley,WR,,,,,,,,,8.0,,,,1.0,,,,,,,,,,,,36.0,10.0,727.0,2.0,,19.0
mamadou-sy,Mamadou Sy,DL/LB,,,,,2.0,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
marc-anthony-hor,Marc Anthony Hor,DL/LB,,,,1.0,0.5,34.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,2.0
marcel-behm,Marcel Behm,LB,,,,,0.5,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
marco-schneider,Marco Schneider,WR,,,,,,3.0,,,12.0,3.0,,92.0,,,,,,,,,,,,,27.0,2.0,323.0,,,
marcos-schlabitz,Marcos Schlabitz,LB/S,1.0,1.0,,3.0,1.0,60.0,,,12.0,,,,,,,,,,,,,,,,1.0,,16.0,,,
mario-flores,Mario Flores,WR,,,,1.0,,2.0,,,12.0,1.0,,54.0,,,,,,,,,,,,,22.0,2.0,234.0,,,
marius-kensy,Marius Kensy,LB,,,,1.0,2.0,94.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marius-markert,Marius Markert,LB,,,,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
marius-riepe,Marius Riepe,CB/LB,,,,4.0,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
markus-schaberl,Markus Schaberl,TE/WR,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,9.0,,,
marloshawn-franklin-jr,Marloshawn Franklin Jr.,LB,2.0,4.0,2.0,2.0,,24.0,,,7.0,12.0,,385.0,,,,,,,,3.0,,37.0,,,,,,,,
martin-pinter,Martin Pinter,LB,2.0,,,1.0,7.0,27.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marvin-rutsch,Marvin Rutsch,RB/WR,,,,,,1.0,,,12.0,1.0,,50.0,,,,,,,,10.0,,123.0,,,55.0,7.0,645.0,8.0,,62.0
marvin-wappl,Marvin Wappl,DL/LB,,,,1.0,5.5,37.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
matthias-banjaqui,Matthias Banjaqui,LB,2.0,,,,3.0,19.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
max-siemssen,Max Siemssen,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,6.0,1.0,46.0,1.0,,5.0
maxime-de-falcis,Maxime De Falcis,LB,,,1.0,16.0,,19.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
maxime-roger,Maxime Roger,DB/LB,,,2.0,1.0,,44.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maximilian-donalies,Maximilian Donalies,,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
maximilian-eisenhut,Maximilian Eisenhut,LB,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,163.0,,,,,,
maximilian-müllner,Maximilian Müllner,LB,,,,,1.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
michael-haider,Michael Haider,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
michael-kimpiabi,Michael Kimpiabi,DL/LB,,,,,1.0,28.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
michael-ofosuhene,Michael Ofosuhene,,,1.0,,4.0,,16.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
michael-schachermayr,Michael Schachermayr,WR,,,,,,,,,11.0,1.0,,21.0,,,,,,,,,,,,,13.0,1.0,143.0,,,
modeste-pooda,Modeste Pooda,RB,,,,,,2.0,,,12.0,11.0,,168.0,,,,,,,,,,,,,4.0,,21.0,47.0,1.0,132.0
moritz-maack,Moritz Maack,QB,,,,,,1.0,,,12.0,,,,84.0,44.0,4.0,2.0,538.0,,,,,,,,1.0,,8.0,16.0,,86.0
moritz-thiele,Moritz Thiele,CB/LB,,,,6.0,,33.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
moriz-elmauthaler,Moriz Elmauthaler,,,,,,,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
murilo-machado-silva,Murilo Machado Silva,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
n-adom,N. Adom,RB,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,57.0,1.0,168.0
n-bernsteiner,N. Bernsteiner,RB,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,6.0,,26.0
n-binnemann,N. Binnemann,DT,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
n-gygax,N. Gygax,RB,,,,,,,,,6.0,,,,,,,,,,,,,,,,12.0,,101.0,43.0,,117.0
n-jallow,N. Jallow,TE,,,,,1.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
n-jonkmans,N. Jonkmans,K,,,,,,2.0,15.0,4.0,8.0,,,,,,,,,17.0,10.0,,,,37.0,1540.0,,,,1.0,,
n-khandar,N. Khandar,RB,,,,,,,,,11.0,,,,,,,,,,,,,,,,4.0,,17.0,126.0,4.0,686.0
n-klingshirn,N. Klingshirn,LB,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
n-klopsch,N. Klopsch,LB,,,,,,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
n-kranz,N. Kranz,TE,,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,20.0,,,
n-krüger,N. Krüger,DE,1.0,,,,4.0,29.0,,,12.0,1.0,,20.0,,,,,,,,,,,,,,,,,,
n-köhler,N. Köhler,RB,,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,10.0,15.0,,54.0
n-leiderer,N. Leiderer,CB,,,1.0,,,15.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
