player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
p-meischter,P. Meischter,DT,,,,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
p-okonkwo,P. Okonkwo,TE,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,10.0,,147.0,,,
p-papp,P. Papp,DT,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
p-roth,P. Roth,DT,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
p-sendelbach,P. Sendelbach,CB,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
p-stubbe,P. Stubbe,QB,,,,,,,,,11.0,,,,56.0,31.0,1.0,2.0,330.0,,,,,,6.0,230.0,,,,13.0,,5.0
p-szőke,P. Szőke,K,,,,,,1.0,2.0,1.0,9.0,,,,,,,,,13.0,5.0,,,,2.0,89.0,,,,,,
p-trembulyák,P. Trembulyák,DT,1.0,,,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
p-řepík,P. Řepík,LB,,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
p-ševeček,P. Ševeček,TE,,,,,,,,,9.0,,,,,,,,,,,,,,,,2.0,,15.0,,,
patrick-pilger,Patrick Pilger,LB,,,,,,17.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
patrick-poetsch,Patrick Poetsch,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,5.0,3.0,33.0,1.0,,
paul-meißner,Paul  Meißner,LB,,,,,,9.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
paul-charilaois-kevin-kavadia-lenhardt,Paul Charilaois Kevin Kavadia-Lenhardt,WR,,,,,,1.0,,,10.0,17.0,,429.0,,,,,,,,2.0,,5.0,,,33.0,2.0,332.0,2.0,,1.0
paul-seifert,Paul Seifert,LB,2.0,1.0,2.0,13.0,2.5,90.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
paul-steigerwald,Paul Steigerwald,WR,,,,,,,,,10.0,,,,,,,,,,,,,,1.0,46.0,9.0,3.0,105.0,,,
paul-veritas,Paul Véritas,LB,,,,1.0,,18.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
phileas-pasqualini,Phileas Pasqualini,RB,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,17.0,70.0,4.0,290.0
philipp-haun,Philipp Haun,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,48.0,9.0,766.0,2.0,,4.0
philipp-timmermann,Philipp Timmermann,LB,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,11.0,,18.0
phillip-loeffelberger,Phillip Loeffelberger,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
phillip-ruffin,Phillip Ruffin,LB,,,,3.0,,10.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
r-ali-tagba,R. Ali-Tagba,CB,,,,,,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
r-baunacke,R. Baunacke,DE,1.0,,,1.0,1.5,71.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
r-cernuda-pastor,R. Cernuda Pastor,TE,,,,,,,,,10.0,,,,,,,,,,,,,,,,25.0,3.0,249.0,,,
r-foumena-evina,R. Foumena Evina,LB,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
r-geyer,R. Geyer,CB,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
r-harvey,R. Harvey,TE,,,,,,7.0,,,11.0,,,,25.0,8.0,1.0,,52.0,,,,,,,,15.0,,122.0,7.0,,
r-hennessey,R. Hennessey,QB,,,,,,,,,7.0,,,,204.0,130.0,3.0,14.0,1679.0,,,,,,,,,,,51.0,6.0,211.0
r-junior,R. Junior,CB/LB,,,1.0,,,28.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
r-kalous,R. Kalous,WR,,,,,,1.0,,,11.0,3.0,,55.0,,,,,,,,,,,,,36.0,1.0,377.0,,,
r-lachmann,R. Lachmann,LB,,,,,3.0,21.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
r-lewis,R. Lewis,CB,2.0,1.0,1.0,1.0,,19.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
r-lonzar,R. Lonzar,CB,,,1.0,,1.0,35.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
r-mohamed,R. Mohamed,DE,,,,,1.0,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
r-pietsch,R. Pietsch,LB,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
r-sanz-calzas,R. Sanz Calzas,DE,,1.0,,,,7.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
r-sap,R. Sap,LB,,1.0,,,,14.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
r-trachsel,R. Trachsel,QB,,,,,,1.0,,,11.0,,,,5.0,2.0,1.0,,6.0,,,,,,,,,,,,,
r-valík,R. Valík,TE,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,6.0,,,
r-weber,R. Weber,TE,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,10.0,,102.0,1.0,,
r-werner,R. Werner,K,,,,,,1.0,18.0,12.0,12.0,,,,,,,,,55.0,41.0,,,,29.0,1070.0,,,,,,
r-wittmann,R. Wittmann,OT,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
r-zanella,R. Zanella,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
r-zistler,R. Zistler,DT,,1.0,,,1.5,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
ramin-lars-akhlaghi-ghazani,Ramin Lars Akhlaghi Ghazani,,,,,,,,,,4.0,,,,,,,,,,,,,,,,10.0,,84.0,,,
ramy-mohamed,Ramy Mohamed,DL,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
randy-abandzounou,Randy Abandzounou,DL/LB,1.0,,,,3.0,8.0,,,11.0,1.0,,35.0,,,,,,,,,,,,,,,,,,
rayan-khefif,Rayan Khefif,LB,,,,1.0,,21.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
reece-horn,Reece Horn,WR,,,,,,1.0,,,12.0,,,,,,,,,,,7.0,,85.0,,,61.0,8.0,875.0,,,
remy-feltes,Remy Feltes,DL/LB,1.0,1.0,,1.0,1.5,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
rené-hanßen,René Hanßen,LB,,,,1.0,,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
robert-rosołek,Robert Rosołek,LB,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
robin-wilzeck,Robin Wilzeck,WR,,,,,,2.0,,,11.0,,,,,,,,,,,,,,17.0,630.0,60.0,7.0,947.0,1.0,,
roedion-henrique,Roedion Henrique,LB/S,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
rohat-dagdelen,Rohat Dagdelen,QB,,,,,,,,,12.0,,,,24.0,17.0,,,222.0,,,,,,,,,,,20.0,1.0,
ruben-seeber,Ruben Seeber,LB,1.0,1.0,,1.0,,46.0,,,12.0,,,,,,,,,,,,,,21.0,784.0,1.0,,11.0,,,
rudolf-frey,Rudolf Frey,WR,,,,,,,,,7.0,,,,,,,,,,,,,,,,3.0,1.0,39.0,,,
ryan-rimmler,Ryan Rimmler,K,,,,,,2.0,24.0,20.0,12.0,,,,,,,,,43.0,32.0,,,,,,,,,1.0,,
rémi-bertellin,Rémi Bertellin,WR,,,,,,3.0,,,12.0,,,,,,,,,,,14.0,,119.0,12.0,448.0,40.0,5.0,608.0,1.0,,
s-ali,S. Ali,CB,,,,2.0,,41.0,,,10.0,,,,,,,,,,,,,,,,1.0,,24.0,,,
s-appelt,S. Appelt,LB,,,,,1.5,28.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
s-aronokhale,S. Aronokhale,DT,,1.0,,,1.5,26.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-bartoccioni,S. Bartoccioni,RB,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,8.0
s-beck,S. Beck,C,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-brand,S. Brand,LB,,,1.0,,,12.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
s-brown,S. Brown,LB,2.0,1.0,1.0,8.0,5.5,75.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
s-butsch,S. Butsch,DE,,,,,1.0,21.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-cavallini,S. Cavallini,DE,,1.0,,,,18.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
s-cluley,S. Cluley,QB,,,,,,1.0,,,3.0,,,,114.0,64.0,1.0,8.0,812.0,,,,,,1.0,36.0,,,,23.0,,51.0
s-dardour,S. Dardour,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
s-delaval,S. Delaval,WR,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,9.0,,,
s-dragan,S. Dragan,WR,,,,,,6.0,,,8.0,,,,,,,,,,,6.0,,82.0,,,8.0,1.0,116.0,,,
s-fortes,S. Fortes,WR,,,,,,1.0,,,11.0,32.0,,885.0,,,,,,,,2.0,,42.0,,,5.0,,73.0,,,
s-friedli,S. Friedli,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,5.0,,13.0,,,
s-gabriel,S. Gabriel,LB,2.0,,,1.0,3.5,25.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-gavanda,S. Gavanda,DE,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
s-higgs,S. Higgs,P,,,,,,1.0,,,11.0,,,,,,,,,,,,,,58.0,2311.0,,,,1.0,,3.0
s-idziak,S. Idziak,DE,,,,,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-jarman,S. Jarman,QB,,,,,,,,,7.0,,,,263.0,169.0,8.0,21.0,2017.0,,,,,,2.0,47.0,,,,25.0,1.0,54.0
s-jarmołkowicz,S. Jarmołkowicz,LB,,,,,,10.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-jelvani,S. Jelvani,LB,2.0,,,1.0,10.5,63.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-kargel,S. Kargel,DT,,,,,1.0,18.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
s-kendus,S. Kendus,RB,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,12.0,1.0,144.0,80.0,2.0,439.0
s-khezami,S. Khezami,LB,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
s-kurrer,S. Kurrer,TE,,,,,,9.0,,,10.0,,,,,,,,,,,,,,,,6.0,1.0,115.0,,,
s-mcshane,S. Mcshane,RB,,,,,,3.0,,,5.0,3.0,,63.0,,,,,,,,,,,,,20.0,2.0,256.0,83.0,2.0,329.0
s-mumphrey,S. Mumphrey,QB,,,,,,1.0,,,4.0,,,,120.0,50.0,5.0,5.0,593.0,,,,,,,,,,,27.0,1.0,145.0
s-nguessan,S. N'Guessan,CB,,,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
s-nacita,S. Nacita,RB,,,,,,2.0,,,12.0,3.0,,59.0,27.0,11.0,3.0,,45.0,,,1.0,,22.0,,,52.0,3.0,603.0,131.0,3.0,490.0
s-okonta-wariso,S. Okonta-Wariso,LB,,,,,1.0,22.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
s-oram-jones,S. Oram-Jones,RB,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,2.0,,4.0,34.0,2.0,151.0
s-owusu-ankomah,S. Owusu-Ankomah,DT,,,,,,4.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-perego,S. Perego,DE,1.0,,,,1.5,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
s-platzgummer,S. Platzgummer,RB,,,,,,,,,4.0,3.0,,80.0,,,,,,,,2.0,,17.0,,,6.0,,36.0,13.0,,60.0
s-schrenk,S. Schrenk,CB,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
s-sperner,S. Sperner,LB,,,,1.0,,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
s-summerer,S. Summerer,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
s-szöllösi,S. Szöllösi,LB,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
s-van-santen,S. Van Santen,K,,,,,,2.0,7.0,3.0,12.0,,,,,,,,,74.0,57.0,,,,23.0,889.0,,,,,,
s-yepmo,S. Yepmo,RB,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,4.0,27.0,1.0,137.0
salieu-ceesay,Salieu Ceesay,QB,1.0,,1.0,,,12.0,,,12.0,,,,5.0,2.0,,1.0,31.0,,,,,,,,,,,8.0,1.0,55.0
samuel-shannon,Samuel Shannon,RB,,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,6.0,,26.0,59.0,2.0,336.0
sebastian-bowen,Sebastian Bowen,DL/LB,,,,,2.0,17.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sebastian-castañer,Sebastian Castañer,LB,,,,3.0,,22.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
sebastian-ernst,Sebastian Ernst,LB,,,1.0,,,21.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
sebastian-gauthier,Sebastian Gauthier,LB,,1.0,1.0,1.0,0.5,45.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
sebastian-huber,Sebastian Huber,LB,,,,1.0,,8.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
sebastian-wimmer,Sebastian Wimmer,CB/LB,,,1.0,3.0,,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
sebastian-silva-gomez,Sebastían Silva Gomez,LB,,1.0,,4.0,3.5,68.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
sercan-vardar,Sercan Vardar,DL/LB,,,,,2.5,8.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
simon-homadi,Simon Homadi,RB,,,,,,,,,11.0,,,,,,,,,,,,,,,,5.0,,33.0,115.0,,377.0
stanley-zeregbe,Stanley Zeregbe,DL/LB,1.0,,,,6.0,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
sven-breidenbach,Sven Breidenbach,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sven-rieger,Sven Rieger,DL/LB,,1.0,,,1.0,23.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
szymon-adamczyk,Szymon Adamczyk,DL/LB,,,,,,24.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
szymon-romanowski,Szymon Romanowski,CB/LB,1.0,2.0,,3.0,,57.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
t-calbucci,T. Calbucci,LB,,1.0,,,1.0,21.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
t-calegari,T. Calegari,CB,,,,,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
t-fields,T. Fields,QB,,,,,,,,,4.0,,,,109.0,60.0,3.0,,477.0,,,,,,,,1.0,,10.0,47.0,2.0,203.0
t-frach,T. Frach,LB,,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
t-gajewski,T. Gajewski,TE,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,42.0
t-gaye,T. Gaye,DT,,2.0,,,,11.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
t-hager,T. Hager,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,5.0,,32.0,,,
t-kleinmann,T. Kleinmann,LB,,1.0,1.0,3.0,,22.0,,,10.0,,,,,,,,,,,,,,,,,,,1.0,,
t-landström,T. Landström,WR,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,56.0,8.0,805.0,,,
t-martin-jr,T. Martin Jr.,WR,,,,,,1.0,,,4.0,1.0,,34.0,1.0,1.0,,1.0,30.0,,,4.0,,24.0,,,30.0,1.0,412.0,3.0,,22.0
t-morrison,T. Morrison,CB,1.0,,2.0,3.0,,27.0,,,6.0,,,,,,,,,,,10.0,,171.0,,,,,,,,
t-newell-ii,T. Newell II,CB,,,1.0,4.0,,27.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
t-noble,T. Noble,QB,,,,,,1.0,,,7.0,,,,192.0,100.0,11.0,5.0,1035.0,,,,,,,,2.0,,12.0,54.0,3.0,202.0
t-nuikka,T. Nuikka,LB,,1.0,1.0,,3.5,91.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
t-oyewo,T. Oyewo,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,33.0,1.0,337.0,170.0,14.0,1102.0
t-pazourek,T. Pazourek,DE,1.0,2.0,,,3.5,18.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
t-sauerland,T. Sauerland,TE,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,3.0,2.0,21.0,,,
t-schürmann,T. Schürmann,LB,2.0,1.0,,1.0,,27.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
t-seck,T. Seck,WR,,,,,,,,,8.0,5.0,,143.0,,,,,,,,,,,,,35.0,1.0,347.0,3.0,,15.0
t-sidney,T. Sidney,WR,,,,,,1.0,,,4.0,4.0,,124.0,,,,,,,,,,,,,11.0,1.0,81.0,3.0,,
t-siebert,T. Siebert,LB,,,1.0,1.0,,10.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
t-stirnimann,T. Stirnimann,TE,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,3.0,,17.0,,,
t-tate,T. Tate,WR,,,,,,1.0,,,10.0,2.0,,34.0,1.0,,1.0,,,,,6.0,,100.0,,,39.0,16.0,895.0,24.0,2.0,136.0
t-vaimaona,T. Vaimaona,DE,,,,,2.0,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
t-vogl,T. Vogl,DE,,,,,3.5,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
t-von-bodungen,T. Von Bodungen,DE,1.0,1.0,,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
terryon-lionel-robinson,Terryon Lionel Robinson,WR,,,,,,1.0,,,10.0,3.0,,77.0,1.0,,,,,,,9.0,,75.0,,,58.0,8.0,565.0,2.0,,
thang-le-minh,Thang Le Minh,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
thiago-lessow,Thiago Lessow,LB,,,,1.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
thomas-fileccia,Thomas Fileccia,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
thomas-fischbach,Thomas Fischbach,RB,,,,,,,,,10.0,,,,,,,,,,,,,,,,16.0,,99.0,98.0,6.0,360.0
thomas-kugler,Thomas Kugler,LB/S,,,,1.0,,17.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
thomas-schnurrer,Thomas Schnurrer,LB,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
till-janssen,Till Janssen,DB/LB,,1.0,2.0,6.0,,32.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tim-albrecht,Tim Albrecht,WR,,,,,,1.0,,,11.0,,,,,,,,,,,,,,38.0,1579.0,9.0,1.0,106.0,,,
tim-göckus,Tim Göckus,,,,,1.0,,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
tim-hänni,Tim Hänni,LB,1.0,1.0,,1.0,2.5,47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
tim-schulz,Tim Schulz,RB,,,,,,1.0,,,11.0,,,8.0,,,,,,,,,,,,,15.0,1.0,77.0,85.0,1.0,233.0
tim-unger,Tim Unger,LB,1.0,1.0,,1.0,1.5,28.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
timon-stüwe,Timon Stüwe,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,7.0,,105.0,,,
tobias-bonatti,Tobias Bonatti,RB,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,27.0,,228.0,153.0,8.0,776.0
toby-lettman,Toby Lettman,,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
toni-rabensteiner,Toni Rabensteiner,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,5.0,,46.0,,,
tony-anderson,Tony Anderson,LB/S,,,1.0,7.0,,42.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
tufan-tolga-yagmur,Tufan Tolga Yagmur,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
tyrone-jordan-alexander,Tyrone Jordan Alexander,RB,,,,,,1.0,,,5.0,1.0,,20.0,,,,,,,,,,,,,1.0,,13.0,18.0,,83.0
v-bujalla,V. Bujalla,CB,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
v-gnahoua,V. Gnahoua,DE,1.0,,,,2.0,8.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
v-hrynkiv,V. Hrynkiv,QB,,,,,,,,,4.0,,,,4.0,2.0,1.0,,,,,,,,,,,,,1.0,,2.0
v-kolář,V. Kolář,RB,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,2.0,,6.0,45.0,,122.0
v-laux,V. Laux,LB,,,,,,11.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
v-lemoine,V. Lemoine,LB,,,,,,9.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
v-lempinen,V. Lempinen,LB,,,,2.0,,56.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
v-leutgeb,V. Leutgeb,DE,,,,,,9.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
v-mcdonald,V. McDonald,WR,,,,,,1.0,,,5.0,,,,1.0,1.0,,,4.0,,,,,,,,22.0,1.0,310.0,5.0,,35.0
v-moreno,V. Moreno,K,,,,1.0,,4.0,3.0,2.0,7.0,,,,,,,,,1.0,,,,,,,,,,,,
v-nosza,V. Nosza,LB,,,,1.0,,23.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
v-omorodion,V. Omorodion,LB,1.0,,1.0,6.0,,45.0,,,10.0,,,,,,,,,,,1.0,,9.0,,,,,,,,
v-wharton-iii,V. Wharton III,WR,,,,,,1.0,,,4.0,22.0,,417.0,,,,,,,,5.0,,26.0,,,21.0,2.0,296.0,,,
valentin-rödiger,Valentin Rödiger,P,,,,,,,,,4.0,,,,,,,,,,,,,,,,11.0,,121.0,,,
ville-valasti,Ville Valasti,DL/LB,2.0,1.0,,,3.0,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
vincent-buffet,Vincent Buffet,DL/LB,,1.0,,,1.0,19.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
vincent-müller,Vincent Müller,LB,,,,2.0,,29.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
vito-millauer,Vito Millauer,DL/LB,,,,,1.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
victor-albarracin,Víctor Albarracín,LB,1.0,,,3.0,2.0,59.0,2.0,1.0,12.0,,,,,,,,,3.0,1.0,,,,,,,,,,,
w-carr,W. Carr,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,31.0,5.0,636.0,1.0,,3.0
w-dendele,W. Dendele,DT,,,,,0.5,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
w-harvey,W. Harvey,FB,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
w-jublawi-mereles,W. Jublawi Mereles,RB,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,4.0,,19.0
w-patterson,W. Patterson,WR,,,,,,1.0,,,6.0,7.0,1.0,235.0,,,,,,,,14.0,1.0,265.0,,,30.0,6.0,506.0,3.0,1.0,60.0
w-said,W. Said,CB,,,1.0,10.0,,33.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
wael-nasri,Wael Nasri,LB,,,1.0,1.0,3.0,87.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
wiktor-zięba,Wiktor Zięba,WR,1.0,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,11.0,,77.0,,,
william-james,William James,CB/LB,1.0,1.0,2.0,3.0,,60.0,,,9.0,4.0,,81.0,,,,,,,,5.0,,16.0,,,,,,,,
x-baudraz,X. Baudraz,WR,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,1.0,,7.0,,,
x-molla,X. Molla,DT,,,,,1.0,6.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
y-bique,Y. Bique,DT,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
y-bismark,Y. Bismark,CB,,,,2.0,,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
y-friedberg,Y. Friedberg,DE,,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
y-raji,Y. Raji,OT,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,4.0,1.0,1.0,3.0
yannick-mayr,Yannick Mayr,WR,,,,,,1.0,,,11.0,25.0,,547.0,1.0,,,,,1.0,,,,,,,50.0,5.0,770.0,5.0,,48.0
yannis-binner,Yannis Binner,TE,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,4.0,,37.0,,,
z-fábián,Z. Fábián,K,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
z-ugapo,Z. Ugapo,DE,1.0,1.0,,,1.5,17.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
zachary-edwards,Zachary Edwards,QB,,,,,,1.0,,,12.0,,,,435.0,258.0,12.0,30.0,3096.0,,,,,,2.0,63.0,,,,124.0,7.0,569.0
zachary-eugene-blair,Zachary Eugene Blair,LB,2.0,1.0,,2.0,4.0,73.0,,,10.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,
zinedin-bendjabou,Zinedin Bendjabou,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,4.0,,26.0,2.0,,42.0
á-illés,Á. Illés,DE,,1.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
łukasz-gembara,Łukasz Gembara,LB,,1.0,,1.0,1.0,23.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
