player_id,player_name,positions,def_ff,def_fr,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
paul-fischer,Paul Fischer,LB,,,,,18.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
paul-seifert,Paul Seifert,LB,1.0,,4.0,1.0,56.0,,,10.0,,,,,,,,,,,1.0,,20.0,,,,,,,,
paul-steffen,Paul Steffen,LB/DB,,1.0,,1.0,16.0,,,9.0,,,,,,,,,,,,,,1.0,36.0,,,,,,
paul-steigerwald,Paul Steigerwald,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,30.0,3.0,413.0,,,
pawe-barul,Paweł Barul,,,,,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
per-kristian-molberg,Per Kristian Molberg,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
peter-devoe,Peter Devoe,LB,,,1.0,,6.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
peter-weiblen,Peter Weiblen,WR,,,,,1.0,,,9.0,,,,1.0,,,,,,,,,,,,6.0,,45.0,,,
phileas-pasqualini,Phileas Pasqualini,RB,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,11.0,1.0,145.0,143.0,6.0,734.0
philipp-mingerzahn,Philipp Mingerzahn,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
philipp-ungericht,Philipp Ungericht,LB,,,,,27.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
phillip-friis-andersen,Phillip Friis Andersen,K,,,,,2.0,32.0,26.0,12.0,,,,,,,,,37.0,34.0,,,,42.0,1853.0,,,,,,
pierce-boothby,Pierce Boothby,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
pierre-courageux,Pierre Courageux,LB,,,3.0,,12.0,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,5.0
piotr-ostrowski,Piotr Ostrowski,DL,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
pollys-junio-sacramento,Pollys Junio Sacramento,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
przemysaw-banat,Przemysław Banat,WR,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,61.0,9.0,901.0,,,
przemysaw-lewszyk,Przemysław Lewszyk,LB,,1.0,1.0,,8.0,,,8.0,,,,,,,,,,,1.0,,17.0,,,,,,,,
quinten-jermol-pounds,Quinten Jermol Pounds,WR,,,1.0,,12.0,,,8.0,25.0,1.0,709.0,,,,,,,,3.0,,25.0,,,44.0,8.0,669.0,1.0,,18.0
rafa-rogaczewski,Rafał Rogaczewski,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,1.0,,
ramin-lars-akhlaghi-ghazani,Ramin Lars Akhlaghi Ghazani,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,7.0,,,
ramy-mohamed,Ramy Mohamed,DL,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
raymond-sobowale,Raymond Sobowale,RB,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,1.0,25.0,24.0,2.0,108.0
raul-hernandez,Raúl Hernández,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
rene-berres,René Berres,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
rene-hanen,René Hanßen,LB/DB,,,,,7.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,
richard-grooten,Richard Grooten,LB/S,,,1.0,,16.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
robert-kahlke,Robert Kahlke,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
robert-rosoek,Robert Rosołek,DL/LB,,,1.0,2.0,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
robin-fensch,Robin  Fensch,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
robin-maier,Robin Maier,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
roedion-henrique,Roedion Henrique,LB/S,,,3.0,,18.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
roman-sellung,Roman Sellung,LB,,,1.0,,22.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
ron-mac-spiegel,Ron Mac Spiegel,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
ronley-lakalaka,Ronley Lakalaka,LB,,,,,16.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
roque-alarcon,Roque Alarcon,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,22.0,,,
ruben-pein,Ruben Pein,RB,,,,,,,,10.0,2.0,,4.0,,,,,,,,,,,,,1.0,,12.0,19.0,1.0,30.0
rudolf-warkentin,Rudolf Warkentin,LB,,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
remi-bertellin,Rémi Bertellin,WR,,,,,,,,9.0,3.0,,41.0,2.0,1.0,,1.0,2.0,,,1.0,,7.0,1.0,21.0,47.0,7.0,750.0,2.0,,
s-mike,S. Mike,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
salieu-ceesay,Salieu Ceesay,QB,,,,,,,,8.0,,,,28.0,14.0,,1.0,134.0,,,,,,,,,,,20.0,1.0,91.0
samuel-anca,Samuel Anca,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,5.0,1.0,50.0,,,
samuel-shannon,Samuel Shannon,RB,,,,,,,,6.0,2.0,,34.0,,,,,,,,,,,,,,,,56.0,3.0,225.0
samuel-ziebarth,Samuel Ziebarth,LB,,,,3.5,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
sango-erume-vogel,Sango-Erume Vogel,LB,1.0,1.0,,,14.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
seantavius-jones,Seantavius Jones,WR,,,,,1.0,,,10.0,11.0,,274.0,4.0,2.0,,,19.0,,,5.0,,11.0,,,40.0,12.0,674.0,5.0,,34.0
sebastian-bowen,Sebastian Bowen,DL/LB,,,,2.5,24.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
sebastian-gauthier,Sebastian Gauthier,LB,1.0,1.0,3.0,6.0,85.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sebastian-castaner,Sebastián Castañer,LB,,,,,24.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
sebastian-silva-gomez,Sebastían Silva Gomez,LB,2.0,2.0,1.0,4.5,59.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
sedwon-kaya,Sedwon Kaya,LB,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
sercan-vardar,Sercan Vardar,DL/LB,,,,2.0,21.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
serdar-kiraz,Serdar Kiraz,,,1.0,,,1.0,,,8.0,,,,,,,,,,,,,,,,2.0,,29.0,3.0,,4.0
sergio-barbero,Sergio Barbero,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
shalom-baafi,Shalom Baafi,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
shida-wang,Shida Wang,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
simon-braun,Simon Braun,LB,1.0,,1.0,,9.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
simon-homadi,Simon Homadi,RB,,,,,,,,8.0,,,,,,,,,,,1.0,,3.0,,,,,,17.0,,48.0
simon-mayerhoff,Simon Mayerhoff,,,,,,,,,9.0,,,,,,,,,,,,,,,,1.0,,15.0,1.0,,
simon-otto,Simon Otto,LB,,,,,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
stefan-drecun,Stefan Drecun,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
stefan-muller,Stefan Müller,K,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,,7.0,240.0,,,,,,
steffen-olschok,Steffen Olschok,LB,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
steven-kuhne,Steven Kühne,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
sven-fischer,Sven Fischer,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
sven-hinrichs,Sven Hinrichs,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
sydney-kenea-amadu,Sydney Kenea Amadu,,,,,,2.0,,,2.0,2.0,,49.0,,,,,,,,,,,,,4.0,1.0,118.0,,,
szymon-adamczyk,Szymon Adamczyk,DL/LB,,,,,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
szymon-grzebieniak,Szymon Grzebieniak,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
szymon-jarmolkowicz,Szymon Jarmolkowicz,LB,,,,,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
szymon-romanowski,Szymon Romanowski,CB/LB,,,1.0,,11.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tadgh-leader,Tadgh Leader,K,,,,,1.0,10.0,5.0,5.0,,,,,,,,,13.0,9.0,,,,14.0,545.0,,,,,,
tarik-mejjak,Tarik Mejjak,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
thaddeus-schirmer,Thaddeus Schirmer,,1.0,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
theo-groendeals,Theo Groendeals,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,1.0,,2.0,,,
thiago-lessow,Thiago Lessow,LB,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
thomas-albrecht,Thomas Albrecht,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,21.0,,,
thomas-costa-anessiadis,Thomas Costa Anessiadis,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
thomas-edel,Thomas Edel,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,
thomas-ghebrezghiher,Thomas Ghebrezghiher,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
thore-meier,Thore Meier,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
til-becker,Til Becker,LB,,,1.0,,24.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
till-janssen,Till Janssen,LB/DB,,,5.0,,32.0,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
tilman-brutsch,Tilman Brütsch,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
timo-bronn,Timo Bronn,LB,,,,,6.0,3.0,2.0,6.0,,,,,,,,,7.0,4.0,,,,24.0,785.0,,,,,,
timo-jungst,Timo Jüngst,LB,,,,,9.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
timo-winter,Timo Winter,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
timothy-knuettel,Timothy Knuettel,WR,,1.0,2.0,,3.0,,,10.0,,,,,,,,,,,,,,,,51.0,12.0,701.0,,,
timon-debiez,Timón Debiez,LB,,,4.0,,31.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
tino-ndongo,Tino Ndongo,WR,,,,,5.0,,,10.0,14.0,,317.0,,,,,,,,3.0,,7.0,,,11.0,1.0,193.0,2.0,,
tobias-burkhardt,Tobias Burkhardt,LB,,,,,13.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,
tobias-kolb,Tobias Kolb,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
tobias-nill,Tobias Nill,WR,,,,,,,,8.0,4.0,,99.0,,,,,,,,,,,,,12.0,1.0,125.0,,,
tobias-schlicht,Tobias Schlicht,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tobiasz-witalis,Tobiasz Witalis,LB,,,1.0,,10.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tom-stickel,Tom Stickel,LB,,,,,14.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
tom-van-duijn,Tom Van Duijn,QB,,,,,,,,4.0,,,,56.0,34.0,,2.0,460.0,,,,,,,,,,,2.0,,19.0
tomasz-kiszka,Tomasz Kiszka,,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
tony-kulok,Tony Kulok,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,2.0,,3.0
tristan-csiza,Tristan Csiza,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tufan-tolga-yagmur,Tufan Tolga Yagmur,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
v-wilson-o,V. Wilson-O.,LB,,,2.0,,17.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
valentin-rodiger-2,Valentin Rödiger,P,,,,,,,,11.0,,,,,,,,,,,,,,33.0,1097.0,4.0,,54.0,,,
vicente-latorre,Vicente Latorre,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
victor-ferrier,Victor Ferrier,LB,,,1.0,,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
viktor-wiederspahn,Viktor Wiederspahn,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
ville-valasti,Ville Valasti,DL/LB,1.0,1.0,,4.5,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
vincent-buffet,Vincent Buffet,DL/LB,,2.0,1.0,6.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
victor-albarracin,Víctor Albarracín,LB,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
wael-nasri,Wael Nasri,LB,,,2.0,4.0,141.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
waheed-bhikh,Waheed Bhikh,LB,,,6.0,,13.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
wayne-drew,Wayne Drew,LB,,,,0.5,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
wesley-martheli,Wesley Martheli,LB,,,2.0,,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
wiktor-zieba,Wiktor Zięba,WR,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,14.0,4.0,170.0,,,
william-james,William James,CB/LB,,,2.0,,35.0,,,4.0,2.0,,29.0,,,,,,,,,,,,,,,,,,
william-lloyd,William Lloyd,LB,,,,1.0,105.0,,,11.0,6.0,,171.0,,,,,,,,1.0,,,,,,,,2.0,,
xavier-johnson,Xavier Johnson,WR/RB,,,,,,,,10.0,2.0,,76.0,2.0,1.0,,,12.0,,,,,,,,18.0,,162.0,171.0,7.0,979.0
yago-rivero,Yago Rivero,LB,,,,2.5,21.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
yannic-kiehl,Yannic Kiehl,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
yannic-landfried,Yannic Landfried,RB,,,,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,34.0,1.0,161.0
yannis-binner,Yannis Binner,TE,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,2.0,,7.0,,,
yoshihito-omi,Yoshihito Omi,WR,,,,,2.0,,,5.0,2.0,,30.0,,,,,,,,,,,,,18.0,2.0,174.0,,,
zachary-edwards,Zachary Edwards,QB,,,,,,,,10.0,,,,357.0,192.0,11.0,21.0,2514.0,,,,,,,,,,,78.0,3.0,248.0
zachary-eugene-blair,Zachary Eugene Blair,LB,1.0,,4.0,2.5,66.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
alvaro-lopez-lopez,Álvaro López López,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ukasz-gembara,Łukasz Gembara,DL/LB,,,,,19.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
