player_id,player_name,positions,events_played,pdga_points,pdga_rating
p-vera,P. Vera,MPO,13.0,616.0,931.0
p-viljanen,P. Viljanen,MPO,8.0,482.0,961.0
p-virtanen,P. Virtanen,MPO,15.0,928.0,964.0
p-voitkevics,P. Voitkevics,MPO,12.0,752.0,909.0
p-vo,P. Voß,MPO,8.0,1050.0,941.0
p-vuoristo,P. Vuoristo,MPO,11.0,1305.0,953.0
p-weishan,P. Weishan,MPO,44.0,4000.0,984.0
p-welck,P. Welck,MPO,17.0,2255.0,924.0
p-welin,P. Welin,MPO,17.0,3955.0,969.0
p-westberg,P. Westberg,MPO,5.0,535.0,931.0
p-wilson,P. Wilson,MPO,9.0,514.0,940.0
p-wnuk,P. Wnuk,MPO,18.0,2505.0,989.0
p-wright,P. Wright,MPO,5.0,557.0,961.0
p-astrom,P. Åström,MPO,5.0,642.0,970.0
p-simicek,P. Šimícek,MPO,1.0,580.0,933.0
q-becker,Q. Becker,MPO,1.0,3150.0,979.0
q-berkovatz,Q. Berkovatz,MPO,4.0,577.0,952.0
q-borengasser,Q. Borengasser,MPO,11.0,722.0,963.0
q-henry,Q. Henry,MPO,8.0,487.0,896.0
q-napier,Q. Napier,MPO,21.0,2810.0,952.0
q-richmond,Q. Richmond,MPO,11.0,1158.0,898.0
q-rodius,Q. Rodius,MPO,4.0,1357.0,935.0
q-scott,Q. Scott,MPO,6.0,482.0,934.0
q-starcruiser,Q. Starcruiser,MPO,4.0,692.0,984.0
q-tank,Q. Tank,MPO,6.0,506.0,937.0
q-thorsen,Q. Thorsen,MPO,4.0,495.0,946.0
r-alaniz,R. Alaniz,MPO,3.0,652.0,968.0
r-albarez,R. Albarez,MPO,2.0,652.0,923.0
r-allanson,R. Allanson,MPO,9.0,1260.0,959.0
r-ambriz,R. Ambriz,MPO,5.0,3465.0,954.0
r-anderson,R. Anderson,MPO,34.0,3915.0,3717.0
r-annola,R. Annola,MPO,6.0,1507.0,953.0
r-armijo,R. Armijo,MPO,13.0,5645.0,966.0
r-bacon,R. Bacon,MPO,4.0,874.0,911.0
r-bahen,R. Bahen,MPO,5.0,777.0,959.0
r-bainbridge,R. Bainbridge,MPO,4.0,792.0,979.0
r-banden,R. Banden,MPO,3.0,500.0,903.0
r-barcas,R. Barcas,MPO,20.0,4375.0,990.0
r-bautista,R. Bautista,MPO,10.0,1160.0,977.0
r-beavers,R. Beavers,MPO,22.0,3422.0,993.0
r-beckey,R. Beckey,MPO,15.0,1215.0,980.0
r-begley,R. Begley,MPO,11.0,885.0,943.0
r-bennett,R. Bennett,MPO,6.0,1137.0,955.0
r-berglund,R. Berglund,MPO,9.0,547.0,875.0
r-berin,R. Berin,MPO,2.0,910.0,966.0
r-bienkowski,R. Bienkowski,MPO,14.0,4087.0,936.0
r-biers,R. Biers,MPO,2.0,2356.0,906.0
r-bikulc,R. Bikulc,MPO,9.0,800.0,890.0
r-binder,R. Binder,MPO,9.0,810.0,965.0
r-birdsall,R. Birdsall,MPO,8.0,927.0,938.0
r-bishop,R. Bishop,MPO,8.0,635.0,944.0
r-blythe,R. Blythe,MPO,5.0,572.0,881.0
r-borr,R. Borr,MPO,4.0,492.0,917.0
r-bowers,R. Bowers,MPO,14.0,1388.0,928.0
r-branson,R. Branson,MPO,6.0,947.0,978.0
r-brenner,R. Brenner,MPO,8.0,2527.0,978.0
r-bretell,R. Bretell,MPO,1.0,1650.0,958.0
r-brophy,R. Brophy,MPO,1.0,520.0,969.0
r-brown,R. Brown,MPO,29.0,1592.0,1895.0
r-burns,R. Burns,MPO,8.0,742.0,967.0
r-burridge,R. Burridge,MPO,18.0,1425.0,896.0
r-cambio,R. Cambio,MPO,5.0,617.0,918.0
r-cansler,R. Cansler,MPO,10.0,663.0,976.0
r-cary,R. Cary,MPO,5.0,1220.0,950.0
r-cayce,R. Cayce,MPO,19.0,2240.0,938.0
r-channon,R. Channon,MPO,22.0,1416.0,973.0
r-clark,R. Clark,MPO,6.0,921.0,860.0
r-cobio,R. Cobio,MPO,1.0,1056.0,963.0
r-cockrel,R. Cockrel,MPO,5.0,585.0,978.0
r-compton,R. Compton,MPO,1.0,480.0,962.0
r-conto,R. Conto,MPO,25.0,2812.0,996.0
r-convers,R. Convers,MPO,6.0,744.0,1008.0
r-cox,R. Cox,MPO,15.0,585.0,965.0
r-craig,R. Craig,MPO,2.0,645.0,945.0
r-cummings-iii,R. Cummings III,MPO,7.0,1027.0,947.0
r-dahlqvist,R. Dahlqvist,MPO,10.0,1640.0,955.0
r-deener,R. Deener,MPO,20.0,2382.0,966.0
r-denton,R. Denton,MPO,10.0,666.0,911.0
r-dickson,R. Dickson,MPO,12.0,1530.0,932.0
r-dostal,R. Dostál,MPO,6.0,4365.0,952.0
r-draper,R. Draper,MPO,9.0,845.0,940.0
r-drees,R. Drees,MPO,7.0,2370.0,999.0
r-dreier,R. Dreier,MPO,9.0,1312.0,993.0
r-dunkailo,R. Dunkailo,MPO,11.0,1032.0,962.0
r-durban,R. Durban,MPO,12.0,5032.0,997.0
r-easton,R. Easton,MPO,5.0,535.0,934.0
r-eriksson,R. Eriksson,MPO,2.0,690.0,871.0
r-erquiaga,R. Erquiaga,MPO,28.0,1050.0,932.0
r-esaul,R. Esaul,MPO,12.0,532.0,914.0
r-estes,R. Estes,MPO,20.0,1990.0,910.0
r-faucett,R. Faucett,MPO,3.0,767.0,938.0
r-foose,R. Foose,MPO,11.0,1717.0,982.0
r-foote,R. Foote,MPO,11.0,694.0,905.0
r-forsander,R. Forsander,MPO,5.0,790.0,917.0
r-forsman,R. Forsman,MPO,9.0,1546.0,921.0
r-french,R. French,MPO,14.0,2830.0,933.0
r-frescura,R. Frescura,MPO,5.0,722.0,960.0
r-frias,R. Frias,MPO,7.0,650.0,952.0
r-gagnon,R. Gagnon,MPO,3.0,1125.0,985.0
r-galindo,R. Galindo,MPO,9.0,565.0,935.0
r-garcia,R. Garcia,MPO,17.0,2488.0,958.0
r-gardner,R. Gardner,MPO,3.0,3145.0,946.0
r-gemmell,R. Gemmell,MPO,13.0,1102.0,934.0
r-gillis,R. Gillis,MPO,17.0,4246.0,1893.0
r-girard,R. Girard,MPO,2.0,597.0,934.0
r-gruzitis,R. Gruzitis,MPO,8.0,4502.0,979.0
r-gustine,R. Gustine,MPO,2.0,690.0,952.0
r-haggard,R. Haggard,MPO,7.0,2577.0,973.0
r-hammer,R. Hammer,MPO,28.0,3220.0,1012.0
r-hammond,R. Hammond,MPO,20.0,2967.0,1972.0
r-hansen,R. Hansen,MPO,7.0,1400.0,945.0
r-harris,R. Harris,MPO,25.0,4462.0,973.0
r-hartman,R. Hartman,MPO,2.0,1290.0,979.0
r-hastings,R. Hastings,MPO,10.0,2540.0,955.0
r-hayner,R. Hayner,MPO,9.0,610.0,969.0
r-heeti,R. Heeti,MPO,3.0,1200.0,965.0
r-herold,R. Herold,MPO,6.0,560.0,933.0
r-herzog,R. Herzog,MPO,19.0,5330.0,1009.0
r-hill,R. Hill,MPO,9.0,1225.0,933.0
r-holland,R. Holland,MPO,1.0,495.0,939.0
r-howell,R. Howell,MPO,5.0,712.0,994.0
r-huber,R. Huber,MPO,9.0,930.0,971.0
r-hughes,R. Hughes,MPO,3.0,2502.0,906.0
r-hunt,R. Hunt,MPO,15.0,3240.0,937.0
r-hupper,R. Hüpper,MPO,14.0,1945.0,988.0
r-irvine,R. Irvine,MPO,15.0,1227.0,972.0
r-iskanius,R. Iskanius,MPO,3.0,3095.0,947.0
r-james,R. James,MPO,9.0,2536.0,906.0
r-jarvis,R. Jarvis,MPO,6.0,1300.0,967.0
r-jasper,R. Jasper,MPO,9.0,1887.0,963.0
r-jensen,R. Jensen,MPO,23.0,4242.0,992.0
r-jenson,R. Jenson,MPO,8.0,732.0,907.0
r-jerez,R. Jerez,MPO,6.0,625.0,962.0
r-jessop,R. Jessop,MPO,18.0,2590.0,998.0
r-jeziorski,R. Jeziorski,MPO,10.0,790.0,953.0
r-johnson,R. Johnson,MPO,34.0,3651.0,2826.0
r-kaczor,R. Kaczor,MPO,5.0,3345.0,958.0
r-kanavich,R. Kanavich,MPO,16.0,1747.0,983.0
r-kanok,R. Kanok,MPO,6.0,487.0,901.0
r-kappling,R. Kappling,MPO,4.0,1110.0,927.0
r-karp,R. Karp,MPO,8.0,2165.0,924.0
r-karpov,R. Karpov,MPO,13.0,2380.0,926.0
r-karshis,R. Karshis,MPO,1.0,1450.0,1016.0
r-kaspersen,R. Kaspersen,MPO,4.0,592.0,982.0
r-kemp,R. Kemp,MPO,9.0,892.0,939.0
r-kenney,R. Kenney,MPO,7.0,5190.0,959.0
r-keskla,R. Keskla,MPO,8.0,4480.0,969.0
r-key,R. Key,MPO,8.0,1414.0,918.0
r-kimmel,R. Kimmel,MPO,16.0,1357.0,953.0
r-kincy,R. Kincy,MPO,2.0,804.0,918.0
r-king,R. King,MPO,12.0,600.0,928.0
r-klein-iii,R. Klein III,MPO,3.0,840.0,962.0
r-klinger,R. Klinger,MPO,4.0,728.0,1006.0
r-knuth,R. Knuth,MPO,11.0,4480.0,990.0
r-kollar,R. Kollar,MPO,12.0,2072.0,1004.0
r-konecny,R. Konecný,MPO,5.0,712.0,954.0
r-kramlik,R. Kramlik,MPO,10.0,885.0,929.0
r-krastins,R. Krastins,MPO,15.0,692.0,943.0
r-kvalvik,R. Kvalvik,MPO,6.0,800.0,957.0
r-larue,R. LaRue,MPO,2.0,500.0,943.0
r-laikre,R. Laikre,MPO,18.0,1550.0,897.0
r-latta,R. Latta,MPO,4.0,830.0,962.0
r-lehtinen,R. Lehtinen,MPO,5.0,600.0,973.0
r-lemke,R. Lemke,MPO,20.0,2312.0,994.0
r-lepasepp,R. Lepasepp,MPO,15.0,1180.0,917.0
r-lepik,R. Lepik,MPO,7.0,542.0,967.0
r-leu,R. Leu,MPO,11.0,1800.0,963.0
r-liljestrom,R. Liljeström,MPO,1.0,610.0,939.0
r-linnicke,R. Linnicke,MPO,4.0,810.0,974.0
r-little,R. Little,MPO,19.0,1467.0,964.0
r-lockhart,R. Lockhart,MPO,6.0,532.0,940.0
r-lockwood,R. Lockwood,MPO,13.0,1282.0,972.0
r-lopez,R. Lopez,MPO,9.0,1495.0,961.0
r-loveless-iii,R. Loveless III,MPO,12.0,1230.0,922.0
r-mabbatt,R. Mabbatt,MPO,8.0,1587.0,991.0
r-maidla,R. Maidla,MPO,3.0,657.0,930.0
r-marklund,R. Marklund,MPO,6.0,632.0,985.0
r-markons-craig,R. Markons-Craig,MPO,8.0,3374.0,953.0
r-marshall,R. Marshall,MPO,9.0,522.0,945.0
r-martinek,R. Martinek,MPO,30.0,3064.0,2875.0
r-matrau,R. Matrau,MPO,22.0,3472.0,964.0
r-may,R. May,MPO,9.0,1767.0,969.0
r-mcalpine,R. McAlpine,MPO,4.0,912.0,1002.0
r-mccall,R. McCall,MPO,25.0,5732.0,992.0
r-mcintee,R. McIntee,MPO,7.0,605.0,968.0
r-mcleod,R. McLeod,MPO,5.0,830.0,975.0
r-mcneely,R. McNeely,MPO,19.0,9357.0,1029.0
r-meadows,R. Meadows,MPO,8.0,655.0,994.0
r-medlock,R. Medlock,MPO,22.0,565.0,949.0
r-mellema,R. Mellema,MPO,10.0,2160.0,1002.0
r-mendoza,R. Mendoza,MPO,15.0,675.0,954.0
r-mengel,R. Mengel,MPO,2.0,854.0,906.0
r-messenger,R. Messenger,MPO,13.0,587.0,935.0
r-metsamaa,R. Metsamaa,MPO,17.0,5315.0,964.0
r-miera,R. Miera,MPO,19.0,2037.0,941.0
r-mikalkenas,R. Mikalkenas,MPO,9.0,1507.0,960.0
r-millar,R. Millar,MPO,29.0,2777.0,981.0
r-miller,R. Miller,MPO,5.0,560.0,983.0
r-mitchell,R. Mitchell,MPO,10.0,4460.0,998.0
r-moberg,R. Moberg,MPO,15.0,1585.0,960.0
r-montano,R. Montano,MPO,4.0,1305.0,966.0
r-moro,R. Moro,MPO,3.0,517.0,949.0
r-mudd,R. Mudd,MPO,1.0,904.0,904.0
r-muizelaar,R. Muizelaar,MPO,8.0,860.0,934.0
r-mulder,R. Mulder,MPO,3.0,487.0,960.0
r-muniz,R. Muniz,MPO,16.0,2915.0,954.0
r-mutru,R. Mutru,MPO,4.0,1302.0,918.0
r-myllynen,R. Myllynen,MPO,4.0,522.0,938.0
r-nelson,R. Nelson,MPO,18.0,780.0,913.0
r-newsom,R. Newsom,MPO,15.0,637.0,923.0
r-nichols,R. Nichols,MPO,14.0,5007.0,1031.0
r-ohara,R. O'Hara,MPO,14.0,4540.0,990.0
r-ojala,R. Ojala,MPO,10.0,2840.0,1005.0
r-olson,R. Olson,MPO,9.0,1898.0,1001.0
r-orlick,R. Orlick,MPO,6.0,587.0,950.0
r-ortiz,R. Ortiz,MPO,3.0,2002.0,967.0
r-orton,R. Orton,MPO,6.0,1450.0,950.0
r-parkkila,R. Parkkila,MPO,13.0,990.0,990.0
r-pauli,R. Pauli,MPO,6.0,990.0,939.0
r-perkins,R. Perkins,MPO,4.0,1467.0,1002.0
r-plummer,R. Plummer,MPO,12.0,2250.0,924.0
r-pollari,R. Pollari,MPO,13.0,1510.0,902.0
r-poso,R. Poso,MPO,6.0,664.0,917.0
r-presnell,R. Presnell,MPO,7.0,482.0,957.0
r-pressley,R. Pressley,MPO,21.0,1367.0,952.0
r-preston,R. Preston,MPO,14.0,982.0,951.0
r-palsson,R. Pålsson,MPO,22.0,1535.0,994.0
r-quilantan,R. Quilantan,MPO,10.0,600.0,963.0
r-rau,R. Rau,MPO,7.0,740.0,914.0
r-reilly,R. Reilly,MPO,1.0,1460.0,897.0
r-reinkort,R. Reinkort,MPO,7.0,810.0,932.0
r-reiter,R. Reiter,MPO,26.0,2335.0,935.0
r-rene,R. Rene,MPO,6.0,807.0,994.0
r-reyes,R. Reyes,MPO,4.0,500.0,976.0
r-robinson,R. Robinson,MPO,13.0,1222.0,939.0
r-rogov,R. Rogov,MPO,30.0,2209.0,1895.0
r-roppo,R. Roppo,MPO,4.0,850.0,946.0
r-rotenberg,R. Rotenberg,MPO,15.0,1940.0,974.0
r-rowe,R. Rowe,MPO,4.0,515.0,967.0
r-rubio,R. Rubio,MPO,4.0,492.0,949.0
r-sanders,R. Sanders,MPO,22.0,1330.0,891.0
r-sandoval,R. Sandoval,MPO,9.0,962.0,965.0
r-sassaman,R. Sassaman,MPO,27.0,24790.0,1026.0
r-sauceda,R. Sauceda,MPO,12.0,5527.0,1936.0
r-saunanen,R. Saunanen,MPO,34.0,4720.0,983.0
r-savela,R. Savela,MPO,5.0,557.0,953.0
r-schachner,R. Schachner,MPO,8.0,550.0,935.0
r-sheldon,R. Sheldon,MPO,7.0,530.0,975.0
r-shumate,R. Shumate,MPO,13.0,1305.0,962.0
r-silainen,R. Silainen,MPO,7.0,1932.0,930.0
r-sild,R. Sild,MPO,6.0,622.0,894.0
r-skalevik,R. Skålevik,MPO,9.0,1815.0,951.0
r-skold,R. Sköld,MPO,10.0,510.0,948.0
r-snapp,R. Snapp,MPO,4.0,1027.0,987.0
r-sodeikis,R. Sodeikis,MPO,7.0,1525.0,932.0
r-sokka,R. Sokka,MPO,7.0,530.0,975.0
r-squire,R. Squire,MPO,7.0,1274.0,900.0
r-stark,R. Stark,MPO,1.0,510.0,962.0
r-steehler,R. Steehler,MPO,7.0,740.0,937.0
r-stepp,R. Stepp,MPO,10.0,492.0,954.0
r-stilson,R. Stilson,MPO,20.0,4782.0,1019.0
r-strelkauskas,R. Strelkauskas,MPO,9.0,651.0,881.0
r-sullivan,R. Sullivan,MPO,4.0,1256.0,914.0
r-swendrowski,R. Swendrowski,MPO,6.0,917.0,969.0
r-tate,R. Tate,MPO,12.0,1588.0,915.0
r-tech,R. Tech,MPO,3.0,792.0,975.0
r-thompson,R. Thompson,MPO,5.0,605.0,958.0
r-treier,R. Treier,MPO,1.0,1112.0,918.0
r-tuominen,R. Tuominen,MPO,24.0,1395.0,952.0
r-turner,R. Turner,MPO,19.0,2074.0,941.0
r-tahtinen,R. Tähtinen,MPO,12.0,9652.0,1015.0
r-usberg,R. Usberg,MPO,20.0,2140.0,962.0
r-vanderburg,R. Vanderburg,MPO,10.0,492.0,956.0
r-vartabedian,R. Vartabedian,MPO,14.0,975.0,940.0
r-veliky,R. Veliky,MPO,5.0,817.0,960.0
r-vermillion,R. Vermillion,MPO,43.0,5517.0,975.0
r-viktorsson,R. Viktorsson,MPO,6.0,635.0,948.0
r-villman,R. Villman,MPO,19.0,1240.0,942.0
r-vink,R. Vink,MPO,12.0,1260.0,989.0
r-waggoner,R. Waggoner,MPO,12.0,1702.0,932.0
r-watson,R. Watson,MPO,25.0,1272.0,925.0
r-weeks,R. Weeks,MPO,18.0,1555.0,972.0
r-wells,R. Wells,MPO,4.0,550.0,935.0
r-werme,R. Werme,MPO,7.0,1925.0,972.0
r-wert,R. Wert,MPO,5.0,1112.0,938.0
r-westenberg,R. Westenberg,MPO,10.0,794.0,965.0
r-weston,R. Weston,MPO,5.0,595.0,969.0
r-whisenhunt,R. Whisenhunt,MPO,6.0,580.0,915.0
r-white,R. White,MPO,8.0,1015.0,948.0
r-why,R. Why,MPO,13.0,880.0,996.0
r-wildt,R. Wildt,MPO,9.0,1640.0,999.0
r-wilking,R. Wilking,MPO,6.0,732.0,963.0
r-williamson,R. Williamson,MPO,3.0,1330.0,947.0
r-wilson,R. Wilson,MPO,9.0,760.0,952.0
r-worrell,R. Worrell,MPO,7.0,1000.0,997.0
r-wysocki,R. Wysocki,MPO,10.0,550.0,967.0
r-zamora,R. Zamora,MPO,10.0,545.0,929.0
r-zosars,R. Zosars,MPO,8.0,485.0,946.0
s-aaron,S. Aaron,MPO,8.0,507.0,901.0
s-adcock,S. Adcock,MPO,12.0,1410.0,1935.0
s-adkins,S. Adkins,MPO,18.0,1127.0,918.0
s-affolter,S. Affolter,MPO,5.0,662.0,982.0
s-aldrich,S. Aldrich,MPO,8.0,828.0,932.0
s-alm,S. Alm,MPO,3.0,958.0,903.0
s-amann,S. Amann,MPO,6.0,595.0,972.0
s-ananda,S. Ananda,MPO,12.0,2030.0,951.0
s-anderson,S. Anderson,MPO,5.0,1037.0,929.0
s-badovick,S. Badovick,MPO,2.0,495.0,976.0
s-bahnerth,S. Bahnerth,MPO,7.0,610.0,903.0
s-bailey,S. Bailey,MPO,6.0,715.0,955.0
s-baker,S. Baker,MPO,2.0,530.0,951.0
s-barnett,S. Barnett,MPO,33.0,1984.0,1908.0
s-baumgartner,S. Baumgartner,MPO,6.0,672.0,993.0
s-berger,S. Berger,MPO,12.0,699.0,974.0
s-bergstrom,S. Bergström,MPO,4.0,547.0,967.0
s-besic,S. Besic,MPO,14.0,2797.0,972.0
s-bilger,S. Bilger,MPO,5.0,910.0,920.0
s-bledsoe,S. Bledsoe,MPO,18.0,11557.0,1014.0
s-blisginn,S. Blisginn,MPO,12.0,812.0,963.0
s-blommers,S. Blommers,MPO,10.0,1212.0,895.0
s-boylan,S. Boylan,MPO,18.0,937.0,971.0
s-braud,S. Braud,MPO,4.0,1420.0,1029.0
s-brinster,S. Brinster,MPO,21.0,9442.0,1023.0
s-brookman,S. Brookman,MPO,16.0,987.0,977.0
s-brower,S. Brower,MPO,22.0,3375.0,998.0
s-burtard,S. Burtard,MPO,14.0,12360.0,1035.0
s-burton,S. Burton,MPO,14.0,3125.0,1019.0
s-butler,S. Butler,MPO,21.0,2275.0,1898.0
s-caldwell,S. Caldwell,MPO,7.0,592.0,967.0
s-callahan,S. Callahan,MPO,15.0,2314.0,1886.0
s-cardoso,S. Cardoso,MPO,7.0,660.0,986.0
s-carucci,S. Carucci,MPO,10.0,532.0,963.0
s-castaneda,S. Castaneda,MPO,25.0,1035.0,955.0
s-castiglione,S. Castiglione,MPO,2.0,620.0,960.0
s-chamberlain,S. Chamberlain,MPO,5.0,1017.0,990.0
s-conway,S. Conway,MPO,14.0,1092.0,956.0
s-coover,S. Coover,MPO,4.0,987.0,1010.0
s-court,S. Court,MPO,14.0,930.0,885.0
s-crisler,S. Crisler,MPO,5.0,620.0,971.0
s-criss,S. Criss,MPO,13.0,1452.0,921.0
s-crozier,S. Crozier,MPO,13.0,1432.0,976.0
s-curry,S. Curry,MPO,3.0,1370.0,924.0
s-dekeno,S. Dekeno,MPO,12.0,947.0,931.0
s-derochie,S. Derochie,MPO,8.0,570.0,917.0
s-dey,S. Dey,MPO,4.0,1132.0,912.0
s-dickman,S. Dickman,MPO,12.0,518.0,879.0
s-dodd,S. Dodd,MPO,2.0,1180.0,961.0
s-dodd-iii,S. Dodd III,MPO,10.0,1215.0,960.0
s-doebert,S. Doebert,MPO,10.0,552.0,931.0
s-drummond,S. Drummond,MPO,9.0,686.0,899.0
s-dummerth,S. Dummerth,MPO,2.0,535.0,889.0
s-easty,S. Easty,MPO,12.0,822.0,895.0
s-elmore,S. Elmore,MPO,11.0,3755.0,1007.0
s-eskelinen,S. Eskelinen,MPO,15.0,1102.0,988.0
s-faulkenberry,S. Faulkenberry,MPO,10.0,582.0,977.0
s-feasey,S. Feasey,MPO,9.0,2835.0,993.0
s-fisher,S. Fisher,MPO,3.0,1260.0,945.0
s-fosse,S. Fosse,MPO,13.0,602.0,928.0
s-foster,S. Foster,MPO,3.0,490.0,949.0
s-friedrich,S. Friedrich,MPO,33.0,3316.0,943.0
s-friesen,S. Friesen,MPO,6.0,532.0,934.0
s-fuller,S. Fuller,MPO,18.0,5195.0,1001.0
s-fullone,S. Fullone,MPO,12.0,535.0,928.0
s-futrell,S. Futrell,MPO,13.0,964.0,877.0
s-gailey,S. Gailey,MPO,10.0,2065.0,976.0
s-galloway,S. Galloway,MPO,5.0,2125.0,944.0
s-gandee,S. Gandee,MPO,17.0,1407.0,967.0
s-garcia,S. Garcia,MPO,11.0,1137.0,1000.0
s-garner,S. Garner,MPO,22.0,1040.0,936.0
s-gee,S. Gee,MPO,4.0,657.0,915.0
s-gentile,S. Gentile,MPO,5.0,1107.0,928.0
s-georgiadis,S. Georgiadis,MPO,7.0,1635.0,966.0
s-gibson,S. Gibson,MPO,17.0,1735.0,1842.0
s-gilbert,S. Gilbert,MPO,9.0,3687.0,947.0
s-gilpin,S. Gilpin,MPO,19.0,1130.0,981.0
s-giovino,S. Giovino,MPO,6.0,1327.0,936.0
s-glrum,S. Glærum,MPO,6.0,967.0,953.0
s-goddard,S. Goddard,MPO,2.0,5685.0,953.0
s-gollinger,S. Gollinger,MPO,9.0,1104.0,927.0
s-gouge,S. Gouge,MPO,11.0,3517.0,1009.0
s-green,S. Green,MPO,3.0,535.0,952.0
s-guerra,S. Guerra,MPO,10.0,967.0,902.0
s-guerrero,S. Guerrero,MPO,9.0,832.0,923.0
s-guroarson,S. Guðröðarson,MPO,9.0,660.0,926.0
s-hagelin,S. Hagelin,MPO,5.0,512.0,930.0
s-hahn,S. Hahn,MPO,10.0,1027.0,957.0
s-hakstad,S. Hakstad,MPO,6.0,667.0,965.0
s-hansen,S. Hansen,MPO,7.0,630.0,955.0
s-harrison,S. Harrison,MPO,6.0,827.0,931.0
s-haskin,S. Haskin,MPO,10.0,642.0,917.0
s-hatlen,S. Hatlen,MPO,12.0,897.0,955.0
s-hausrath,S. Hausrath,MPO,13.0,1217.0,983.0
s-healy,S. Healy,MPO,6.0,1060.0,970.0
s-heaps,S. Heaps,MPO,1.0,650.0,930.0
s-heidebrecht,S. Heidebrecht,MPO,1.0,704.0,939.0
s-heine,S. Heine,MPO,8.0,1752.0,927.0
s-held,S. Held,MPO,22.0,1238.0,977.0
s-hendel,S. Hendel,MPO,9.0,932.0,940.0
s-henkis,S. Henkis,MPO,12.0,490.0,955.0
s-henry,S. Henry,MPO,10.0,1872.0,954.0
s-hillerman,S. Hillerman,MPO,7.0,2947.0,922.0
s-hokom,S. Hokom,MPO,9.0,622.0,940.0
s-holley,S. Holley,MPO,11.0,2865.0,984.0
s-holm,S. Holm,MPO,25.0,6097.0,979.0
s-holmberg,S. Holmberg,MPO,4.0,795.0,957.0
s-holroyd,S. Holroyd,MPO,10.0,648.0,895.0
s-houska,S. Houska,MPO,6.0,1637.0,982.0
s-howard,S. Howard,MPO,11.0,1160.0,1832.0
s-hanninen,S. Hänninen,MPO,5.0,792.0,923.0
s-isup,S. Isup,MPO,4.0,2525.0,987.0
s-jacobs,S. Jacobs,MPO,22.0,1995.0,929.0
s-jameson,S. Jameson,MPO,9.0,1020.0,953.0
s-jaskari,S. Jaskari,MPO,14.0,2265.0,962.0
s-johnson,S. Johnson,MPO,44.0,2260.0,1960.0
s-jonas,S. Jonas,MPO,7.0,675.0,974.0
s-kapalko,S. Kapalko,MPO,10.0,1250.0,1000.0
s-kappling,S. Kappling,MPO,6.0,1055.0,959.0
s-kendrick,S. Kendrick,MPO,8.0,1155.0,953.0
s-kesonen,S. Kesonen,MPO,17.0,604.0,912.0
s-key,S. Key,MPO,5.0,877.0,984.0
s-kile,S. Kile,MPO,8.0,7635.0,1021.0
s-king,S. King,MPO,7.0,750.0,888.0
s-kirk,S. Kirk,MPO,1.0,910.0,965.0
s-klotman,S. Klotman,MPO,8.0,2380.0,941.0
s-koni,S. Koni,MPO,4.0,500.0,928.0
s-kromer,S. Kromer,MPO,10.0,1050.0,925.0
s-kurvonen,S. Kurvonen,MPO,6.0,1152.0,941.0
s-kudelova,S. Kúdelová,MPO,10.0,1487.0,963.0
s-laine,S. Laine,MPO,15.0,712.0,933.0
s-larsson,S. Larsson,MPO,13.0,1157.0,933.0
s-lee,S. Lee,MPO,7.0,2727.0,1834.0
s-lindholm,S. Lindholm,MPO,9.0,805.0,935.0
s-lizotte,S. Lizotte,MPO,29.0,25822.0,1040.0
s-long,S. Long,MPO,4.0,1735.0,952.0
s-lopez,S. Lopez,MPO,11.0,485.0,960.0
s-loyd,S. Loyd,MPO,24.0,18042.0,1023.0
s-lunder,S. Lunder,MPO,6.0,692.0,925.0
s-lynch,S. Lynch,MPO,1.0,520.0,990.0
s-latt,S. Lätt,MPO,8.0,776.0,954.0
s-mack,S. Mack,MPO,6.0,580.0,941.0
s-malik,S. Malik,MPO,5.0,817.0,971.0
s-mallett,S. Mallett,MPO,3.0,755.0,930.0
s-manner,S. Manner,MPO,6.0,676.0,928.0
s-mantey,S. Mantey,MPO,5.0,517.0,964.0
s-marson,S. Marson,MPO,10.0,2802.0,936.0
s-martin,S. Martin,MPO,10.0,5176.0,1922.0
s-mattingly,S. Mattingly,MPO,2.0,690.0,931.0
s-mcghee,S. McGhee,MPO,3.0,1445.0,991.0
s-mcisack,S. McIsack,MPO,2.0,505.0,982.0
s-medina,S. Medina,MPO,9.0,3422.0,976.0
s-mendenhall,S. Mendenhall,MPO,18.0,2387.0,972.0
s-menees,S. Menees,MPO,11.0,620.0,936.0
s-meyer,S. Meyer,MPO,4.0,788.0,972.0
s-mikalsen,S. Mikalsen,MPO,5.0,620.0,934.0
s-miller,S. Miller,MPO,35.0,5140.0,3833.0
s-moldau,S. Moldau,MPO,17.0,5810.0,978.0
s-moles,S. Moles,MPO,6.0,742.0,881.0
s-monk,S. Monk,MPO,4.0,1537.0,958.0
s-montes,S. Montes,MPO,12.0,3465.0,973.0
s-montoya,S. Montoya,MPO,1.0,860.0,943.0
s-mrdeza,S. Mrdeza,MPO,16.0,2685.0,996.0
s-makiporhola,S. Mäkipörhölä,MPO,9.0,5065.0,1001.0
s-maseidvag,S. Måseidvåg,MPO,18.0,3060.0,1003.0
s-muller,S. Müller,MPO,13.0,2022.0,1020.0
s-nasiopulos,S. Nasiopulos,MPO,5.0,705.0,976.0
s-newman,S. Newman,MPO,12.0,2805.0,1915.0
s-newton,S. Newton,MPO,6.0,1632.0,940.0
s-nilsson,S. Nilsson,MPO,7.0,572.0,909.0
