game_id,date,season,week,league,away,home,interceptions_lost,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,tackles
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,31.0,18.0,1.0,64.0,8.0,2.0,,298.0,,,,,,,,,,,
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,38.0,28.0,,34.0,,,2.0,340.0,,,,,,,,,,,
FOOTBALL_CFL_2016_8_28_HAM@CGY,2016-08-28,2016,1,CFL,HAM,CGY,,37.0,27.0,,,,,1.0,323.0,,,,,,1.0,1.0,1.0,,,
FOOTBALL_CFL_2016_8_4_SSK@CGY,2016-08-04,2016,1,CFL,SSK,CGY,,37.0,25.0,,32.0,,,1.0,312.0,,,,,,1.0,2.0,2.0,,,
FOOTBALL_CFL_2016_9_10_CGY@EDM,2016-09-10,2016,1,CFL,CGY,EDM,,38.0,25.0,1.0,,18.0,2.0,3.0,338.0,,,,,,,,,,,
FOOTBALL_CFL_2016_9_17_OTT@CGY,2016-09-17,2016,1,CFL,OTT,CGY,,35.0,23.0,,50.0,4.0,1.0,2.0,353.0,,,,,,,,,,,
FOOTBALL_CFL_2016_9_24_WPG@CGY,2016-09-24,2016,1,CFL,WPG,CGY,,43.0,29.0,,32.0,,,2.0,361.0,,,,,,,,,,,
FOOTBALL_CFL_2016_9_5_EDM@CGY,2016-09-05,2016,1,CFL,EDM,CGY,,32.0,25.0,1.0,57.0,,,2.0,380.0,,,,,,1.0,2.0,2.0,,,
FOOTBALL_CFL_2017_10_13_CGY@HAM,2017-10-13,2017,1,CFL,CGY,HAM,,34.0,19.0,1.0,41.0,15.0,2.0,1.0,279.0,,,,,,,,,,,
FOOTBALL_CFL_2017_10_20_SSK@CGY,2017-10-20,2017,1,CFL,SSK,CGY,,27.0,14.0,2.0,20.0,,,,136.0,,,,,,,,,,,
FOOTBALL_CFL_2017_10_28_CGY@EDM,2017-10-28,2017,1,CFL,CGY,EDM,,35.0,24.0,,38.0,14.0,2.0,2.0,307.0,,,,,,,,,,,
FOOTBALL_CFL_2017_11_19_EDM@CGY,2017-11-19,2017,1,CFL,EDM,CGY,,32.0,20.0,,51.0,8.0,1.0,1.0,228.0,,,,,,,,,,,
FOOTBALL_CFL_2017_11_26_CGY@TOR,2017-11-26,2017,1,CFL,CGY,TOR,,45.0,33.0,1.0,50.0,11.0,2.0,2.0,373.0,,,,,,,,,,,
FOOTBALL_CFL_2017_6_23_CGY@OTT,2017-06-23,2017,1,CFL,CGY,OTT,,48.0,31.0,,43.0,,,2.0,376.0,,,,,,,,,,,
FOOTBALL_CFL_2017_6_29_OTT@CGY,2017-06-29,2017,1,CFL,OTT,CGY,,31.0,19.0,,48.0,13.0,2.0,3.0,295.0,,,,,,,,,,,
FOOTBALL_CFL_2017_7_14_CGY@MTL,2017-07-14,2017,1,CFL,CGY,MTL,,50.0,34.0,,55.0,9.0,1.0,1.0,379.0,,,,,,,,,,,
FOOTBALL_CFL_2017_7_22_SSK@CGY,2017-07-22,2017,1,CFL,SSK,CGY,,28.0,16.0,1.0,,,,2.0,253.0,,,,,,,,,,,
FOOTBALL_CFL_2017_7_29_HAM@CGY,2017-07-29,2017,1,CFL,HAM,CGY,,17.0,11.0,,60.0,,,1.0,197.0,,,,,,,,,,,
FOOTBALL_CFL_2017_7_7_CGY@WPG,2017-07-07,2017,1,CFL,CGY,WPG,,34.0,22.0,2.0,45.0,7.0,1.0,1.0,332.0,,,,,,,,,,,
FOOTBALL_CFL_2017_8_18_CGY@BC,2017-08-18,2017,1,CFL,CGY,BC,,31.0,15.0,1.0,51.0,,,,237.0,,,,,,1.0,6.0,6.0,,,
FOOTBALL_CFL_2017_8_26_TOR@CGY,2017-08-26,2017,1,CFL,TOR,CGY,,42.0,31.0,1.0,,10.0,2.0,2.0,384.0,,,,,,,,,,,
FOOTBALL_CFL_2017_8_3_CGY@TOR,2017-08-03,2017,1,CFL,CGY,TOR,,24.0,19.0,,,34.0,5.0,3.0,249.0,,,,,,,,,,,
FOOTBALL_CFL_2017_9_16_BC@CGY,2017-09-16,2017,1,CFL,BC,CGY,,31.0,16.0,,,6.0,1.0,2.0,240.0,,,,,,,,,,,
FOOTBALL_CFL_2017_9_24_CGY@SSK,2017-09-24,2017,1,CFL,CGY,SSK,,32.0,24.0,,25.0,12.0,2.0,,222.0,,,,,,2.0,9.0,11.0,,,
FOOTBALL_CFL_2017_9_29_MTL@CGY,2017-09-29,2017,1,CFL,MTL,CGY,,19.0,14.0,,49.0,1.0,1.0,2.0,265.0,,,,,,,,,,,
FOOTBALL_CFL_2017_9_4_EDM@CGY,2017-09-04,2017,1,CFL,EDM,CGY,,27.0,19.0,1.0,46.0,,,,277.0,,,,,,,,,,,
FOOTBALL_CFL_2017_9_9_CGY@EDM,2017-09-09,2017,1,CFL,CGY,EDM,,36.0,21.0,2.0,48.0,9.0,1.0,1.0,272.0,,,,,,,,,,,
FOOTBALL_CFL_2019_10_11_SSK@CGY,2019-10-11,2019,1,CFL,SSK,CGY,,29.0,23.0,1.0,35.0,15.0,2.0,2.0,298.0,,,,,,,,,,,
FOOTBALL_CFL_2019_10_19_WPG@CGY,2019-10-19,2019,1,CFL,WPG,CGY,,33.0,22.0,1.0,55.0,7.0,1.0,3.0,337.0,,,,,,,,,,,
FOOTBALL_CFL_2019_10_25_CGY@WPG,2019-10-25,2019,1,CFL,CGY,WPG,,43.0,31.0,,38.0,8.0,1.0,4.0,350.0,,,,,,,,,,,
FOOTBALL_CFL_2019_10_5_CGY@MTL,2019-10-05,2019,1,CFL,CGY,MTL,,43.0,31.0,1.0,68.0,13.0,2.0,1.0,464.0,,,,,,,,,,,
FOOTBALL_CFL_2019_11_10_WPG@CGY,2019-11-10,2019,1,CFL,WPG,CGY,,28.0,12.0,3.0,,,,1.0,116.0,,,,,,,,,,,
FOOTBALL_CFL_2019_11_2_CGY@BC,2019-11-02,2019,1,CFL,CGY,BC,,38.0,20.0,1.0,40.0,1.0,1.0,1.0,283.0,,,,,,,,,,,
FOOTBALL_CFL_2019_6_15_OTT@CGY,2019-06-15,2019,1,CFL,OTT,CGY,,39.0,23.0,1.0,,19.0,3.0,1.0,275.0,,,,,,2.0,4.0,4.0,,,
FOOTBALL_CFL_2019_6_29_BC@CGY,2019-06-29,2019,1,CFL,BC,CGY,,34.0,23.0,1.0,,7.0,1.0,2.0,252.0,,,,,,,,,,,
FOOTBALL_CFL_2019_9_14_HAM@CGY,2019-09-14,2019,1,CFL,HAM,CGY,,40.0,24.0,,29.0,,,1.0,342.0,,,,,,,,,,,
FOOTBALL_CFL_2019_9_20_CGY@TOR,2019-09-20,2019,1,CFL,CGY,TOR,,48.0,33.0,2.0,35.0,2.0,1.0,1.0,346.0,,,,,,,,,,,
FOOTBALL_CFL_2019_9_2_EDM@CGY,2019-09-02,2019,1,CFL,EDM,CGY,,28.0,19.0,,51.0,,,1.0,263.0,,,,,,,,,,,
FOOTBALL_CFL_2019_9_7_CGY@EDM,2019-09-07,2019,1,CFL,CGY,EDM,,40.0,25.0,3.0,,,,2.0,254.0,,,,,,,,,,,
FOOTBALL_CFL_2021_10_16_CGY@BC,2021-10-16,2021,1,CFL,CGY,BC,,32.0,22.0,,36.0,,,1.0,270.0,,,,,,2.0,2.0,3.0,,,
FOOTBALL_CFL_2021_10_23_SSK@CGY,2021-10-23,2021,1,CFL,SSK,CGY,,31.0,21.0,3.0,44.0,22.0,4.0,1.0,311.0,,,,,,,,,,,
FOOTBALL_CFL_2021_10_29_CGY@OTT,2021-10-29,2021,1,CFL,CGY,OTT,,29.0,22.0,,39.0,,,,242.0,,,,,,,,,,,
FOOTBALL_CFL_2021_10_2_SSK@CGY,2021-10-02,2021,1,CFL,SSK,CGY,,25.0,16.0,1.0,33.0,20.0,3.0,2.0,184.0,,,,,,,,,,,
FOOTBALL_CFL_2021_10_9_CGY@SSK,2021-10-09,2021,1,CFL,CGY,SSK,,28.0,20.0,2.0,,27.0,3.0,1.0,296.0,,,,,,1.0,5.0,5.0,,,
FOOTBALL_CFL_2021_11_12_CGY@BC,2021-11-12,2021,1,CFL,CGY,BC,,26.0,20.0,,46.0,14.0,2.0,3.0,264.0,,,,,,,,,,,
FOOTBALL_CFL_2021_11_20_WPG@CGY,2021-11-20,2021,1,CFL,WPG,CGY,,11.0,7.0,,10.0,,,,39.0,,,,,,,,,,,
FOOTBALL_CFL_2021_11_28_CGY@SSK,2021-11-28,2021,1,CFL,CGY,SSK,,36.0,26.0,2.0,43.0,22.0,2.0,,285.0,,,,,,1.0,2.0,2.0,,,
FOOTBALL_CFL_2021_8_12_BC@CGY,2021-08-12,2021,1,CFL,BC,CGY,,38.0,21.0,4.0,35.0,26.0,3.0,,290.0,,,,,,,,,,,
FOOTBALL_CFL_2021_8_7_TOR@CGY,2021-08-07,2021,1,CFL,TOR,CGY,,35.0,23.0,1.0,49.0,,,1.0,252.0,,,,,,,,,,,
FOOTBALL_CFL_2021_9_11_CGY@EDM,2021-09-11,2021,1,CFL,CGY,EDM,,41.0,22.0,1.0,,4.0,1.0,1.0,276.0,,,,,,1.0,11.0,11.0,,,
FOOTBALL_CFL_2021_9_17_CGY@HAM,2021-09-17,2021,1,CFL,CGY,HAM,,28.0,16.0,1.0,74.0,10.0,1.0,,170.0,,,,,,,,,,,
FOOTBALL_CFL_2022_11_6_CGY@BC,2022-11-06,2022,1,CFL,CGY,BC,,11.0,8.0,,30.0,9.0,1.0,,147.0,,,,,,,,,,,
FOOTBALL_CFL_2022_6_18_CGY@HAM,2022-06-18,2022,1,CFL,CGY,HAM,,42.0,28.0,1.0,42.0,9.0,1.0,2.0,313.0,,,,,,1.0,,,,,
FOOTBALL_CFL_2022_6_25_EDM@CGY,2022-06-25,2022,1,CFL,EDM,CGY,,28.0,21.0,,46.0,,,1.0,321.0,,,,,,2.0,2.0,3.0,,,
FOOTBALL_CFL_2022_6_9_MTL@CGY,2022-06-09,2022,1,CFL,MTL,CGY,,34.0,21.0,1.0,28.0,2.0,1.0,1.0,199.0,,,,,,3.0,9.0,12.0,,,
FOOTBALL_CFL_2022_7_15_CGY@WPG,2022-07-15,2022,1,CFL,CGY,WPG,,28.0,12.0,1.0,45.0,20.0,3.0,1.0,187.0,,,,,,,,,,,
FOOTBALL_CFL_2022_7_30_WPG@CGY,2022-07-30,2022,1,CFL,WPG,CGY,,32.0,21.0,,23.0,,,,219.0,,,,,,1.0,11.0,11.0,,,
FOOTBALL_CFL_2022_7_7_CGY@EDM,2022-07-07,2022,1,CFL,CGY,EDM,,22.0,17.0,,,18.0,2.0,2.0,279.0,,,,,,,,,,,
FOOTBALL_CFL_2022_8_13_BC@CGY,2022-08-13,2022,1,CFL,BC,CGY,,32.0,18.0,,,,,2.0,206.0,,,,,,,,,,,
FOOTBALL_CFL_2022_8_20_CGY@TOR,2022-08-20,2022,1,CFL,CGY,TOR,,16.0,9.0,2.0,80.0,,,,149.0,,,,,,,,,,,
FOOTBALL_CFL_2022_8_5_CGY@OTT,2022-08-05,2022,1,CFL,CGY,OTT,,27.0,13.0,1.0,22.0,8.0,1.0,,137.0,,,,,,,,,,,
SYNTHETIC_CFL_2022_W1_CGY,,2022,1,CFL,,,1.0,,,,,,,,,1.0,199.0,,,,,,,0.0,12.0,
SYNTHETIC_CFL_2022_W3_CGY,,2022,3,CFL,,,0.0,,,,,,,,,1.0,321.0,,,,,,,0.0,3.0,
SYNTHETIC_CFL_2022_W5_CGY,,2022,5,CFL,,,0.0,,,,,,,,,2.0,279.0,,,,,,,,,
6231,2022-07-15,2022,6,CFL,CGY,WPG,1.0,,,,,,,,,1.0,187.0,,,,,,,,,
6240,2022-07-30,2022,8,CFL,WPG,CGY,0.0,,,,,,,,,0.0,219.0,,,,,,,0.0,11.0,
6243,2022-08-05,2022,9,CFL,CGY,OTT,1.0,,,,,,,,,0.0,137.0,,,,,,,,,
6248,2022-08-13,2022,10,CFL,BC,CGY,0.0,,,,,,,,,2.0,206.0,,,,,,,,,
6253,2022-08-20,2022,11,CFL,CGY,TOR,2.0,,,,,,,,,0.0,149.0,,,,,,,,,
9889284,2023-06-09,2023,1,CFL,HAM,WPG,2.0,,,,,,,,,1.0,197.0,,,,,,,,,
9889290,2023-06-18,2023,2,CFL,HAM,TOR,2.0,,,,,,,,,,161.0,,,,,,,,8.0,
9889310,2023-07-28,2023,8,CFL,HAM,OTT,5.0,,,,,,,,,2.0,353.0,,,,,,,,5.0,
9889352,2023-10-07,2023,18,CFL,HAM,SSK,,,,,,,,,,1.0,129.0,,,,,,,,,
10798017,2024-06-07,2024,1,CFL,HAM,CGY,0.0,,,,,,,,,1.0,304.0,,,,,,,0.0,11.0,1.0
10798143,2024-05-25,2024,2,CFL,OTT,HAM,1.0,,,,,,,,,1.0,336.0,,,,,,,,,
10798027,2024-06-23,2024,3,CFL,HAM,SSK,3.0,,,,,,,,,2.0,295.0,,,,,,,0.0,17.0,
10798031,2024-06-30,2024,4,CFL,HAM,OTT,0.0,,,,,,,,,2.0,247.0,,,,,,,0.0,4.0,
10798035,2024-07-07,2024,5,CFL,BC,HAM,0.0,,,,,,,,,5.0,332.0,,,,,,,0.0,8.0,
SYNTHETIC_CFL_2024_W6_HAM,,2024,6,CFL,,,0.0,,,,,,,,,2.0,266.0,,,,,,,0.0,14.0,
10798042,2024-07-20,2024,7,CFL,TOR,HAM,1.0,,,,,,,,,1.0,327.0,,,,,,,,,
10798047,2024-07-28,2024,8,CFL,HAM,EDM,1.0,,,,,,,,,3.0,389.0,,,,,,,0.0,23.0,
10798049,2024-08-02,2024,9,CFL,MTL,HAM,0.0,,,,,,,,,3.0,350.0,,,,,,,0.0,5.0,
10798054,2024-08-10,2024,10,CFL,HAM,MTL,0.0,,,,,,,,,3.0,305.0,,,,,,,0.0,3.0,
10798058,2024-08-17,2024,11,CFL,EDM,HAM,2.0,,,,,,,,,0.0,201.0,,,,,,,0.0,26.0,
10798061,2024-08-23,2024,12,CFL,HAM,WPG,0.0,,,,,,,,,0.0,220.0,,,,,,,,,
10798066,2024-09-02,2024,13,CFL,TOR,HAM,1.0,,,,,,,,,3.0,405.0,,,,,,,0.0,25.0,
SYNTHETIC_CFL_2024_W14_HAM,,2024,14,CFL,,,1.0,,,,,,,,,0.0,191.0,,,,,,,1.0,14.0,
10798073,2024-09-14,2024,15,CFL,OTT,HAM,0.0,,,,,,,,,2.0,230.0,,,,,,,0.0,8.0,
10798075,2024-09-20,2024,16,CFL,HAM,TOR,0.0,,,,,,,,,1.0,362.0,,,,,,,0.0,19.0,
10798080,2024-09-27,2024,17,CFL,HAM,BC,0.0,,,,,,,,,0.0,212.0,0.0,3.0,1.0,,,,0.0,0.0,
10798083,2024-10-04,2024,18,CFL,WPG,HAM,1.0,,,,,,,,,4.0,320.0,,,,,,,0.0,13.0,
SYNTHETIC_CFL_2024_W19_HAM,,2024,19,CFL,,,2.0,,,,,,,,,2.0,306.0,,,,,,,0.0,3.0,
10798090,2024-10-18,2024,20,CFL,CGY,HAM,1.0,,,,,,,,,5.0,450.0,,,,,,,,,
10798093,2024-10-25,2024,21,CFL,HAM,OTT,0.0,,,,,,,,,2.0,264.0,,,,,,,,,
11824047,2025-06-07,2025,1,CFL,HAM,CGY,,,,,,,,,,1.0,304.0,,,,,,,,11.0,
11824058,2025-06-27,2025,4,CFL,MTL,HAM,,,,,,,,,,2.0,247.0,,,,,,,,4.0,
11824062,2025-07-04,2025,5,CFL,HAM,TOR,,,,,,,,,,5.0,332.0,,,,,,,,,
11824066,2025-07-12,2025,6,CFL,OTT,HAM,,,,,,,,,,2.0,266.0,,,,,,,,14.0,
11824071,2025-07-20,2025,7,CFL,HAM,OTT,1.0,,,,,,,,,1.0,327.0,,,,,,,,,
11824075,2025-07-27,2025,8,CFL,HAM,BC,1.0,,,,,,,,,3.0,389.0,,,,,,,,23.0,
11824078,2025-08-02,2025,9,CFL,HAM,EDM,,,,,,,,,,3.0,350.0,,,,,,,,5.0,
11824080,2025-08-07,2025,10,CFL,BC,HAM,,,,,,,,,,3.0,305.0,,,,,,,,3.0,
11824086,2025-08-16,2025,11,CFL,HAM,SSK,2.0,,,,,,,,,,201.0,,,,,,,,26.0,
11824093,2025-09-01,2025,13,CFL,TOR,HAM,1.0,,,,,,,,,3.0,405.0,,,,,,,,,
11824096,2025-09-06,2025,14,CFL,HAM,MTL,1.0,,,,,,,,,,191.0,,,,,,,1.0,14.0,
11824099,2025-09-12,2025,15,CFL,WPG,HAM,,,,,,,,,,2.0,230.0,,,,,,,,8.0,
11824106,2025-09-20,2025,16,CFL,EDM,HAM,1.0,,,,,,,,,2.0,311.0,,,,,,,,,
11824109,2025-09-27,2025,17,CFL,HAM,WPG,,,,,,,,,,,212.0,,,,,,,,,
11824112,2025-10-04,2025,18,CFL,HAM,TOR,1.0,,,,,,,,,4.0,320.0,,,,,,,,13.0,
11824115,2025-10-11,2025,19,CFL,CGY,HAM,2.0,,,,,,,,,2.0,306.0,,,,,,,,3.0,
11824122,2025-10-24,2025,21,CFL,OTT,HAM,,,,,,,,,,2.0,264.0,,,,,,,,,
