game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202409010CON,2024-09-01,2024,1,WNBA,SEA,CON,8.0,,6.0,,0.375,8.0,3.0,3.0,0.667,3.0,2.0,,28.283333333333335,2.0,6.0,8.0,8.0,2.0,3.0
WNBA_202409030CON,2024-09-03,2024,1,WNBA,SEA,CON,7.0,,4.0,,0.2,5.0,1.0,2.0,0.5,4.0,2.0,,34.833333333333336,2.0,-11.0,4.0,6.0,2.0,4.0
WNBA_202409060CON,2024-09-06,2024,1,WNBA,LVA,CON,8.0,,8.0,1.0,0.6,5.0,3.0,4.0,1.0,1.0,1.0,,35.28333333333333,2.0,-8.0,7.0,10.0,4.0,8.0
WNBA_202409080LAS,2024-09-08,2024,1,WNBA,CON,LAS,11.0,1.0,8.0,,0.455,11.0,5.0,1.0,0.4,5.0,2.0,,35.78333333333333,2.0,22.0,12.0,10.0,2.0,5.0
WNBA_202409100LAS,2024-09-10,2024,1,WNBA,CON,LAS,12.0,,9.0,1.0,0.333,9.0,3.0,2.0,0.5,2.0,1.0,,27.683333333333334,2.0,19.0,7.0,11.0,1.0,1.0
WNBA_202409130PHO,2024-09-13,2024,1,WNBA,CON,PHO,11.0,1.0,3.0,,0.333,6.0,2.0,1.0,0.75,4.0,3.0,,33.18333333333333,,15.0,7.0,3.0,,1.0
WNBA_202409150LVA,2024-09-15,2024,1,WNBA,CON,LVA,7.0,1.0,4.0,,0.286,7.0,2.0,2.0,1.0,2.0,2.0,,32.21666666666667,1.0,-18.0,6.0,5.0,,1.0
WNBA_202409170CON,2024-09-17,2024,1,WNBA,MIN,CON,10.0,,4.0,,0.75,12.0,9.0,1.0,,,,,36.45,4.0,-3.0,18.0,8.0,2.0,4.0
WNBA_202409190CON,2024-09-19,2024,1,WNBA,CHI,CON,7.0,,2.0,,0.833,6.0,5.0,1.0,0.75,4.0,3.0,,21.75,3.0,28.0,13.0,5.0,1.0,3.0
WNBA_202409220CON,2024-09-22,2024,1,WNBA,IND,CON,13.0,,9.0,,0.4,15.0,6.0,3.0,,,,,37.0,1.0,19.0,12.0,10.0,,1.0
WNBA_202409250CON,2024-09-25,2024,1,WNBA,IND,CON,13.0,,4.0,,0.529,17.0,9.0,,1.0,1.0,1.0,,40.0,1.0,6.0,19.0,5.0,1.0,1.0
WNBA_202409290MIN,2024-09-29,2024,1,WNBA,CON,MIN,9.0,,7.0,,0.667,12.0,8.0,3.0,1.0,1.0,1.0,,38.5,3.0,3.0,17.0,10.0,3.0,3.0
WNBA_202410010MIN,2024-10-01,2024,1,WNBA,CON,MIN,7.0,,5.0,1.0,0.5,14.0,7.0,3.0,0.8,5.0,4.0,,40.0,5.0,-7.0,18.0,10.0,2.0,2.0
WNBA_202410040CON,2024-10-04,2024,1,WNBA,MIN,CON,7.0,,5.0,,0.5,10.0,5.0,1.0,0.6,5.0,3.0,,39.666666666666664,4.0,-9.0,13.0,9.0,,4.0
WNBA_202410060CON,2024-10-06,2024,1,WNBA,MIN,CON,11.0,,5.0,,0.471,17.0,8.0,3.0,1.0,2.0,2.0,,36.43333333333333,3.0,11.0,18.0,8.0,1.0,3.0
WNBA_202410080MIN,2024-10-08,2024,1,WNBA,CON,MIN,6.0,,3.0,,0.333,6.0,2.0,4.0,0.75,4.0,3.0,,39.1,,-11.0,7.0,3.0,,4.0
UNRIVALED_2025_SEASON_TOTAL,,2025,1,UNRIVALED,,,4.5,0.3,8.0,,51.9,9.9,5.1,2.1,36.4,1.4,0.5,8.0,16.4,3.3,,11.3,11.3,1.0,2.6
WNBA_202505170PHO,2025-05-17,2025,1,WNBA,SEA,PHO,6.0,,6.0,,0.615,13.0,8.0,3.0,0.571,7.0,4.0,,30.033333333333335,1.0,23.0,20.0,7.0,2.0,3.0
WNBA_202505210PHO,2025-05-21,2025,1,WNBA,LAS,PHO,7.0,2.0,4.0,,0.7,10.0,7.0,2.0,0.833,6.0,5.0,,33.483333333333334,1.0,-8.0,19.0,5.0,1.0,4.0
WNBA_202505230SEA,2025-05-23,2025,1,WNBA,PHO,SEA,7.0,,8.0,1.0,0.368,19.0,7.0,3.0,0.667,3.0,2.0,,34.36666666666667,3.0,-4.0,16.0,11.0,2.0,6.0
WNBA_202505250PHO,2025-05-25,2025,1,WNBA,WAS,PHO,5.0,,6.0,,0.4,10.0,4.0,5.0,0.6,5.0,3.0,,33.9,2.0,14.0,11.0,8.0,1.0,3.0
WNBA_202505270PHO,2025-05-27,2025,1,WNBA,CHI,PHO,15.0,2.0,7.0,,0.571,7.0,4.0,2.0,0.5,4.0,2.0,,34.666666666666664,,5.0,10.0,7.0,3.0,1.0
WNBA_202506110PHO,2025-06-11,2025,1,WNBA,DAL,PHO,10.0,1.0,2.0,,0.5,10.0,5.0,3.0,0.5,2.0,1.0,,23.583333333333332,,11.0,11.0,2.0,2.0,2.0
WNBA_202506150LVA,2025-06-15,2025,1,WNBA,PHO,LVA,13.0,1.0,3.0,,0.636,11.0,7.0,3.0,,,,,29.35,3.0,5.0,14.0,6.0,2.0,7.0
WNBA_202506180CON,2025-06-18,2025,1,WNBA,PHO,CON,11.0,,5.0,,0.5,10.0,5.0,3.0,0.667,6.0,4.0,,30.683333333333334,3.0,4.0,14.0,8.0,1.0,5.0
WNBA_202506190NYL,2025-06-19,2025,1,WNBA,PHO,NYL,7.0,,9.0,,0.6,10.0,6.0,2.0,0.667,9.0,6.0,,27.4,6.0,12.0,18.0,15.0,2.0,1.0
WNBA_202506210CHI,2025-06-21,2025,1,WNBA,PHO,CHI,8.0,,2.0,,0.556,9.0,5.0,1.0,1.0,1.0,1.0,,21.166666666666668,1.0,30.0,11.0,3.0,1.0,1.0
WNBA_202506270PHO,2025-06-27,2025,1,WNBA,NYL,PHO,15.0,,8.0,,0.636,11.0,7.0,1.0,1.0,3.0,3.0,,31.3,1.0,15.0,17.0,9.0,,2.0
WNBA_202506290PHO,2025-06-29,2025,1,WNBA,LVA,PHO,8.0,,4.0,,0.5,10.0,5.0,2.0,0.857,7.0,6.0,,33.31666666666667,3.0,-10.0,16.0,7.0,,3.0
WNBA_202507030DAL,2025-07-03,2025,1,WNBA,PHO,DAL,10.0,,7.0,,0.364,11.0,4.0,2.0,0.5,2.0,1.0,,33.56666666666667,,-16.0,9.0,7.0,3.0,2.0
WNBA_202507070PHO,2025-07-07,2025,1,WNBA,DAL,PHO,15.0,,9.0,,0.625,8.0,5.0,4.0,0.625,8.0,5.0,,29.333333333333332,1.0,30.0,15.0,10.0,2.0,4.0
WNBA_202507090PHO,2025-07-09,2025,1,WNBA,MIN,PHO,5.0,,7.0,,0.583,24.0,14.0,2.0,1.0,1.0,1.0,,33.9,1.0,8.0,29.0,8.0,2.0,3.0
WNBA_202507140GSV,2025-07-14,2025,1,WNBA,PHO,GSV,11.0,2.0,5.0,,0.5,14.0,7.0,2.0,0.75,4.0,3.0,,35.483333333333334,1.0,5.0,17.0,6.0,,6.0
WNBA_202507160MIN,2025-07-16,2025,1,WNBA,PHO,MIN,9.0,,5.0,1.0,0.313,16.0,5.0,1.0,0.667,3.0,2.0,,32.03333333333333,,-14.0,12.0,5.0,,5.0
WNBA_202507230PHO,2025-07-23,2025,1,WNBA,ATL,PHO,9.0,,11.0,,0.375,8.0,3.0,,0.25,4.0,1.0,,34.2,,-12.0,7.0,11.0,,4.0
WNBA_202507250NYL,2025-07-25,2025,1,WNBA,PHO,NYL,8.0,,9.0,,0.533,15.0,8.0,2.0,0.667,6.0,4.0,,34.75,4.0,-3.0,20.0,13.0,2.0,3.0
WNBA_202507270WAS,2025-07-27,2025,1,WNBA,PHO,WAS,8.0,1.0,9.0,1.0,0.667,18.0,12.0,3.0,1.0,3.0,3.0,,33.45,2.0,16.0,27.0,11.0,3.0,3.0
WNBA_202507300IND,2025-07-30,2025,1,WNBA,PHO,IND,7.0,1.0,12.0,1.0,0.636,22.0,14.0,4.0,0.8,5.0,4.0,,33.8,3.0,-6.0,32.0,15.0,1.0,8.0
WNBA_202508010ATL,2025-08-01,2025,1,WNBA,PHO,ATL,3.0,1.0,6.0,,0.357,14.0,5.0,1.0,1.0,2.0,2.0,,26.2,4.0,-33.0,12.0,10.0,1.0,2.0
WNBA_202508030CHI,2025-08-03,2025,1,WNBA,PHO,CHI,10.0,1.0,9.0,,0.714,7.0,5.0,,,1.0,,,30.316666666666666,1.0,21.0,10.0,10.0,2.0,1.0
WNBA_202508050PHO,2025-08-05,2025,1,WNBA,CON,PHO,12.0,,10.0,,0.429,7.0,3.0,3.0,0.875,8.0,7.0,,31.616666666666667,2.0,20.0,13.0,12.0,3.0,4.0
WNBA_202508070PHO,2025-08-07,2025,1,WNBA,IND,PHO,10.0,,9.0,,0.667,12.0,8.0,1.0,1.0,2.0,2.0,,29.683333333333334,2.0,32.0,18.0,11.0,3.0,2.0
WNBA_202508100PHO,2025-08-10,2025,1,WNBA,ATL,PHO,5.0,,6.0,,0.643,14.0,9.0,2.0,0.75,4.0,3.0,,34.43333333333333,2.0,,21.0,8.0,2.0,3.0
WNBA_202508150PHO,2025-08-15,2025,1,WNBA,LVA,PHO,9.0,1.0,6.0,,0.545,11.0,6.0,4.0,0.6,5.0,3.0,,33.6,,-7.0,15.0,6.0,3.0,3.0
WNBA_202508170SEA,2025-08-17,2025,1,WNBA,PHO,SEA,11.0,,8.0,1.0,0.583,12.0,7.0,1.0,0.833,6.0,5.0,,36.65,2.0,6.0,19.0,10.0,3.0,4.0
WNBA_202508190GSV,2025-08-19,2025,1,WNBA,PHO,GSV,8.0,1.0,8.0,,0.8,5.0,4.0,3.0,0.714,7.0,5.0,,34.68333333333333,1.0,11.0,13.0,9.0,,6.0
WNBA_202508210LVA,2025-08-21,2025,1,WNBA,PHO,LVA,6.0,,9.0,1.0,0.4,15.0,6.0,5.0,0.833,6.0,5.0,,30.433333333333334,2.0,-13.0,17.0,11.0,2.0,3.0
WNBA_202508220PHO,2025-08-22,2025,1,WNBA,GSV,PHO,16.0,2.0,10.0,,0.556,9.0,5.0,1.0,0.5,6.0,3.0,,36.61666666666667,2.0,19.0,13.0,12.0,,4.0
WNBA_202508260LAS,2025-08-26,2025,1,WNBA,PHO,LAS,15.0,,13.0,,0.556,9.0,5.0,,0.5,4.0,2.0,,35.2,3.0,15.0,12.0,16.0,3.0,5.0
WNBA_202508280PHO,2025-08-28,2025,1,WNBA,CHI,PHO,6.0,1.0,7.0,,0.667,6.0,4.0,3.0,0.875,8.0,7.0,,33.25,2.0,-3.0,15.0,9.0,3.0,1.0
WNBA_202508300PHO,2025-08-30,2025,1,WNBA,NYL,PHO,9.0,,4.0,,0.5,12.0,6.0,1.0,0.5,4.0,2.0,,31.3,1.0,11.0,14.0,5.0,,2.0
WNBA_202509020PHO,2025-09-02,2025,1,WNBA,IND,PHO,9.0,,9.0,,0.529,17.0,9.0,1.0,0.625,8.0,5.0,,33.516666666666666,,8.0,23.0,9.0,,6.0
WNBA_202509040WAS,2025-09-04,2025,1,WNBA,PHO,WAS,9.0,,10.0,,0.5,10.0,5.0,,1.0,2.0,2.0,,33.166666666666664,1.0,8.0,12.0,11.0,2.0,6.0
WNBA_202509060CON,2025-09-06,2025,1,WNBA,PHO,CON,10.0,,8.0,,0.4,15.0,6.0,4.0,0.4,5.0,2.0,,31.75,,-5.0,14.0,8.0,2.0,3.0
WNBA_202509090PHO,2025-09-09,2025,1,WNBA,LAS,PHO,10.0,,8.0,,0.556,9.0,5.0,1.0,,,,,21.866666666666667,3.0,1.0,10.0,11.0,2.0,3.0
WNBA_202509110DAL,2025-09-11,2025,1,WNBA,PHO,DAL,5.0,,2.0,,0.333,3.0,1.0,1.0,0.5,2.0,1.0,,12.616666666666667,,-3.0,3.0,2.0,1.0,1.0
WNBA_202509140PHO,2025-09-14,2025,1,WNBA,NYL,PHO,8.0,,7.0,,0.389,18.0,7.0,2.0,,2.0,,,40.7,2.0,-11.0,14.0,9.0,1.0,3.0
WNBA_202509170NYL,2025-09-17,2025,1,WNBA,PHO,NYL,7.0,,6.0,1.0,0.462,13.0,6.0,2.0,1.0,3.0,3.0,,25.85,,17.0,15.0,6.0,1.0,1.0
WNBA_202509190PHO,2025-09-19,2025,1,WNBA,NYL,PHO,11.0,1.0,10.0,,0.389,18.0,7.0,2.0,0.75,8.0,6.0,,37.21666666666667,1.0,3.0,20.0,11.0,2.0,5.0
WNBA_202509210MIN,2025-09-21,2025,1,WNBA,PHO,MIN,7.0,,6.0,,0.529,17.0,9.0,1.0,,,,,37.333333333333336,2.0,-14.0,18.0,8.0,3.0,2.0
WNBA_202509230MIN,2025-09-23,2025,1,WNBA,PHO,MIN,13.0,,6.0,,0.4,15.0,6.0,3.0,0.7,10.0,7.0,,42.53333333333333,2.0,13.0,19.0,8.0,1.0,4.0
WNBA_202509260PHO,2025-09-26,2025,1,WNBA,MIN,PHO,8.0,2.0,6.0,,0.5,18.0,9.0,3.0,0.75,4.0,3.0,,36.416666666666664,3.0,12.0,21.0,9.0,5.0,4.0
WNBA_202509280PHO,2025-09-28,2025,1,WNBA,MIN,PHO,10.0,,7.0,,0.611,18.0,11.0,2.0,0.333,3.0,1.0,,36.833333333333336,1.0,6.0,23.0,8.0,1.0,6.0
WNBA_202510030LVA,2025-10-03,2025,1,WNBA,PHO,LVA,9.0,1.0,10.0,,0.7,10.0,7.0,1.0,0.25,4.0,1.0,,38.016666666666666,,-2.0,15.0,10.0,,5.0
WNBA_202510050LVA,2025-10-05,2025,1,WNBA,PHO,LVA,5.0,,3.0,,0.556,9.0,5.0,4.0,,,,,30.433333333333334,3.0,-13.0,10.0,6.0,3.0,3.0
WNBA_202510080PHO,2025-10-08,2025,1,WNBA,LVA,PHO,9.0,,10.0,,0.455,11.0,5.0,5.0,0.667,6.0,4.0,,38.6,2.0,-1.0,14.0,12.0,2.0,3.0
WNBA_202510100PHO,2025-10-10,2025,1,WNBA,LVA,PHO,10.0,,9.0,,0.636,11.0,7.0,3.0,1.0,3.0,3.0,,39.85,3.0,-11.0,17.0,12.0,,9.0
UNRIVALED_2026_SEASON_TOTAL,,2026,1,UNRIVALED,,,3.4,0.2,6.6,,62.7,7.9,4.9,1.9,60.0,1.1,0.6,14.0,14.6,1.3,,11.0,7.9,0.8,1.6
