game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,def_ff,def_pd,def_tackles,fielding_catches,fielding_runouts,gp,match_played
cricket-wbbl-2019-11-16-1188415,2019-11-16,2019,1,WBBL,Sydney Thunder,Brisbane Heat,22.0,3.0,0.0,6.0,30.0,1.0,,,,,,,1.0
cricket-wbbl-2019-11-22-1188423,2019-11-22,2019,1,WBBL,Hobart Hurricanes,Brisbane Heat,12.0,2.0,0.0,6.0,18.0,0.0,,,,,,,1.0
cricket-wbbl-2019-11-27-1188429,2019-11-27,2019,1,WBBL,Brisbane Heat,Melbourne Renegades,5.0,0.0,1.0,5.0,8.0,1.0,,,,,,,1.0
cricket-wbbl-2019-12-01-1188437,2019-12-01,2019,1,WBBL,Melbourne Stars,Brisbane Heat,13.0,0.0,0.0,3.0,21.0,2.0,,,,1.0,,,1.0
cricket-wbbl-2019-12-07-1188439,2019-12-07,2019,1,WBBL,Brisbane Heat,Melbourne Renegades,2.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0
cricket-wbbl-2019-12-08-1188440,2019-12-08,2019,1,WBBL,Adelaide Strikers,Brisbane Heat,11.0,3.0,1.0,6.0,19.0,0.0,,,,,,,1.0
cricket-wbbl-2020-10-25-1226908,2020-10-25,2020,1,WBBL,Perth Scorchers,Brisbane Heat,3.0,1.0,1.0,5.0,5.0,0.0,,,,,,,1.0
cricket-wbbl-2020-11-01-1226918,2020-11-01,2020,1,WBBL,Sydney Thunder,Brisbane Heat,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0
cricket-wbbl-2020-11-04-1226924,2020-11-04,2020,1,WBBL,Sydney Sixers,Brisbane Heat,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0
cricket-wbbl-2020-11-08-1226931,2020-11-08,2020,1,WBBL,Melbourne Stars,Brisbane Heat,3.0,0.0,0.0,5.0,2.0,0.0,,,,,,,1.0
cricket-wbbl-2020-11-14-1226938,2020-11-14,2020,1,WBBL,Brisbane Heat,Adelaide Strikers,17.0,4.0,0.0,5.0,41.0,3.0,,,,,,,1.0
cricket-wbbl-2020-11-17-1226946,2020-11-17,2020,1,WBBL,Sydney Sixers,Brisbane Heat,10.0,3.0,0.0,6.0,23.0,1.0,,,,1.0,,,1.0
cricket-wbbl-2020-11-18-1226949,2020-11-18,2020,1,WBBL,Perth Scorchers,Brisbane Heat,17.0,4.0,1.0,6.0,40.0,3.0,,,,1.0,,,1.0
cricket-wbbl-2020-11-21-1226953,2020-11-21,2020,1,WBBL,Melbourne Stars,Brisbane Heat,5.0,3.0,1.0,6.0,19.0,1.0,,,,,,,1.0
cricket-wbbl-2020-11-22-1226960,2020-11-22,2020,1,WBBL,Brisbane Heat,Melbourne Renegades,3.0,0.0,0.0,7.0,2.0,0.0,,,,,,,1.0
cricket-wbbl-2020-11-26-1226962,2020-11-26,2020,1,WBBL,Sydney Thunder,Brisbane Heat,17.0,2.0,0.0,6.0,37.0,4.0,,,,,,,1.0
cricket-hnd-2021-07-24-1252703,2021-07-24,2021,1,HND,Welsh Fire,Northern Superchargers,,,,,,,,,,1.0,,,1.0
cricket-hnd-2021-07-26-1252706,2021-07-26,2021,1,HND,Northern Superchargers,Trent Rockets,13.0,7.0,0.0,4.0,31.0,0.0,,,,1.0,,,1.0
cricket-hnd-2021-07-31-1252712,2021-07-31,2021,1,HND,Northern Superchargers,Oval Invincibles,3.0,1.0,0.0,6.0,5.0,0.0,,,,2.0,,,1.0
cricket-hnd-2021-08-03-1252716,2021-08-03,2021,1,HND,Northern Superchargers,London Spirit,6.0,1.0,1.0,5.0,15.0,1.0,,,,,,,1.0
cricket-hnd-2021-08-17-1252730,2021-08-17,2021,1,HND,Birmingham Phoenix,Northern Superchargers,13.0,1.0,0.0,4.0,10.0,0.0,,,,,,,1.0
cricket-wbbl-2021-10-17-1269058,2021-10-17,2021,1,WBBL,Perth Scorchers,Brisbane Heat,10.0,1.0,0.0,6.0,8.0,0.0,,,,,,,1.0
cricket-wbbl-2021-10-19-1269061,2021-10-19,2021,1,WBBL,Brisbane Heat,Perth Scorchers,8.0,1.0,0.0,4.0,9.0,0.0,,,,,,,1.0
cricket-wbbl-2021-10-24-1269068,2021-10-24,2021,1,WBBL,Brisbane Heat,Adelaide Strikers,1.0,0.0,0.0,4.0,0.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2021-10-26-1269072,2021-10-26,2021,1,WBBL,Hobart Hurricanes,Brisbane Heat,,,,,,,,,,1.0,,,1.0
cricket-wbbl-2021-10-30-1269078,2021-10-30,2021,1,WBBL,Brisbane Heat,Hobart Hurricanes,3.0,0.0,0.0,3.0,2.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2021-10-31-1269081,2021-10-31,2021,1,WBBL,Brisbane Heat,Melbourne Stars,10.0,0.0,0.0,6.0,5.0,0.0,,,,,,,1.0
cricket-wbbl-2021-11-06-1269085,2021-11-06,2021,1,WBBL,Melbourne Renegades,Brisbane Heat,21.0,4.0,0.0,6.0,42.0,3.0,,,,,,,1.0
cricket-wbbl-2021-11-07-1269088,2021-11-07,2021,1,WBBL,Sydney Thunder,Brisbane Heat,6.0,1.0,0.0,5.0,11.0,1.0,,,,,,,1.0
cricket-wbbl-2021-11-09-1269091,2021-11-09,2021,1,WBBL,Sydney Sixers,Brisbane Heat,15.0,1.0,1.0,4.0,23.0,2.0,,,,1.0,,,1.0
cricket-wbbl-2021-11-13-1269098,2021-11-13,2021,1,WBBL,Sydney Sixers,Brisbane Heat,10.0,2.0,0.0,7.0,16.0,1.0,,,,,,,1.0
cricket-wbbl-2021-11-14-1269099,2021-11-14,2021,1,WBBL,Brisbane Heat,Adelaide Strikers,11.0,2.0,1.0,7.0,22.0,1.0,,,,,,,1.0
cricket-wbbl-2021-11-19-1269104,2021-11-19,2021,1,WBBL,Sydney Thunder,Brisbane Heat,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0
cricket-wbbl-2021-11-20-1269108,2021-11-20,2021,1,WBBL,Brisbane Heat,Melbourne Renegades,5.0,1.0,0.0,4.0,7.0,0.0,,,,3.0,,,1.0
cricket-wbbl-2021-11-24-1269111,2021-11-24,2021,1,WBBL,Brisbane Heat,Adelaide Strikers,4.0,0.0,0.0,6.0,3.0,0.0,,,,,,,1.0
cricket-wbbl-2022-10-13-1323554,2022-10-13,2022,1,WBBL,Brisbane Heat,Sydney Sixers,3.0,0.0,0.0,4.0,1.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2022-10-15-1323557,2022-10-15,2022,1,WBBL,Brisbane Heat,Melbourne Stars,5.0,1.0,1.0,5.0,8.0,0.0,,,,,,,1.0
cricket-wbbl-2022-10-18-1323562,2022-10-18,2022,1,WBBL,Brisbane Heat,Melbourne Renegades,4.0,0.0,1.0,3.0,8.0,1.0,,,,,,,1.0
cricket-wbbl-2022-10-21-1323565,2022-10-21,2022,1,WBBL,Brisbane Heat,Melbourne Renegades,5.0,2.0,0.0,6.0,14.0,1.0,,,,1.0,,,1.0
cricket-wbbl-2022-10-25-1323571,2022-10-25,2022,1,WBBL,Sydney Thunder,Brisbane Heat,2.0,1.0,0.0,5.0,4.0,0.0,,,,,,,1.0
cricket-wbbl-2022-10-27-1323572,2022-10-27,2022,1,WBBL,Adelaide Strikers,Brisbane Heat,2.0,0.0,0.0,7.0,1.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2022-10-29-1323576,2022-10-29,2022,1,WBBL,Perth Scorchers,Brisbane Heat,4.0,1.0,0.0,6.0,6.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2022-11-06-1323585,2022-11-06,2022,1,WBBL,Hobart Hurricanes,Brisbane Heat,29.0,9.0,1.0,6.0,68.0,3.0,,,,,,,1.0
cricket-wbbl-2022-11-09-1323589,2022-11-09,2022,1,WBBL,Brisbane Heat,Perth Scorchers,4.0,1.0,0.0,6.0,11.0,1.0,,,,1.0,,,1.0
cricket-wbbl-2022-11-12-1323594,2022-11-12,2022,1,WBBL,Brisbane Heat,Hobart Hurricanes,20.0,5.0,0.0,5.0,32.0,0.0,,,,,,,1.0
cricket-wbbl-2022-11-14-1323598,2022-11-14,2022,1,WBBL,Brisbane Heat,Adelaide Strikers,7.0,2.0,0.0,6.0,20.0,2.0,,,,1.0,,,1.0
cricket-wbbl-2022-11-16-1323602,2022-11-16,2022,1,WBBL,Brisbane Heat,Sydney Sixers,14.0,3.0,0.0,5.0,13.0,0.0,,,,,,,1.0
cricket-wbbl-2022-11-20-1323608,2022-11-20,2022,1,WBBL,Brisbane Heat,Melbourne Stars,5.0,0.0,0.0,4.0,7.0,1.0,,,,,,,1.0
cricket-wbbl-2022-11-23-1341266,2022-11-23,2022,1,WBBL,Brisbane Heat,Hobart Hurricanes,14.0,6.0,0.0,6.0,44.0,3.0,,,,,,,1.0
cricket-wbbl-2022-11-24-1341267,2022-11-24,2022,1,WBBL,Brisbane Heat,Adelaide Strikers,14.0,8.0,0.0,6.0,33.0,0.0,,,,,,,1.0
cricket-hnd-2023-08-04-1355576,2023-08-04,2023,1,HND,Welsh Fire,Southern Brave,7.0,2.0,0.0,3.0,20.0,2.0,,,,,,,1.0
cricket-hnd-2023-08-06-1355580,2023-08-06,2023,1,HND,Oval Invincibles,Welsh Fire,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0
cricket-hnd-2023-08-10-1355585,2023-08-10,2023,1,HND,Welsh Fire,Birmingham Phoenix,4.0,0.0,0.0,4.0,1.0,0.0,,,,,,,1.0
cricket-hnd-2023-08-12-1355588,2023-08-12,2023,1,HND,Welsh Fire,Southern Brave,8.0,3.0,0.0,4.0,19.0,1.0,,,,1.0,,,1.0
cricket-hnd-2023-08-14-1355591,2023-08-14,2023,1,HND,Welsh Fire,Trent Rockets,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,1.0
cricket-hnd-2023-08-20-1355599,2023-08-20,2023,1,HND,Welsh Fire,London Spirit,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0
cricket-hnd-2023-08-22-1355601,2023-08-22,2023,1,HND,Northern Superchargers,Welsh Fire,20.0,5.0,0.0,5.0,37.0,2.0,,,,,,,1.0
cricket-hnd-2023-08-26-1355604,2023-08-26,2023,1,HND,Welsh Fire,Northern Superchargers,5.0,1.0,1.0,4.0,14.0,1.0,,,,,,,1.0
cricket-wbbl-2023-11-24-1387223,2023-11-24,2023,1,WBBL,Brisbane Heat,Sydney Thunder,9.0,2.0,0.0,5.0,19.0,1.0,,,,,,,1.0
cricket-wbbl-2023-11-28-1409205,2023-11-28,2023,1,WBBL,Brisbane Heat,Sydney Thunder,5.0,1.0,0.0,5.0,12.0,1.0,,,,,1.0,,1.0
cricket-wbbl-2023-11-29-1409206,2023-11-29,2023,1,WBBL,Brisbane Heat,Perth Scorchers,11.0,2.0,0.0,5.0,24.0,2.0,,,,,,,1.0
cricket-wbbl-2023-12-02-1387228,2023-12-02,2023,1,WBBL,Adelaide Strikers,Brisbane Heat,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0
cricket-hnd-2024-07-23-1417824,2024-07-23,2024,1,HND,Oval Invincibles,Birmingham Phoenix,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0
cricket-hnd-2024-07-28-1417829,2024-07-28,2024,1,HND,Welsh Fire,Oval Invincibles,2.0,1.0,0.0,5.0,4.0,0.0,,,,,,,1.0
cricket-hnd-2024-08-17-1417856,2024-08-17,2024,1,HND,Oval Invincibles,London Spirit,7.0,2.0,0.0,5.0,16.0,1.0,,,,,,,1.0
cricket-wbbl-2024-10-27-1442646,2024-10-27,2024,1,WBBL,Adelaide Strikers,Brisbane Heat,6.0,2.0,0.0,6.0,9.0,0.0,,,,,,,1.0
cricket-wbbl-2024-10-30-1442651,2024-10-30,2024,1,WBBL,Brisbane Heat,Melbourne Renegades,16.0,2.0,0.0,6.0,31.0,3.0,,,,1.0,,,1.0
cricket-wbbl-2024-11-02-1442655,2024-11-02,2024,1,WBBL,Brisbane Heat,Hobart Hurricanes,11.0,3.0,0.0,4.0,21.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2024-11-05-1442659,2024-11-05,2024,1,WBBL,Perth Scorchers,Brisbane Heat,21.0,3.0,0.0,7.0,40.0,4.0,,,,,,,1.0
cricket-wbbl-2024-11-07-1442661,2024-11-07,2024,1,WBBL,Sydney Thunder,Brisbane Heat,11.0,1.0,0.0,5.0,8.0,0.0,,,,,,,1.0
cricket-wbbl-2024-11-09-1442665,2024-11-09,2024,1,WBBL,Brisbane Heat,Adelaide Strikers,4.0,1.0,0.0,5.0,5.0,0.0,,,,,,,1.0
cricket-wbbl-2024-11-14-1442671,2024-11-14,2024,1,WBBL,Brisbane Heat,Sydney Sixers,6.0,3.0,0.0,5.0,12.0,0.0,,,,,,,1.0
cricket-wbbl-2024-11-17-1442675,2024-11-17,2024,1,WBBL,Melbourne Stars,Brisbane Heat,5.0,1.0,0.0,5.0,10.0,1.0,,,,,,,1.0
cricket-wbbl-2024-11-22-1442681,2024-11-22,2024,1,WBBL,Melbourne Stars,Brisbane Heat,8.0,1.0,0.0,2.0,11.0,1.0,,,,,,,1.0
cricket-wbbl-2024-11-24-1442685,2024-11-24,2024,1,WBBL,Sydney Sixers,Brisbane Heat,5.0,1.0,1.0,7.0,12.0,1.0,,,,,,,1.0
cricket-wbbl-2024-12-01-1442688,2024-12-01,2024,1,WBBL,Melbourne Renegades,Brisbane Heat,1.0,0.0,0.0,6.0,0.0,0.0,,,,1.0,,,1.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,,,,,,1.0,2.0,58.0,,,8.0,
cricket-wbbl-2025-11-09-1494527,2025-11-09,2025,1,WBBL,Sydney Thunder,Hobart Hurricanes,7.0,2.0,0.0,6.0,20.0,2.0,,,,,,,1.0
cricket-wbbl-2025-11-11-1494530,2025-11-11,2025,1,WBBL,Sydney Thunder,Melbourne Renegades,4.0,2.0,0.0,7.0,8.0,0.0,,,,,,,1.0
cricket-wbbl-2025-11-15-1494536,2025-11-15,2025,1,WBBL,Sydney Sixers,Sydney Thunder,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0
cricket-wbbl-2025-11-21-1494543,2025-11-21,2025,1,WBBL,Sydney Thunder,Brisbane Heat,1.0,0.0,0.0,5.0,0.0,0.0,,,,1.0,,,1.0
cricket-wbbl-2025-11-23-1494546,2025-11-23,2025,1,WBBL,Sydney Thunder,Melbourne Renegades,3.0,0.0,0.0,6.0,2.0,0.0,,,,,,,1.0
cricket-wbbl-2025-11-30-1494556,2025-11-30,2025,1,WBBL,Sydney Thunder,Sydney Sixers,11.0,2.0,1.0,7.0,21.0,2.0,,,,,,,1.0
cricket-wbbl-2025-12-03-1494560,2025-12-03,2025,1,WBBL,Sydney Thunder,Brisbane Heat,6.0,3.0,0.0,7.0,13.0,0.0,,,,,,,1.0
cricket-wbbl-2025-12-06-1494563,2025-12-06,2025,1,WBBL,Melbourne Stars,Sydney Thunder,2.0,1.0,1.0,3.0,5.0,0.0,,,,,,,1.0
