game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2021_8_21_WPG@TOR,2021-08-21,2021,1,CFL,WPG,TOR,,,,60.0,3.0,3.0,60.0,,155.0,,,,,,1.0,,,,,,
FOOTBALL_CFL_2021_8_29_CGY@WPG,2021-08-29,2021,1,CFL,CGY,WPG,,,,72.0,4.0,4.0,72.0,,260.0,,,,,,12.0,4.0,4.0,50.0,12.0,1.0,
FOOTBALL_CFL_2021_8_5_HAM@WPG,2021-08-05,2021,1,CFL,HAM,WPG,,,,63.0,3.0,3.0,59.0,,175.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_11_SSK@WPG,2021-09-11,2021,1,CFL,SSK,WPG,,,,76.0,6.0,5.0,92.0,,373.0,,,,,,3.0,1.0,,,3.0,5.0,3.0
FOOTBALL_CFL_2021_9_18_WPG@EDM,2021-09-18,2021,1,CFL,WPG,EDM,,,,62.0,4.0,3.0,21.0,,179.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_5_WPG@SSK,2021-09-05,2021,1,CFL,WPG,SSK,,,,72.0,5.0,5.0,94.0,,324.0,,,,,,5.0,3.0,1.0,37.0,5.0,2.0,2.0
FOOTBALL_CFL_2022_10_15_WPG@BC,2022-10-15,2022,1,CFL,WPG,BC,,,,69.0,6.0,5.0,152.0,,368.0,,,,,,6.0,4.0,1.0,38.0,6.0,3.0,3.0
FOOTBALL_CFL_2022_10_28_BC@WPG,2022-10-28,2022,1,CFL,BC,WPG,,,,73.0,4.0,4.0,104.0,,280.0,,,,,,6.0,1.0,1.0,13.0,6.0,3.0,3.0
FOOTBALL_CFL_2022_10_8_EDM@WPG,2022-10-08,2022,1,CFL,EDM,WPG,,,,69.0,8.0,8.0,175.0,,500.0,,,,,,12.0,2.0,2.0,43.0,12.0,6.0,6.0
FOOTBALL_CFL_2022_11_13_BC@WPG,2022-11-13,2022,1,CFL,BC,WPG,,,,66.0,4.0,4.0,70.0,,250.0,,,,,,10.0,3.0,3.0,44.0,10.0,3.0,1.0
FOOTBALL_CFL_2022_11_20_TOR@WPG,2022-11-20,2022,1,CFL,TOR,WPG,,,,64.0,4.0,4.0,80.0,,234.0,,,,,,5.0,2.0,1.0,45.0,5.0,3.0,2.0
FOOTBALL_CFL_2022_6_10_OTT@WPG,2022-06-10,2022,1,CFL,OTT,WPG,,,,66.0,4.0,4.0,68.0,,253.0,,,,,,7.0,2.0,2.0,25.0,7.0,2.0,1.0
FOOTBALL_CFL_2022_6_17_WPG@OTT,2022-06-17,2022,1,CFL,WPG,OTT,,,,74.0,3.0,2.0,48.0,,196.0,,,,,,7.0,2.0,2.0,30.0,6.0,1.0,
FOOTBALL_CFL_2022_6_24_HAM@WPG,2022-06-24,2022,1,CFL,HAM,WPG,,,,75.0,3.0,3.0,94.0,,208.0,,,,,,14.0,3.0,3.0,45.0,11.0,2.0,2.0
FOOTBALL_CFL_2022_7_15_CGY@WPG,2022-07-15,2022,1,CFL,CGY,WPG,,,,68.0,5.0,5.0,134.0,,318.0,1.0,-4.0,-4.0,,,8.0,2.0,2.0,48.0,8.0,3.0,2.0
FOOTBALL_CFL_2022_7_22_WPG@EDM,2022-07-22,2022,1,CFL,WPG,EDM,,,,66.0,4.0,4.0,67.0,,247.0,,,,,,6.0,1.0,1.0,20.0,6.0,3.0,3.0
FOOTBALL_CFL_2022_7_30_WPG@CGY,2022-07-30,2022,1,CFL,WPG,CGY,,,,74.0,7.0,7.0,154.0,,443.0,,,,,,11.0,2.0,2.0,40.0,10.0,4.0,4.0
FOOTBALL_CFL_2022_7_4_WPG@TOR,2022-07-04,2022,1,CFL,WPG,TOR,,,,67.0,4.0,4.0,82.0,,247.0,,,,,,11.0,3.0,3.0,32.0,11.0,2.0,2.0
FOOTBALL_CFL_2022_7_9_WPG@BC,2022-07-09,2022,1,CFL,WPG,BC,,,,66.0,6.0,6.0,109.0,,371.0,,,,,,13.0,5.0,3.0,46.0,13.0,5.0,4.0
FOOTBALL_CFL_2022_8_11_MTL@WPG,2022-08-11,2022,1,CFL,MTL,WPG,,,,67.0,3.0,3.0,91.0,,198.0,,,,,,5.0,3.0,1.0,45.0,5.0,2.0,2.0
FOOTBALL_CFL_2022_8_25_CGY@WPG,2022-08-25,2022,1,CFL,CGY,WPG,,,,68.0,5.0,5.0,67.0,,323.0,,,,,,7.0,1.0,1.0,32.0,7.0,4.0,4.0
FOOTBALL_CFL_2022_8_4_WPG@MTL,2022-08-04,2022,1,CFL,WPG,MTL,,,,67.0,6.0,6.0,149.0,,374.0,,,,,,5.0,,,,5.0,5.0,5.0
FOOTBALL_CFL_2022_9_10_SSK@WPG,2022-09-10,2022,1,CFL,SSK,WPG,,,,88.0,8.0,8.0,219.0,1.0,529.0,,,,,,12.0,2.0,2.0,45.0,12.0,7.0,6.0
FOOTBALL_CFL_2022_9_17_WPG@HAM,2022-09-17,2022,1,CFL,WPG,HAM,,,,70.0,4.0,4.0,76.0,,248.0,,,,,,13.0,3.0,3.0,36.0,12.0,3.0,3.0
FOOTBALL_CFL_2022_9_30_SSK@WPG,2022-09-30,2022,1,CFL,SSK,WPG,,,,68.0,6.0,6.0,93.0,,376.0,,,,,,7.0,1.0,1.0,22.0,7.0,4.0,4.0
FOOTBALL_CFL_2022_9_4_WPG@SSK,2022-09-04,2022,1,CFL,WPG,SSK,,,,75.0,4.0,4.0,88.0,,271.0,,,,,,8.0,2.0,2.0,55.0,8.0,2.0,2.0
SYNTHETIC_CFL_2022_W1_WPG,,2022,1,CFL,,,,45.0,0.0,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W3_WPG,,2022,3,CFL,,,,116.0,0.0,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_WPG,,2022,4,CFL,,,,67.0,0.0,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W5_WPG,,2022,5,CFL,,,,114.0,2.0,,,,,,,,,,,,,,,,,,
6231,2022-07-15,2022,6,CFL,CGY,WPG,,65.0,0.0,,,,,,,,,,0.0,-4.0,,,,,,,
6236,2022-07-22,2022,7,CFL,WPG,EDM,,20.0,0.0,,,,,,,,,,,,,,,,,,
6240,2022-07-30,2022,8,CFL,WPG,CGY,,52.0,0.0,,,,,,,,,,,,,,,,,,
6246,2022-08-11,2022,10,CFL,MTL,WPG,,45.0,2.0,,,,,,,,,,,,,,,,,,
6254,2022-08-25,2022,12,CFL,CGY,WPG,,32.0,0.0,,,,,,,,,,,,,,,,,,
6259,2022-09-04,2022,13,CFL,WPG,SSK,,96.0,0.0,,,,,,,,,,,,,,,,,,
6267,2022-09-17,2022,15,CFL,WPG,HAM,,96.0,0.0,,,,,,,,,,,,,,,,,,
6272,2022-09-30,2022,17,CFL,SSK,WPG,,22.0,0.0,,,,,,,,,,,,,,,,,,
6283,2022-10-15,2022,19,CFL,WPG,BC,,38.0,3.0,,,,,,,,,,,,,,,,,,
9889292,2023-06-23,2023,3,CFL,MTL,HAM,,127.0,,,,,,,,,,,,,,,,,,,
9889300,2023-07-08,2023,5,CFL,OTT,HAM,,143.0,,,,,,,,,,,,,,,,,,,
9889302,2023-07-13,2023,6,CFL,HAM,EDM,4.0,65.0,,,,,,,,,,,,,,,,,,,
9889307,2023-07-21,2023,7,CFL,TOR,HAM,,76.0,,,,,,,,,,,,,,,,,,,
9889310,2023-07-28,2023,8,CFL,HAM,OTT,1.0,25.0,,,,,,,,,,,,,,,,,,,
9889316,2023-08-05,2023,9,CFL,MTL,HAM,1.0,57.0,1.0,,,,,,,,,,,,,,,,,,
9889322,2023-08-17,2023,11,CFL,EDM,HAM,,20.0,3.0,,,,,,,,,,,,,,,,,,
9889328,2023-08-26,2023,12,CFL,HAM,BC,4.0,95.0,,,,,,,,,,,,,,,,,,,
9889332,2023-09-04,2023,13,CFL,TOR,HAM,1.0,74.0,1.0,,,,,,,,,,,,,,,,,,
9889334,2023-09-08,2023,14,CFL,HAM,OTT,3.0,52.0,,,,,,,,,,,,,,,,,,,
9889340,2023-09-16,2023,15,CFL,WPG,HAM,3.0,67.0,,,,,,,,,,,,,,,,,,,
9889345,2023-09-23,2023,16,CFL,HAM,TOR,1.0,63.0,1.0,,,,,,,,,,,,,,,,,,
9889349,2023-09-30,2023,17,CFL,CGY,HAM,1.0,93.0,,,,,,,,,,,,,,,,,,,
9889352,2023-10-07,2023,18,CFL,HAM,SSK,5.0,74.0,,,,,,,,,,,,,,,,,,,
9889354,2023-10-13,2023,19,CFL,BC,HAM,3.0,105.0,,,,,,,,,,,,,,,,,,,
9889362,2023-10-28,2023,21,CFL,HAM,MTL,2.0,60.0,,,,,,,,,,,,,,,,,,,
10798017,2024-06-07,2024,1,CFL,HAM,CGY,1.0,87.0,,,,,,,,,,,,,,,,,,,
10798143,2024-05-25,2024,2,CFL,OTT,HAM,2.0,94.0,,,,,,,,,,,,,,,,,,,
10798027,2024-06-23,2024,3,CFL,HAM,SSK,2.0,,,,,,,,,,,,,,,,,,,,
10798031,2024-06-30,2024,4,CFL,HAM,OTT,1.0,102.0,,,,,,,,,,,,,,,,,,,
10798035,2024-07-07,2024,5,CFL,BC,HAM,3.0,50.0,,,,,,,,,,,,,,,,,,,
10798042,2024-07-20,2024,7,CFL,TOR,HAM,3.0,49.0,,,,,,,,,,,,,,,,,,,
10798047,2024-07-28,2024,8,CFL,HAM,EDM,4.0,127.0,,,,,,,,,,,,,,,,,,,
10798049,2024-08-02,2024,9,CFL,MTL,HAM,1.0,,,,,,,,,,,,,,,,,,,,
10798054,2024-08-10,2024,10,CFL,HAM,MTL,2.0,74.0,,,,,,,,,,,,,,,,,,,
10798058,2024-08-17,2024,11,CFL,EDM,HAM,1.0,32.0,,,,,,,,,,,,,,,,,,,
10798061,2024-08-23,2024,12,CFL,HAM,WPG,2.0,122.0,,,,,,,,,,,,,,,,,,,
10798066,2024-09-02,2024,13,CFL,TOR,HAM,3.0,112.0,,,,,,,,,,,,,,,,,,,
10798073,2024-09-14,2024,15,CFL,OTT,HAM,3.0,66.0,,,,,,,,,,,,,,,,,,,
10798075,2024-09-20,2024,16,CFL,HAM,TOR,2.0,166.0,,,,,,,,,,,,,,,,,,,
10798080,2024-09-27,2024,17,CFL,HAM,BC,1.0,48.0,,,,,,,,,,,,,,,,,,,
10798083,2024-10-04,2024,18,CFL,WPG,HAM,1.0,15.0,,,,,,,,,,,,,,,,,,,
10798090,2024-10-18,2024,20,CFL,CGY,HAM,3.0,82.0,,,,,,,,,,,,,,,,,,,
10798093,2024-10-25,2024,21,CFL,HAM,OTT,1.0,123.0,,,,,,,,,,,,,,,,,,,
11824047,2025-06-07,2025,1,CFL,HAM,CGY,,72.0,,,,,,,,,,,,,,,,,,,
11824052,2025-06-14,2025,2,CFL,SSK,HAM,2.0,110.0,,,,,,,,,,,,,,,,,,,
11824058,2025-06-27,2025,4,CFL,MTL,HAM,4.0,79.0,,,,,,,,,,,,,,,,,,,
11824062,2025-07-04,2025,5,CFL,HAM,TOR,7.0,44.0,,,,,,,,,,,,,,,,,,,
11824066,2025-07-12,2025,6,CFL,OTT,HAM,1.0,95.0,,,,,,,,,,,,,,,,,,,
11824071,2025-07-20,2025,7,CFL,HAM,OTT,3.0,89.0,,,,,,,,,,,,,,,,,,,
11824075,2025-07-27,2025,8,CFL,HAM,BC,4.0,76.0,,,,,,,,,,,,,,,,,,,
11824078,2025-08-02,2025,9,CFL,HAM,EDM,4.0,,,,,,,,,,,,,,,,,,,,
11824080,2025-08-07,2025,10,CFL,BC,HAM,3.0,115.0,,,,,,,,,,,,,,,,,,,
11824086,2025-08-16,2025,11,CFL,HAM,SSK,,71.0,,,,,,,,,,,,,,,,,,,
11824093,2025-09-01,2025,13,CFL,TOR,HAM,3.0,49.0,,,,,,,,,,,,,,,,,,,
11824096,2025-09-06,2025,14,CFL,HAM,MTL,2.0,136.0,,,,,,,,,,,,,,,,,,,
11824099,2025-09-12,2025,15,CFL,WPG,HAM,2.0,114.0,,,,,,,,,,,,,,,,,,,
11824109,2025-09-27,2025,17,CFL,HAM,WPG,,55.0,,,,,,,,,,,,,,,,,,,
11824112,2025-10-04,2025,18,CFL,HAM,TOR,5.0,95.0,,,,,,,,,,,,,,,,,,,
11824115,2025-10-11,2025,19,CFL,CGY,HAM,2.0,69.0,,,,,,,,,,,,,,,,,,,
11824122,2025-10-24,2025,21,CFL,OTT,HAM,2.0,238.0,,,,,,,,,,,,,,,,,,,
