game_id,date,season,week,league,away,home,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_2025_W1_MTL,2025-06-06,2025,1,CFL,TOR,MTL,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W2_MTL,2025-06-13,2025,2,CFL,MTL,OTT,1.0,,1.0,344.0,1.0,4.0
SYNTHETIC_CFL_2025_W3_MTL,2025-06-19,2025,3,CFL,MTL,EDM,0.0,,3.0,331.0,0.0,19.0
SYNTHETIC_CFL_2025_W4_MTL,2025-06-27,2025,4,CFL,MTL,HAM,2.0,,1.0,203.0,0.0,24.0
SYNTHETIC_CFL_2025_W5_MTL,2025-07-05,2025,5,CFL,BC,MTL,0.0,,2.0,206.0,0.0,23.0
SYNTHETIC_CFL_2025_W6_MTL,,2025,6,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W7_MTL,2025-07-17,2025,7,CFL,TOR,MTL,1.0,,1.0,303.0,1.0,23.0
SYNTHETIC_CFL_2025_W8_MTL,2025-07-24,2025,8,CFL,MTL,CGY,1.0,,1.0,322.0,0.0,8.0
SYNTHETIC_CFL_2025_W9_MTL,2025-08-02,2025,9,CFL,SSK,MTL,1.0,,0.0,132.0,0.0,19.0
SYNTHETIC_CFL_2025_W10_MTL,2025-08-08,2025,10,CFL,EDM,MTL,1.0,,1.0,192.0,0.0,11.0
SYNTHETIC_CFL_2025_W11_MTL,2025-08-16,2025,11,CFL,MTL,BC,1.0,,1.0,243.0,0.0,0.0
SYNTHETIC_CFL_2025_W12_MTL,2025-08-21,2025,12,CFL,WPG,MTL,2.0,,1.0,242.0,0.0,6.0
SYNTHETIC_CFL_2025_W13_MTL,,2025,13,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W14_MTL,2025-09-06,2025,14,CFL,HAM,MTL,1.0,,0.0,146.0,0.0,11.0
SYNTHETIC_CFL_2025_W15_MTL,2025-09-13,2025,15,CFL,MTL,SSK,0.0,,3.0,379.0,0.0,12.0
SYNTHETIC_CFL_2025_W16_MTL,2025-09-19,2025,16,CFL,MTL,TOR,3.0,,2.0,228.0,0.0,1.0
SYNTHETIC_CFL_2025_W17_MTL,2025-09-26,2025,17,CFL,CGY,MTL,0.0,,1.0,350.0,0.0,8.0
SYNTHETIC_CFL_2025_W18_MTL,,2025,18,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W19_MTL,2025-10-13,2025,19,CFL,OTT,MTL,0.0,,1.0,240.0,0.0,6.0
SYNTHETIC_CFL_2025_W20_MTL,2025-10-18,2025,20,CFL,MTL,OTT,0.0,,2.0,328.0,0.0,9.0
SYNTHETIC_CFL_2025_W21_MTL,2025-10-25,2025,21,CFL,MTL,WPG,1.0,,0.0,182.0,0.0,0.0
