game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,def_solo,def_tot,fielding_catches,fielding_runouts,match_played,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,score_conv,score_p,score_pts,score_tot
FOOTBALL_CFL_2019_8_17_HAM@OTT,2019-08-17,2019,1,CFL,HAM,OTT,,,,,,,,,,,,,,,,,,,,,16.0,2.0,6.0,,2.0,22.0,,,,,,,,,,
FOOTBALL_CFL_2019_8_24_OTT@SSK,2019-08-24,2019,1,CFL,OTT,SSK,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,,1.0,6.0,,,,,,,,,,
FOOTBALL_CFL_2019_9_13_OTT@BC,2019-09-13,2019,1,CFL,OTT,BC,,,,,,,,,,,,,,,,,,,,,16.0,3.0,3.0,,17.0,23.0,,,,,,,,,,
FOOTBALL_CFL_2019_9_21_BC@OTT,2019-09-21,2019,1,CFL,BC,OTT,,,,,,,,,,,,,,,,,,,,,43.0,4.0,7.0,,10.0,88.0,,,,,,,,,,
FOOTBALL_CFL_2019_9_28_EDM@OTT,2019-09-28,2019,1,CFL,EDM,OTT,,,,,,,,,,,,,,,,,,,,,25.0,6.0,7.0,,34.0,71.0,18.0,7.0,65.0,,,,,,,
FOOTBALL_CFL_2019_9_7_TOR@OTT,2019-09-07,2019,1,CFL,TOR,OTT,,,,,,,,,,,,,,,,,,,,,17.0,2.0,6.0,,3.0,26.0,,,,,,,,,,
SYNTHETIC_CFL_2022_W5_OTT,,2022,5,CFL,,,,,,,,,,,,,,,,,,,,0.0,30.0,2.0,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W6_OTT,2022-07-16,2022,6,CFL,OTT,HAM,,,,,,,,,,,,,,,,,,0.0,29.0,3.0,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W7_OTT,2022-07-21,2022,7,CFL,MTL,OTT,,,,,,,,,,,,,,,,,,0.0,33.0,3.0,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W20_OTT,2022-10-21,2022,20,CFL,OTT,HAM,,,,,,,,,,,,,,,,,,0.0,62.0,7.0,,,,,,,,,,,,,,,,
