game_id,date,season,week,league,away,home,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,rush_att,rush_lg,rush_yds,sacks,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm,tackles
FOOTBALL_CFL_2017_7_14_CGY@MTL,2017-07-14,2017,1,CFL,CGY,MTL,,,,,,,,72.0,5.0,5.0,100.0,,319.0,,,,,6.0,1.0,1.0,12.0,6.0,4.0,3.0,
FOOTBALL_CFL_2017_7_19_MTL@OTT,2017-07-19,2017,1,CFL,MTL,OTT,,,,,,,,79.0,3.0,3.0,67.0,,218.0,,,,,7.0,2.0,2.0,42.0,6.0,1.0,,
FOOTBALL_CFL_2017_7_27_MTL@WPG,2017-07-27,2017,1,CFL,MTL,WPG,,,,,,,,80.0,6.0,6.0,123.0,,397.0,,,,,16.0,4.0,4.0,35.0,16.0,4.0,4.0,
FOOTBALL_CFL_2017_7_6_BC@MTL,2017-07-06,2017,1,CFL,BC,MTL,,,,,,,,72.0,2.0,2.0,57.0,,143.0,,,,,10.0,3.0,3.0,51.0,10.0,1.0,1.0,
FOOTBALL_CFL_2017_8_11_TOR@MTL,2017-08-11,2017,1,CFL,TOR,MTL,,,,,,,,95.0,4.0,3.0,73.0,,309.0,,,,,9.0,3.0,2.0,21.0,8.0,2.0,2.0,
FOOTBALL_CFL_2017_8_19_MTL@TOR,2017-08-19,2017,1,CFL,MTL,TOR,,,,,,,,95.0,2.0,1.0,17.0,,162.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_8_24_WPG@MTL,2017-08-24,2017,1,CFL,WPG,MTL,,,,,,,,72.0,4.0,3.0,51.0,,285.0,,,,,11.0,3.0,3.0,48.0,11.0,2.0,2.0,
FOOTBALL_CFL_2017_8_31_OTT@MTL,2017-08-31,2017,1,CFL,OTT,MTL,,,,,,,,66.0,1.0,1.0,16.0,,66.0,,,,,4.0,2.0,1.0,53.0,3.0,,,
FOOTBALL_CFL_2017_9_17_OTT@MTL,2017-09-17,2017,1,CFL,OTT,MTL,,,,,,,,79.0,2.0,1.0,21.0,,143.0,,,,,3.0,2.0,1.0,43.0,3.0,,,
FOOTBALL_CFL_2017_9_23_MTL@TOR,2017-09-23,2017,1,CFL,MTL,TOR,,,,,,,,95.0,3.0,2.0,26.0,,210.0,,,,,5.0,1.0,1.0,18.0,4.0,1.0,1.0,
FOOTBALL_CFL_2017_9_29_MTL@CGY,2017-09-29,2017,1,CFL,MTL,CGY,,,,,,,,83.0,2.0,2.0,34.0,1.0,160.0,,,,,5.0,1.0,1.0,28.0,4.0,1.0,1.0,
FOOTBALL_CFL_2017_9_8_MTL@BC,2017-09-08,2017,1,CFL,MTL,BC,,,,,,,,74.0,6.0,5.0,134.0,,351.0,,,,,4.0,3.0,1.0,48.0,3.0,,,
FOOTBALL_CFL_2018_10_20_MTL@TOR,2018-10-20,2018,1,CFL,MTL,TOR,,,,,,,,71.0,3.0,3.0,56.0,,182.0,,,,,10.0,2.0,2.0,37.0,8.0,2.0,2.0,
FOOTBALL_CFL_2018_10_28_TOR@MTL,2018-10-28,2018,1,CFL,TOR,MTL,,,,,,,,72.0,5.0,5.0,92.0,,346.0,,,,,16.0,4.0,4.0,33.0,16.0,4.0,4.0,
FOOTBALL_CFL_2018_10_8_CGY@MTL,2018-10-08,2018,1,CFL,CGY,MTL,,,,,,,,77.0,1.0,1.0,20.0,,77.0,,,,,6.0,2.0,2.0,44.0,6.0,,,
FOOTBALL_CFL_2018_11_3_MTL@HAM,2018-11-03,2018,1,CFL,MTL,HAM,,,,,,,,78.0,6.0,6.0,141.0,,417.0,,,,,6.0,1.0,1.0,43.0,6.0,3.0,3.0,
FOOTBALL_CFL_2018_6_16_MTL@BC,2018-06-16,2018,1,CFL,MTL,BC,,,,,,,,75.0,2.0,2.0,42.0,,145.0,,,,,4.0,1.0,1.0,30.0,4.0,1.0,1.0,
FOOTBALL_CFL_2018_6_22_WPG@MTL,2018-06-22,2018,1,CFL,WPG,MTL,,,,,,,,81.0,2.0,2.0,38.0,,153.0,,,,,4.0,1.0,1.0,21.0,4.0,1.0,1.0,
FOOTBALL_CFL_2018_6_30_MTL@SSK,2018-06-30,2018,1,CFL,MTL,SSK,,,,,,,,80.0,4.0,4.0,120.0,,268.0,,,,,17.0,5.0,5.0,45.0,16.0,1.0,1.0,
FOOTBALL_CFL_2018_7_21_MTL@CGY,2018-07-21,2018,1,CFL,MTL,CGY,,,,,,,,95.0,2.0,6.0,50.0,,179.0,,,,,2.0,,,,1.0,1.0,1.0,
FOOTBALL_CFL_2018_7_26_EDM@MTL,2018-07-26,2018,1,CFL,EDM,MTL,,,,,,,,80.0,2.0,2.0,47.0,,157.0,,,,,7.0,2.0,2.0,52.0,7.0,1.0,1.0,
FOOTBALL_CFL_2018_7_6_OTT@MTL,2018-07-06,2018,1,CFL,OTT,MTL,,,,,,,,71.0,3.0,3.0,57.0,,209.0,,,,,6.0,1.0,1.0,44.0,5.0,2.0,2.0,
FOOTBALL_CFL_2018_8_11_MTL@OTT,2018-08-11,2018,1,CFL,MTL,OTT,,,,,,,,95.0,3.0,2.0,10.0,,245.0,,,,,5.0,,,,2.0,2.0,2.0,
FOOTBALL_CFL_2018_8_18_MTL@EDM,2018-08-18,2018,1,CFL,MTL,EDM,,,,,,,,73.0,4.0,4.0,92.0,,285.0,,,,,6.0,1.0,1.0,32.0,5.0,2.0,2.0,
FOOTBALL_CFL_2018_8_24_TOR@MTL,2018-08-24,2018,1,CFL,TOR,MTL,,,,,,,,95.0,4.0,3.0,68.0,,330.0,,,,,13.0,4.0,4.0,43.0,12.0,1.0,,
FOOTBALL_CFL_2018_8_31_MTL@OTT,2018-08-31,2018,1,CFL,MTL,OTT,,,,,,,,81.0,2.0,7.0,50.0,,161.0,,,,,15.0,4.0,4.0,44.0,13.0,1.0,1.0,
FOOTBALL_CFL_2018_8_3_HAM@MTL,2018-08-03,2018,1,CFL,HAM,MTL,,,,,,,,77.0,2.0,2.0,51.0,,151.0,,,,,3.0,1.0,1.0,30.0,3.0,,,
FOOTBALL_CFL_2018_9_14_BC@MTL,2018-09-14,2018,1,CFL,BC,MTL,,,,,,,,79.0,3.0,3.0,104.0,,232.0,,,,,8.0,2.0,2.0,46.0,7.0,1.0,1.0,
FOOTBALL_CFL_2018_9_21_MTL@WPG,2018-09-21,2018,1,CFL,MTL,WPG,,,,,,,,66.0,2.0,2.0,27.0,,131.0,,,,,8.0,2.0,2.0,47.0,7.0,1.0,1.0,
FOOTBALL_CFL_2018_9_30_SSK@MTL,2018-09-30,2018,1,CFL,SSK,MTL,,,,,,,,73.0,5.0,5.0,122.0,,343.0,,,,,5.0,1.0,1.0,18.0,5.0,3.0,2.0,
FOOTBALL_CFL_2019_10_12_MTL@WPG,2019-10-12,2019,1,CFL,MTL,WPG,,,,,,,,75.0,5.0,5.0,142.0,,346.0,1.0,-10.0,-10.0,,6.0,1.0,1.0,30.0,6.0,3.0,3.0,
FOOTBALL_CFL_2019_10_18_TOR@MTL,2019-10-18,2019,1,CFL,TOR,MTL,,,,,,,,71.0,5.0,5.0,96.0,,324.0,,,,,9.0,2.0,2.0,40.0,9.0,3.0,3.0,
FOOTBALL_CFL_2019_10_26_HAM@MTL,2019-10-26,2019,1,CFL,HAM,MTL,,,,,,,,71.0,5.0,5.0,115.0,,338.0,,,,,6.0,1.0,1.0,29.0,6.0,3.0,3.0,
FOOTBALL_CFL_2019_10_5_CGY@MTL,2019-10-05,2019,1,CFL,CGY,MTL,,,,,,,,70.0,4.0,4.0,81.0,,265.0,,,,,9.0,2.0,2.0,25.0,8.0,2.0,2.0,
FOOTBALL_CFL_2019_11_10_EDM@MTL,2019-11-10,2019,1,CFL,EDM,MTL,,,,,,,,71.0,5.0,5.0,107.0,,333.0,,,,,5.0,1.0,1.0,30.0,5.0,3.0,2.0,
FOOTBALL_CFL_2019_11_1_MTL@OTT,2019-11-01,2019,1,CFL,MTL,OTT,,,,,,,,94.0,7.0,4.0,113.0,,541.0,,,,,12.0,1.0,1.0,37.0,8.0,5.0,5.0,
FOOTBALL_CFL_2019_6_14_MTL@EDM,2019-06-14,2019,1,CFL,MTL,EDM,,,,,,,,81.0,7.0,7.0,131.0,,509.0,,,,,7.0,1.0,1.0,52.0,6.0,3.0,3.0,
FOOTBALL_CFL_2019_6_28_MTL@HAM,2019-06-28,2019,1,CFL,MTL,HAM,,,,,,,,80.0,2.0,2.0,68.0,,148.0,,,,,4.0,1.0,1.0,46.0,4.0,1.0,1.0,
FOOTBALL_CFL_2019_7_13_MTL@OTT,2019-07-13,2019,1,CFL,MTL,OTT,,,,,,,,76.0,6.0,6.0,117.0,,407.0,,,,,12.0,3.0,3.0,34.0,12.0,4.0,3.0,
FOOTBALL_CFL_2019_7_20_EDM@MTL,2019-07-20,2019,1,CFL,EDM,MTL,,,,,,,,72.0,3.0,3.0,48.0,,179.0,,,,,8.0,2.0,2.0,21.0,8.0,2.0,2.0,
FOOTBALL_CFL_2019_7_4_HAM@MTL,2019-07-04,2019,1,CFL,HAM,MTL,,,,,,,,77.0,5.0,5.0,133.0,,357.0,,,,,12.0,3.0,3.0,43.0,12.0,3.0,3.0,
FOOTBALL_CFL_2019_8_17_MTL@CGY,2019-08-17,2019,1,CFL,MTL,CGY,,,,,,,,95.0,4.0,2.0,64.0,,252.0,,,,,12.0,4.0,4.0,29.0,12.0,,,
FOOTBALL_CFL_2019_8_25_MTL@TOR,2019-08-25,2019,1,CFL,MTL,TOR,,,,,,,,77.0,5.0,5.0,130.0,,352.0,,,,,2.0,,,,2.0,2.0,2.0,
FOOTBALL_CFL_2019_8_2_OTT@MTL,2019-08-02,2019,1,CFL,OTT,MTL,,,,,,,,90.0,5.0,4.0,187.0,1.0,368.0,,,,,15.0,4.0,4.0,45.0,14.0,2.0,2.0,
FOOTBALL_CFL_2019_8_9_SSK@MTL,2019-08-09,2019,1,CFL,SSK,MTL,,,,,,,,69.0,2.0,2.0,55.0,,138.0,,,,,4.0,1.0,1.0,43.0,3.0,1.0,,
FOOTBALL_CFL_2019_9_14_MTL@SSK,2019-09-14,2019,1,CFL,MTL,SSK,,,,,,,,80.0,3.0,2.0,38.0,,221.0,,,,,11.0,3.0,3.0,32.0,10.0,1.0,1.0,
FOOTBALL_CFL_2019_9_21_WPG@MTL,2019-09-21,2019,1,CFL,WPG,MTL,,,,,,,,75.0,6.0,6.0,159.0,,416.0,,,,,8.0,1.0,1.0,25.0,8.0,5.0,5.0,
FOOTBALL_CFL_2019_9_28_MTL@BC,2019-09-28,2019,1,CFL,MTL,BC,,,,,,,,70.0,5.0,5.0,132.0,,331.0,,,,,5.0,1.0,1.0,16.0,5.0,2.0,2.0,
FOOTBALL_CFL_2019_9_6_BC@MTL,2019-09-06,2019,1,CFL,BC,MTL,,,,,,,,75.0,4.0,4.0,88.0,,280.0,,,,,3.0,,,,3.0,3.0,3.0,
FOOTBALL_CFL_2021_10_11_TOR@HAM,2021-10-11,2021,1,CFL,TOR,HAM,,,,,,,,70.0,3.0,3.0,56.0,,201.0,,,,,10.0,4.0,3.0,51.0,10.0,1.0,1.0,
FOOTBALL_CFL_2021_10_22_TOR@MTL,2021-10-22,2021,1,CFL,TOR,MTL,,,,,,,,67.0,3.0,3.0,48.0,,187.0,,,,,4.0,2.0,1.0,25.0,4.0,1.0,1.0,
FOOTBALL_CFL_2021_10_30_BC@TOR,2021-10-30,2021,1,CFL,BC,TOR,,,,,,,,76.0,2.0,2.0,40.0,,149.0,,,,,17.0,5.0,5.0,52.0,16.0,1.0,1.0,
FOOTBALL_CFL_2021_10_6_OTT@TOR,2021-10-06,2021,1,CFL,OTT,TOR,,,,,,,,74.0,6.0,6.0,130.0,,419.0,,,,,5.0,,,,4.0,4.0,4.0,
FOOTBALL_CFL_2021_11_12_HAM@TOR,2021-11-12,2021,1,CFL,HAM,TOR,,,,,,,,73.0,4.0,3.0,56.0,,249.0,,,,,13.0,3.0,3.0,39.0,12.0,3.0,3.0,
FOOTBALL_CFL_2021_11_6_TOR@OTT,2021-11-06,2021,1,CFL,TOR,OTT,,,,,,,,65.0,5.0,5.0,176.0,1.0,307.0,,,,,15.0,5.0,5.0,50.0,15.0,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,,,,,,,,65.0,2.0,2.0,19.0,1.0,84.0,,,,,19.0,7.0,6.0,47.0,18.0,,,
FOOTBALL_CFL_2021_8_13_TOR@WPG,2021-08-13,2021,1,CFL,TOR,WPG,,,,,,,,72.0,2.0,2.0,38.0,,141.0,,,,,1.0,1.0,,,1.0,1.0,1.0,
FOOTBALL_CFL_2021_8_21_WPG@TOR,2021-08-21,2021,1,CFL,WPG,TOR,,,,,,,,77.0,3.0,3.0,72.0,,211.0,,,,,12.0,3.0,3.0,52.0,11.0,2.0,2.0,
FOOTBALL_CFL_2021_8_7_TOR@CGY,2021-08-07,2021,1,CFL,TOR,CGY,,,,,,,,80.0,4.0,3.0,61.0,,302.0,,,,,7.0,4.0,2.0,54.0,6.0,,,
FOOTBALL_CFL_2021_9_10_HAM@TOR,2021-09-10,2021,1,CFL,HAM,TOR,,,,,,,,72.0,3.0,3.0,66.0,,206.0,,,,,5.0,1.0,1.0,26.0,5.0,2.0,2.0,
FOOTBALL_CFL_2021_9_17_TOR@SSK,2021-09-17,2021,1,CFL,TOR,SSK,,,,,,,,95.0,3.0,2.0,27.0,,204.0,,,,,4.0,1.0,1.0,15.0,4.0,1.0,1.0,
FOOTBALL_CFL_2021_9_24_MTL@TOR,2021-09-24,2021,1,CFL,MTL,TOR,,,,,,,,79.0,5.0,5.0,105.0,,368.0,,,,,12.0,3.0,3.0,37.0,12.0,3.0,3.0,
FOOTBALL_CFL_2021_9_6_TOR@HAM,2021-09-06,2021,1,CFL,TOR,HAM,,,,,,,,80.0,3.0,1.0,6.0,1.0,157.0,,,,,7.0,1.0,1.0,32.0,5.0,2.0,2.0,
FOOTBALL_CFL_2022_10_15_TOR@EDM,2022-10-15,2022,1,CFL,TOR,EDM,,,,,,,,73.0,3.0,3.0,63.0,,210.0,,,,,16.0,5.0,5.0,49.0,16.0,1.0,1.0,
FOOTBALL_CFL_2022_10_1_TOR@CGY,2022-10-01,2022,1,CFL,TOR,CGY,,,,,,,,61.0,1.0,1.0,18.0,,61.0,,,,,1.0,1.0,,,,,,
FOOTBALL_CFL_2022_10_22_TOR@MTL,2022-10-22,2022,1,CFL,TOR,MTL,,,,,,,,78.0,4.0,4.0,101.0,,269.0,,,,,4.0,2.0,,,3.0,3.0,3.0,
FOOTBALL_CFL_2022_10_29_MTL@TOR,2022-10-29,2022,1,CFL,MTL,TOR,,,,,,,,72.0,5.0,4.0,91.0,,340.0,,,,,5.0,1.0,1.0,19.0,5.0,3.0,2.0,
FOOTBALL_CFL_2022_10_8_BC@TOR,2022-10-08,2022,1,CFL,BC,TOR,,,,,,,,72.0,3.0,3.0,72.0,,188.0,,,,,11.0,3.0,3.0,26.0,11.0,2.0,2.0,
FOOTBALL_CFL_2022_11_13_MTL@TOR,2022-11-13,2022,1,CFL,MTL,TOR,,,,,,,,92.0,6.0,5.0,106.0,,390.0,,,,,10.0,2.0,2.0,35.0,10.0,4.0,4.0,
FOOTBALL_CFL_2022_11_20_TOR@WPG,2022-11-20,2022,1,CFL,TOR,WPG,,,,,,,,77.0,3.0,3.0,71.0,,218.0,,,,,12.0,6.0,3.0,46.0,11.0,2.0,2.0,
FOOTBALL_CFL_2022_6_16_MTL@TOR,2022-06-16,2022,1,CFL,MTL,TOR,,,,,,,,73.0,2.0,2.0,37.0,,143.0,,,,,12.0,5.0,3.0,38.0,10.0,1.0,1.0,
FOOTBALL_CFL_2022_6_25_TOR@BC,2022-06-25,2022,1,CFL,TOR,BC,,,,,,,,73.0,1.0,1.0,35.0,,73.0,,,,,3.0,1.0,1.0,23.0,3.0,,,
FOOTBALL_CFL_2022_7_16_SSK@TOR,2022-07-16,2022,1,CFL,SSK,TOR,,,,,,,,78.0,4.0,3.0,79.0,,291.0,,,,,9.0,3.0,2.0,41.0,8.0,2.0,2.0,
FOOTBALL_CFL_2022_7_24_TOR@SSK,2022-07-24,2022,1,CFL,TOR,SSK,,,,,,,,92.0,5.0,4.0,72.0,,366.0,,,,,13.0,4.0,3.0,36.0,12.0,3.0,3.0,
FOOTBALL_CFL_2022_7_31_OTT@TOR,2022-07-31,2022,1,CFL,OTT,TOR,,,,,,,,62.0,2.0,2.0,43.0,,123.0,,,,,7.0,2.0,2.0,42.0,7.0,1.0,1.0,
FOOTBALL_CFL_2022_7_4_WPG@TOR,2022-07-04,2022,1,CFL,WPG,TOR,,,,,,,,74.0,3.0,3.0,50.0,,153.0,,,,,10.0,3.0,3.0,52.0,10.0,2.0,1.0,
FOOTBALL_CFL_2022_8_12_TOR@HAM,2022-08-12,2022,1,CFL,TOR,HAM,,,,,,,,83.0,3.0,3.0,69.0,,219.0,,,,,14.0,4.0,4.0,47.0,14.0,2.0,2.0,
FOOTBALL_CFL_2022_8_20_CGY@TOR,2022-08-20,2022,1,CFL,CGY,TOR,,,,,,,,76.0,2.0,2.0,26.0,,142.0,,,,,13.0,4.0,4.0,40.0,13.0,1.0,1.0,
FOOTBALL_CFL_2022_8_26_HAM@TOR,2022-08-26,2022,1,CFL,HAM,TOR,,,,,,,,100.0,4.0,3.0,80.0,,302.0,,,,,13.0,3.0,3.0,56.0,13.0,4.0,4.0,
FOOTBALL_CFL_2022_8_6_HAM@TOR,2022-08-06,2022,1,CFL,HAM,TOR,,,,,,,,100.0,5.0,4.0,78.0,,387.0,,,,,12.0,4.0,3.0,44.0,11.0,2.0,2.0,
FOOTBALL_CFL_2022_9_10_TOR@OTT,2022-09-10,2022,1,CFL,TOR,OTT,,,,,,,,80.0,3.0,3.0,63.0,,209.0,,,,,12.0,5.0,3.0,51.0,11.0,2.0,2.0,
FOOTBALL_CFL_2022_9_24_TOR@OTT,2022-09-24,2022,1,CFL,TOR,OTT,,,,,,,,75.0,7.0,7.0,127.0,,455.0,,,,,7.0,2.0,1.0,42.0,7.0,5.0,4.0,
FOOTBALL_CFL_2022_9_5_TOR@HAM,2022-09-05,2022,1,CFL,TOR,HAM,,,,,,,,79.0,4.0,4.0,75.0,,257.0,,,,,10.0,3.0,2.0,23.0,9.0,3.0,3.0,
6232,2022-07-16,2022,6,CFL,SSK,TOR,,53.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6237,2022-07-24,2022,7,CFL,TOR,SSK,,91.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6241,2022-07-31,2022,8,CFL,OTT,TOR,,74.0,,,0.0,,,,,,,,,,,,,,,,,,,,
6244,2022-08-06,2022,9,CFL,HAM,TOR,,92.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6247,2022-08-12,2022,10,CFL,TOR,HAM,,111.0,,,0.0,,,,,,,,,,,,,,,,,,,,
6253,2022-08-20,2022,11,CFL,CGY,TOR,,112.0,,,0.0,,,,,,,,,,,,,,,,,,,,
6263,2022-09-10,2022,14,CFL,TOR,OTT,,115.0,,,2.0,,,,,,,,,,,,,,,,,,,,
6270,2022-09-24,2022,16,CFL,TOR,OTT,,42.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6275,2022-10-01,2022,17,CFL,TOR,CGY,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6277,2022-10-08,2022,18,CFL,BC,TOR,,60.0,,,0.0,,,,,,,,,,,,,,,,,,,,
6282,2022-10-15,2022,19,CFL,TOR,EDM,,198.0,,,0.0,,,,,,,,,,,,,,,,,,,,
6286,2022-10-22,2022,20,CFL,TOR,MTL,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,
9889290,2023-06-18,2023,2,CFL,HAM,TOR,4.0,27.0,,,,,,,,,,,,,,,,,,,,,,,
9889294,2023-06-25,2023,3,CFL,TOR,EDM,4.0,58.0,,,,,,,,,,,,,,,,,,,,,,,
9889297,2023-07-03,2023,4,CFL,BC,TOR,5.0,129.0,,,,,,,,,,,,,,,,,,,,,,,
9889303,2023-07-14,2023,6,CFL,TOR,MTL,3.0,56.0,,,1.0,,,,,,,,,,,,,,,,,,,,
9889307,2023-07-21,2023,7,CFL,TOR,HAM,3.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
9889311,2023-07-29,2023,8,CFL,SSK,TOR,2.0,104.0,,,,,,,,,,,,,,,,,,,,,,,
9889315,2023-08-04,2023,9,CFL,TOR,CGY,1.0,,,,,,,,,,,,,,,,,,,,,,,,
9889321,2023-08-13,2023,10,CFL,OTT,TOR,4.0,21.0,0.0,,,0.0,15.0,,,,,,,,,,,,,,,,,,
9889327,2023-08-25,2023,12,CFL,CGY,TOR,5.0,39.0,,,,,,,,,,,,,,,,,,,,,,,
9889332,2023-09-04,2023,13,CFL,TOR,HAM,5.0,55.0,,,,,,,,,,,,,,,,,,,,,,,
9889335,2023-09-09,2023,14,CFL,MTL,TOR,3.0,137.0,,0.0,1.0,,,,,,,,,,,,0.0,,,,,,,,0.0
9889338,2023-09-15,2023,15,CFL,TOR,MTL,2.0,101.0,,,,,,,,,,,,,,,,,,,,,,,
9889345,2023-09-23,2023,16,CFL,HAM,TOR,2.0,77.0,,,,,,,,,,,,,,,,,,,,,,,
9889346,2023-09-29,2023,17,CFL,TOR,WPG,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
9889350,2023-10-06,2023,18,CFL,EDM,TOR,3.0,66.0,,,,,,,,,,,,,,,,,,,,,,,
9889357,2023-10-14,2023,19,CFL,OTT,TOR,2.0,183.0,,,,,,,,,,,,,,,,,,,,,,,
9889363,2023-10-28,2023,21,CFL,TOR,OTT,3.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
10798018,2024-06-08,2024,1,CFL,SSK,EDM,2.0,47.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,1.0
10798145,2024-05-25,2024,2,CFL,SSK,EDM,2.0,96.0,,,,,,,,,,,,,,,,,,,,,,,
10798026,2024-06-22,2024,3,CFL,EDM,TOR,5.0,,,,,,,,,,,,,,,,,,,,,,,,
10798028,2024-06-27,2024,4,CFL,EDM,BC,1.0,91.0,,,,,,,,,,,,,,,,,,,,,,,
10798039,2024-07-14,2024,6,CFL,OTT,EDM,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
10798040,2024-07-19,2024,7,CFL,EDM,OTT,,134.0,,,,,,,,,,,,,,,,,,,,,,,
10798047,2024-07-28,2024,8,CFL,HAM,EDM,,73.0,,,,,,,,,,,,,,,,,,,,,,,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,4.0,63.0,,,,,,,,,,,,,,,,,,,,,,,
10798055,2024-08-11,2024,10,CFL,BC,EDM,2.0,115.0,,,,,,,,,,,,,,,,,,,,,,,
10798058,2024-08-17,2024,11,CFL,EDM,HAM,6.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
10798063,2024-08-25,2024,12,CFL,EDM,MTL,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
10798071,2024-09-07,2024,14,CFL,CGY,EDM,3.0,61.0,,,,,,,,,,,,,,,,,,,,,,,
10798078,2024-09-21,2024,16,CFL,WPG,EDM,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,
10798079,2024-09-27,2024,17,CFL,EDM,WPG,3.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
10798085,2024-10-05,2024,18,CFL,SSK,EDM,2.0,36.0,,,,,,,,,,,,,,,,,,,,,,,
10798087,2024-10-12,2024,19,CFL,EDM,CGY,2.0,,,,,,,,,,,,,,,,,,,,,,,,
