game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,sacks,score_conv,score_p,score_pts,score_tot,tackles
11824053,2025-06-19,2025,3,CFL,MTL,EDM,,,,1.0,96.0,8.0,,,,,,,,,,,,,0.0,4.0,,,,,,
11824058,2025-06-27,2025,4,CFL,MTL,HAM,,,,0.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,
11824063,2025-07-05,2025,5,CFL,BC,MTL,,,,1.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,
11824096,2025-09-06,2025,14,CFL,HAM,MTL,,,,0.0,34.0,4.0,,,,,,,,,,,,,,,,,,,,
11824102,2025-09-13,2025,15,CFL,MTL,SSK,,,,2.0,238.0,9.0,,,,,,,,,,,,,0.0,5.0,,,,,,
11824103,2025-09-19,2025,16,CFL,MTL,TOR,,,,0.0,66.0,6.0,,,,,,,,,,,,,,,,,,,,
11824107,2025-09-26,2025,17,CFL,CGY,MTL,,,,0.0,76.0,6.0,,,,,,,,,,,,,,,,,,,,
11824117,2025-10-13,2025,19,CFL,OTT,MTL,,,,0.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,
11824120,2025-10-18,2025,20,CFL,MTL,OTT,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11824124,2025-10-25,2025,21,CFL,MTL,WPG,,,,0.0,66.0,6.0,,,,,,,,,,,,,,,,,,,,
