game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,sacks,score_p,score_pts,score_tot,tackles
FOOTBALL_CFL_2022_7_4_WPG@TOR,2022-07-04,2022,1,CFL,WPG,TOR,1.0,1.0,,,,,35.0,5.0,7.0,,11.0,73.0,,,,,,,,,,
FOOTBALL_CFL_2022_7_9_WPG@BC,2022-07-09,2022,1,CFL,WPG,BC,,,,,,,31.0,8.0,10.0,2.0,33.0,117.0,,,,,,,2.0,12.0,2.0,
FOOTBALL_CFL_2022_8_11_MTL@WPG,2022-08-11,2022,1,CFL,MTL,WPG,,,,,,,30.0,2.0,3.0,1.0,7.0,57.0,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2022_8_25_CGY@WPG,2022-08-25,2022,1,CFL,CGY,WPG,,,,,,,26.0,2.0,2.0,,20.0,34.0,,,,,,,,,,
FOOTBALL_CFL_2022_8_4_WPG@MTL,2022-08-04,2022,1,CFL,WPG,MTL,,,,,,,16.0,5.0,6.0,1.0,2.0,58.0,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2022_9_10_SSK@WPG,2022-09-10,2022,1,CFL,SSK,WPG,,,,,,,28.0,4.0,5.0,1.0,5.0,63.0,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2022_9_17_WPG@HAM,2022-09-17,2022,1,CFL,WPG,HAM,,,,,,,47.0,6.0,10.0,,36.0,158.0,,,,,,,,,,
FOOTBALL_CFL_2022_9_30_SSK@WPG,2022-09-30,2022,1,CFL,SSK,WPG,,,,,,,,4.0,8.0,1.0,46.0,125.0,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2022_9_4_WPG@SSK,2022-09-04,2022,1,CFL,WPG,SSK,,,,,,,,2.0,4.0,1.0,3.0,35.0,,,,,,,1.0,6.0,1.0,
SYNTHETIC_CFL_2022_W1_WPG,,2022,1,CFL,,,,,,0.0,69.0,5.0,,,,,,,,,,0.0,3.0,,,,,
SYNTHETIC_CFL_2022_W3_WPG,,2022,3,CFL,,,,,,0.0,16.0,1.0,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_WPG,,2022,4,CFL,,,,,,0.0,73.0,5.0,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W5_WPG,,2022,5,CFL,,,,,,2.0,117.0,8.0,,,,,,,,,,,,,,,,
6231,2022-07-15,2022,6,CFL,CGY,WPG,,,,0.0,24.0,3.0,,,,,,,,,,,,,,,,
6236,2022-07-22,2022,7,CFL,WPG,EDM,,,,1.0,146.0,4.0,,,,,,,,,,,,,,,,
6240,2022-07-30,2022,8,CFL,WPG,CGY,,,,2.0,80.0,4.0,,,,,,,,,,,,,,,,
6242,2022-08-04,2022,9,CFL,WPG,MTL,,,,1.0,58.0,5.0,,,,,,,,,,,,,,,,
6246,2022-08-11,2022,10,CFL,MTL,WPG,,,,1.0,57.0,2.0,,,,,,,,,,,,,,,,
6259,2022-09-04,2022,13,CFL,WPG,SSK,,,,1.0,35.0,2.0,,,,,,,,,,,,,,,,
6267,2022-09-17,2022,15,CFL,WPG,HAM,,,,0.0,158.0,6.0,,,,,,,,,,,,,,,,
6272,2022-09-30,2022,17,CFL,SSK,WPG,,,,1.0,125.0,4.0,,,,,,,,,,,,,,,,
6278,2022-10-08,2022,18,CFL,EDM,WPG,,,,0.0,13.0,1.0,,,,,,,,,,,,,,,,
6283,2022-10-15,2022,19,CFL,WPG,BC,,,,1.0,82.0,4.0,,,,,,,,,,,,,,,,
9889284,2023-06-09,2023,1,CFL,HAM,WPG,,,,0.0,60.0,5.0,,,,,,,,,,,,,,,,
9889288,2023-06-16,2023,2,CFL,WPG,SSK,,,,1.0,145.0,8.0,,,,,,,,,,,,,,,,
9889291,2023-06-22,2023,3,CFL,BC,WPG,,,,0.0,34.0,2.0,,,,,,,,,,,,,,,,
9889296,2023-07-01,2023,4,CFL,WPG,MTL,,,,1.0,86.0,5.0,,,,,,,,,,,,,,,,
9889299,2023-07-07,2023,5,CFL,CGY,WPG,,,,0.0,40.0,3.0,,,,,,,,,,,,,,,,
9889304,2023-07-15,2023,6,CFL,WPG,OTT,,,,0.0,66.0,4.0,,,,,,,,,,,,,,,,
9889306,2023-07-20,2023,7,CFL,EDM,WPG,,,,0.0,42.0,2.0,,,,,,,,,,,,,,,,
9889314,2023-08-03,2023,9,CFL,BC,WPG,,,,2.0,137.0,5.0,,,,,,,,,,,,,,,,
9889318,2023-08-10,2023,10,CFL,WPG,EDM,,,,1.0,45.0,3.0,,,,,,,,,,,,,,,,
9889323,2023-08-18,2023,11,CFL,WPG,CGY,,,,0.0,50.0,3.0,,,,,,,,,,,,,,,,
9889326,2023-08-24,2023,12,CFL,MTL,WPG,,,,2.0,48.0,4.0,,,,,,,,,,,,,,,,
9889331,2023-09-03,2023,13,CFL,WPG,SSK,,,,0.0,68.0,3.0,,,,,,,,,,,,,,,,
9889336,2023-09-09,2023,14,CFL,SSK,WPG,,,,3.0,104.0,5.0,,,,,,,,,,0.0,6.0,,,,,
9889340,2023-09-16,2023,15,CFL,WPG,HAM,,,,0.0,110.0,8.0,,,,,,,,,,,,,,,,
9889346,2023-09-29,2023,17,CFL,TOR,WPG,,,0.0,0.0,101.0,6.0,,,,,,,,,,,,0.0,,,,1.0
9889351,2023-10-06,2023,18,CFL,WPG,BC,,,0.0,0.0,86.0,5.0,,,,,,,,,,,,0.0,,,,1.0
10798142,2024-05-20,2024,1,CFL,WPG,SSK,,,,0.0,62.0,5.0,,,,,,,,,,,,,,,,
10798020,2024-06-13,2024,2,CFL,WPG,OTT,,,,0.0,43.0,4.0,,,,,,,,,,,,,,,,
10798025,2024-06-21,2024,3,CFL,BC,WPG,,,,0.0,54.0,5.0,,,,,,,,,,,,,,,,
11824049,2025-06-12,2025,2,CFL,BC,WPG,,,,0.0,46.0,4.0,,,,,,,,,,,,,,,,
11824056,2025-06-21,2025,3,CFL,WPG,BC,,,,1.0,29.0,3.0,,,,,,,,,,,,,,,,
11824057,2025-06-26,2025,4,CFL,EDM,WPG,,,,0.0,75.0,6.0,,,,,,,,,,,,,,,,
11824061,2025-07-03,2025,5,CFL,WPG,CGY,,,,0.0,47.0,4.0,,,,,,,,,,,,,,,,
11824092,2025-08-31,2025,13,CFL,WPG,SSK,,,,1.0,58.0,5.0,,,,,,,,,,,,,,,,
