game_id,date,season,week,league,away,home,extra_point,field_goal_yards,pass_att,pass_cmp,pass_lg,pass_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2018_6_29_WPG@HAM,2018-06-29,2018,1,CFL,WPG,HAM,,,,,,,76.0,4.0,4.0,89.0,,266.0,13.0,4.0,4.0,50.0,13.0,2.0,1.0
FOOTBALL_CFL_2018_7_19_SSK@HAM,2018-07-19,2018,1,CFL,SSK,HAM,,,,,,,68.0,3.0,3.0,74.0,1.0,194.0,8.0,2.0,2.0,42.0,8.0,2.0,2.0
FOOTBALL_CFL_2018_7_28_OTT@HAM,2018-07-28,2018,1,CFL,OTT,HAM,,,,,,,58.0,3.0,2.0,28.0,,128.0,9.0,2.0,2.0,49.0,7.0,1.0,1.0
FOOTBALL_CFL_2018_7_5_HAM@SSK,2018-07-05,2018,1,CFL,HAM,SSK,,,,,,,67.0,2.0,2.0,45.0,,125.0,13.0,4.0,4.0,39.0,12.0,,
FOOTBALL_CFL_2018_8_10_HAM@WPG,2018-08-10,2018,1,CFL,HAM,WPG,,,,,,,73.0,4.0,4.0,134.0,,281.0,5.0,1.0,1.0,39.0,5.0,2.0,2.0
FOOTBALL_CFL_2018_8_23_EDM@HAM,2018-08-23,2018,1,CFL,EDM,HAM,,,,,,,69.0,3.0,3.0,60.0,,200.0,13.0,4.0,4.0,31.0,13.0,1.0,1.0
FOOTBALL_CFL_2018_8_3_HAM@MTL,2018-08-03,2018,1,CFL,HAM,MTL,,,,,,,72.0,8.0,7.0,134.0,,520.0,14.0,3.0,3.0,48.0,14.0,6.0,5.0
FOOTBALL_CFL_2018_9_15_CGY@HAM,2018-09-15,2018,1,CFL,CGY,HAM,,,,,,,75.0,6.0,5.0,101.0,1.0,403.0,10.0,3.0,3.0,37.0,10.0,2.0,1.0
FOOTBALL_CFL_2018_9_22_HAM@BC,2018-09-22,2018,1,CFL,HAM,BC,,,,,,,70.0,6.0,6.0,116.0,,387.0,12.0,3.0,3.0,50.0,11.0,2.0,2.0
FOOTBALL_CFL_2018_9_29_BC@HAM,2018-09-29,2018,1,CFL,BC,HAM,,,,,,,78.0,6.0,6.0,136.0,,415.0,10.0,2.0,2.0,51.0,10.0,5.0,4.0
FOOTBALL_CFL_2018_9_3_TOR@HAM,2018-09-03,2018,1,CFL,TOR,HAM,,,,,,,71.0,6.0,6.0,109.0,,390.0,10.0,2.0,2.0,52.0,10.0,4.0,4.0
FOOTBALL_CFL_2018_9_8_HAM@TOR,2018-09-08,2018,1,CFL,HAM,TOR,,,,,,,86.0,5.0,4.0,61.0,,280.0,10.0,2.0,2.0,52.0,9.0,3.0,3.0
FOOTBALL_CFL_2019_10_19_OTT@HAM,2019-10-19,2019,1,CFL,OTT,HAM,,,,,,,75.0,6.0,5.0,68.0,,331.0,15.0,4.0,4.0,38.0,14.0,2.0,2.0
FOOTBALL_CFL_2019_10_26_HAM@MTL,2019-10-26,2019,1,CFL,HAM,MTL,,,,,,,65.0,7.0,7.0,126.0,,423.0,6.0,1.0,1.0,34.0,6.0,3.0,3.0
FOOTBALL_CFL_2019_10_4_EDM@HAM,2019-10-04,2019,1,CFL,EDM,HAM,,,,,,,73.0,8.0,8.0,179.0,,509.0,12.0,4.0,4.0,33.0,12.0,,
FOOTBALL_CFL_2019_11_17_EDM@HAM,2019-11-17,2019,1,CFL,EDM,HAM,,,,,,,70.0,4.0,4.0,84.0,,276.0,16.0,4.0,4.0,48.0,15.0,3.0,3.0
FOOTBALL_CFL_2019_11_24_HAM@WPG,2019-11-24,2019,1,CFL,HAM,WPG,,,1.0,1.0,12.0,12.0,70.0,3.0,3.0,52.0,,164.0,6.0,2.0,2.0,47.0,6.0,,
FOOTBALL_CFL_2019_11_2_TOR@HAM,2019-11-02,2019,1,CFL,TOR,HAM,,,,,,,70.0,4.0,4.0,73.0,,245.0,9.0,2.0,2.0,40.0,8.0,2.0,2.0
FOOTBALL_CFL_2019_6_13_SSK@HAM,2019-06-13,2019,1,CFL,SSK,HAM,,,,,,,73.0,4.0,4.0,91.0,,264.0,11.0,3.0,3.0,48.0,11.0,2.0,2.0
FOOTBALL_CFL_2019_6_22_HAM@TOR,2019-06-22,2019,1,CFL,HAM,TOR,,,,,,,72.0,9.0,9.0,195.0,,591.0,10.0,3.0,3.0,56.0,10.0,1.0,1.0
FOOTBALL_CFL_2019_6_28_MTL@HAM,2019-06-28,2019,1,CFL,MTL,HAM,,,,,,,72.0,6.0,6.0,105.0,,354.0,5.0,1.0,1.0,34.0,5.0,2.0,2.0
FOOTBALL_CFL_2019_7_13_CGY@HAM,2019-07-13,2019,1,CFL,CGY,HAM,,,,,,,73.0,6.0,6.0,133.0,,371.0,2.0,,,,2.0,2.0,2.0
FOOTBALL_CFL_2019_7_26_WPG@HAM,2019-07-26,2019,1,CFL,WPG,HAM,,,,,,,73.0,5.0,5.0,113.0,,331.0,9.0,3.0,3.0,42.0,9.0,,
FOOTBALL_CFL_2019_7_4_HAM@MTL,2019-07-04,2019,1,CFL,HAM,MTL,,,,,,,65.0,4.0,3.0,64.0,,213.0,15.0,5.0,5.0,37.0,15.0,,
FOOTBALL_CFL_2019_8_10_BC@HAM,2019-08-10,2019,1,CFL,BC,HAM,,,,,,,74.0,6.0,6.0,117.0,,382.0,7.0,2.0,2.0,13.0,7.0,2.0,1.0
FOOTBALL_CFL_2019_8_17_HAM@OTT,2019-08-17,2019,1,CFL,HAM,OTT,,,,,,,73.0,4.0,4.0,87.0,,260.0,9.0,2.0,2.0,21.0,8.0,2.0,2.0
FOOTBALL_CFL_2019_8_1_HAM@SSK,2019-08-01,2019,1,CFL,HAM,SSK,,,,,,,77.0,2.0,2.0,45.0,,147.0,13.0,4.0,4.0,48.0,13.0,1.0,1.0
FOOTBALL_CFL_2019_8_24_HAM@BC,2019-08-24,2019,1,CFL,HAM,BC,,,,,,,69.0,2.0,2.0,33.0,,132.0,7.0,2.0,2.0,52.0,7.0,1.0,1.0
FOOTBALL_CFL_2019_9_14_HAM@CGY,2019-09-14,2019,1,CFL,HAM,CGY,,,,,,,80.0,2.0,1.0,20.0,,151.0,10.0,3.0,3.0,45.0,9.0,,
FOOTBALL_CFL_2019_9_20_HAM@EDM,2019-09-20,2019,1,CFL,HAM,EDM,,,,,,,70.0,4.0,4.0,74.0,,265.0,10.0,3.0,3.0,48.0,10.0,1.0,1.0
FOOTBALL_CFL_2019_9_27_HAM@WPG,2019-09-27,2019,1,CFL,HAM,WPG,,,,,,,73.0,6.0,6.0,104.0,,351.0,9.0,2.0,2.0,49.0,9.0,4.0,3.0
FOOTBALL_CFL_2019_9_2_TOR@HAM,2019-09-02,2019,1,CFL,TOR,HAM,,,,,,,69.0,6.0,6.0,140.0,,381.0,12.0,3.0,3.0,50.0,12.0,3.0,3.0
10798019,2024-06-09,2024,1,CFL,BC,TOR,3.0,109.0,,,,,,,,,,,,,,,,,
10798026,2024-06-22,2024,3,CFL,EDM,TOR,4.0,37.0,,,,,,,,,,,,,,,,,
10798029,2024-06-28,2024,4,CFL,MTL,TOR,,110.0,,,,,,,,,,,,,,,,,
10798032,2024-07-04,2024,5,CFL,TOR,SSK,,130.0,,,,,,,,,,,,,,,,,
10798036,2024-07-11,2024,6,CFL,TOR,MTL,4.0,80.0,,,,,,,,,,,,,,,,,
10798042,2024-07-20,2024,7,CFL,TOR,HAM,2.0,43.0,,,,,,,,,,,,,,,,,
10798046,2024-07-27,2024,8,CFL,WPG,TOR,1.0,119.0,,,,,,,,,,,,,,,,,
10798051,2024-08-04,2024,9,CFL,TOR,CGY,3.0,,,,,,,,,,,,,,,,,,
10798053,2024-08-09,2024,10,CFL,CGY,TOR,2.0,102.0,,,,,,,,,,,,,,,,,
10798060,2024-08-22,2024,12,CFL,SSK,TOR,1.0,141.0,,,,,,,,,,,,,,,,,
10798066,2024-09-02,2024,13,CFL,TOR,HAM,1.0,173.0,,,,,,,,,,,,,,,,,
10798069,2024-09-07,2024,14,CFL,TOR,OTT,1.0,72.0,,,,,,,,,,,,,,,,,
10798072,2024-09-13,2024,15,CFL,TOR,BC,2.0,211.0,,,,,,,,,,,,,,,,,
10798075,2024-09-20,2024,16,CFL,HAM,TOR,2.0,121.0,,,,,,,,,,,,,,,,,
10798082,2024-09-28,2024,17,CFL,MTL,TOR,1.0,236.0,,,,,,,,,,,,,,,,,
10798086,2024-10-11,2024,19,CFL,TOR,WPG,1.0,86.0,,,,,,,,,,,,,,,,,
10798091,2024-10-19,2024,20,CFL,OTT,TOR,5.0,36.0,,,,,,,,,,,,,,,,,
10798094,2024-10-25,2024,21,CFL,TOR,EDM,3.0,71.0,,,,,,,,,,,,,,,,,
11824046,2025-06-06,2025,1,CFL,TOR,MTL,1.0,45.0,,,,,,,,,,,,,,,,,
11824051,2025-06-14,2025,2,CFL,CGY,TOR,,137.0,,,,,,,,,,,,,,,,,
11824054,2025-06-20,2025,3,CFL,SSK,TOR,1.0,105.0,,,,,,,,,,,,,,,,,
11824060,2025-06-29,2025,4,CFL,TOR,OTT,3.0,79.0,,,,,,,,,,,,,,,,,
11824062,2025-07-04,2025,5,CFL,HAM,TOR,2.0,103.0,,,,,,,,,,,,,,,,,
11824068,2025-07-17,2025,7,CFL,TOR,MTL,3.0,45.0,,,,,,,,,,,,,,,,,
11824074,2025-07-26,2025,8,CFL,WPG,TOR,1.0,167.0,,,,,,,,,,,,,,,,,
11824077,2025-08-01,2025,9,CFL,TOR,WPG,3.0,78.0,,,,,,,,,,,,,,,,,
11824082,2025-08-09,2025,10,CFL,OTT,TOR,3.0,65.0,,,,,,,,,,,,,,,,,
11824085,2025-08-15,2025,11,CFL,TOR,EDM,1.0,108.0,,,,,,,,,,,,,,,,,
11824090,2025-08-23,2025,12,CFL,BC,TOR,6.0,68.0,,,,,,,,,,,,,,,,,
11824093,2025-09-01,2025,13,CFL,TOR,HAM,3.0,94.0,,,,,,,,,,,,,,,,,
11824101,2025-09-13,2025,15,CFL,EDM,TOR,2.0,128.0,,,,,,,,,,,,,,,,,
11824103,2025-09-19,2025,16,CFL,MTL,TOR,1.0,121.0,,,,,,,,,,,,,,,,,
11824108,2025-09-26,2025,17,CFL,TOR,BC,1.0,203.0,,,,,,,,,,,,,,,,,
11824112,2025-10-04,2025,18,CFL,HAM,TOR,2.0,211.0,,,,,,,,,,,,,,,,,
11824114,2025-10-10,2025,19,CFL,TOR,SSK,,153.0,,,,,,,,,,,,,,,,,
11824121,2025-10-18,2025,20,CFL,TOR,CGY,,106.0,,,,,,,,,,,,,,,,,
