game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
10798055,2024-08-11,2024,10,CFL,BC,EDM,0.0,2.0,300.0,,,,0.0,0.0
10798062,2024-08-24,2024,12,CFL,BC,OTT,2.0,3.0,222.0,,,,0.0,11.0
10798064,2024-08-31,2024,13,CFL,OTT,BC,0.0,1.0,162.0,,,,0.0,3.0
10798068,2024-09-06,2024,14,CFL,BC,MTL,0.0,0.0,229.0,,,,0.0,27.0
10798072,2024-09-13,2024,15,CFL,TOR,BC,1.0,0.0,75.0,,,,0.0,7.0
SYNTHETIC_CFL_2024_W16_BC,,2024,16,CFL,,,2.0,0.0,125.0,,,,0.0,23.0
10798080,2024-09-27,2024,17,CFL,HAM,BC,1.0,1.0,238.0,,,,1.0,37.0
10798084,2024-10-04,2024,18,CFL,CGY,BC,3.0,2.0,303.0,,,,0.0,32.0
10798088,2024-10-12,2024,19,CFL,BC,SSK,0.0,0.0,257.0,,,,0.0,29.0
10798092,2024-10-19,2024,20,CFL,MTL,BC,0.0,3.0,213.0,,,,0.0,16.0
SYNTHETIC_CFL_2024_W21_BC,,2024,21,CFL,,,0.0,0.0,285.0,,,,0.0,15.0
11824047,2025-06-07,2025,1,CFL,HAM,CGY,2.0,,284.0,,,,,33.0
11824051,2025-06-14,2025,2,CFL,CGY,TOR,,,301.0,,,,1.0,54.0
11824055,2025-06-21,2025,3,CFL,OTT,CGY,1.0,,218.0,,,,,21.0
11824061,2025-07-03,2025,5,CFL,WPG,CGY,,2.0,222.0,,,,,8.0
11824065,2025-07-11,2025,6,CFL,CGY,SSK,2.0,3.0,428.0,,,,,16.0
11824069,2025-07-18,2025,7,CFL,CGY,WPG,1.0,3.0,267.0,,,,,
11824072,2025-07-24,2025,8,CFL,MTL,CGY,,1.0,193.0,,,,,7.0
11824083,2025-08-09,2025,10,CFL,WPG,CGY,,2.0,300.0,,,,,
11824091,2025-08-23,2025,12,CFL,SSK,CGY,2.0,3.0,222.0,,,,,11.0
11824094,2025-09-01,2025,13,CFL,EDM,CGY,,1.0,162.0,,,,,3.0
11824098,2025-09-06,2025,14,CFL,CGY,EDM,,,229.0,,,,,27.0
11824104,2025-09-19,2025,16,CFL,BC,CGY,2.0,,125.0,,,,,23.0
11824107,2025-09-26,2025,17,CFL,CGY,MTL,1.0,1.0,238.0,,,,1.0,37.0
11824113,2025-10-04,2025,18,CFL,CGY,BC,3.0,2.0,303.0,,,,,32.0
11824115,2025-10-11,2025,19,CFL,CGY,HAM,,,257.0,,,,,29.0
11824121,2025-10-18,2025,20,CFL,TOR,CGY,,3.0,213.0,,,,,16.0
11824123,2025-10-24,2025,21,CFL,CGY,EDM,,,285.0,,,,,15.0
