game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards,sacks,score_conv,score_p,score_pts,score_tot,tackles
FOOTBALL_CFL_2019_8_10_BC@HAM,2019-08-10,2019,1,CFL,BC,HAM,,,,,,,29.0,3.0,3.0,,8.0,53.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_17_HAM@OTT,2019-08-17,2019,1,CFL,HAM,OTT,,,,,,,20.0,3.0,4.0,1.0,36.0,46.0,,,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2019_8_1_HAM@SSK,2019-08-01,2019,1,CFL,HAM,SSK,,,,,,,6.0,1.0,1.0,,2.0,6.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_24_HAM@BC,2019-08-24,2019,1,CFL,HAM,BC,1.0,1.0,,,,,25.0,6.0,7.0,,22.0,91.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_14_HAM@CGY,2019-09-14,2019,1,CFL,HAM,CGY,,,,,,,10.0,5.0,7.0,,8.0,37.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_20_HAM@EDM,2019-09-20,2019,1,CFL,HAM,EDM,,,,,,,14.0,5.0,6.0,,7.0,51.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_27_HAM@WPG,2019-09-27,2019,1,CFL,HAM,WPG,1.0,1.0,,,,,15.0,1.0,2.0,,,15.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_2_TOR@HAM,2019-09-02,2019,1,CFL,TOR,HAM,,,,,,,22.0,4.0,6.0,,12.0,58.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_11_TOR@HAM,2021-10-11,2021,1,CFL,TOR,HAM,,,,,,,,6.0,8.0,1.0,19.0,96.0,,,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2021_10_23_OTT@HAM,2021-10-23,2021,1,CFL,OTT,HAM,,,,,,,13.0,5.0,6.0,1.0,12.0,48.0,,,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2021_10_29_HAM@EDM,2021-10-29,2021,1,CFL,HAM,EDM,,,,,,,,1.0,1.0,1.0,22.0,65.0,,1.0,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2021_10_2_MTL@HAM,2021-10-02,2021,1,CFL,MTL,HAM,,,,,,,12.0,4.0,6.0,,2.0,22.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_12_HAM@TOR,2021-11-12,2021,1,CFL,HAM,TOR,,,,,,,17.0,3.0,6.0,,17.0,38.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_20_SSK@HAM,2021-11-20,2021,1,CFL,SSK,HAM,,,,,,,28.0,6.0,10.0,,35.0,74.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_28_MTL@HAM,2021-11-28,2021,1,CFL,MTL,HAM,,,,,,,19.0,5.0,6.0,,4.0,56.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,,,,,,,10.0,1.0,2.0,,5.0,10.0,,,,1.0,5.0,5.0,,,,,,,,
FOOTBALL_CFL_2021_12_12_WPG@HAM,2021-12-12,2021,1,CFL,WPG,HAM,1.0,1.0,,,,,13.0,4.0,7.0,,3.0,33.0,,,,1.0,1.0,1.0,,,,,,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,1.0,1.0,,,,,32.0,8.0,8.0,1.0,69.0,112.0,,1.0,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2021_8_14_HAM@SSK,2021-08-14,2021,1,CFL,HAM,SSK,,,,,,,25.0,3.0,5.0,,4.0,51.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_27_HAM@MTL,2021-08-27,2021,1,CFL,HAM,MTL,,,,,,,13.0,1.0,3.0,,4.0,13.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_5_HAM@WPG,2021-08-05,2021,1,CFL,HAM,WPG,,,,,,,,7.0,11.0,1.0,5.0,98.0,,,,,,,,,,,1.0,6.0,1.0,
FOOTBALL_CFL_2021_9_10_HAM@TOR,2021-09-10,2021,1,CFL,HAM,TOR,1.0,1.0,,,,,18.0,5.0,9.0,,20.0,48.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_17_CGY@HAM,2021-09-17,2021,1,CFL,CGY,HAM,,,,,,,15.0,1.0,1.0,,9.0,15.0,-3.0,1.0,-3.0,,,,,,,,,,,
FOOTBALL_CFL_2021_9_22_HAM@OTT,2021-09-22,2021,1,CFL,HAM,OTT,,,,,,,36.0,2.0,3.0,,39.0,44.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_6_TOR@HAM,2021-09-06,2021,1,CFL,TOR,HAM,,,,,,,35.0,5.0,6.0,,6.0,56.0,,,,,,,,,,1.0,,2.0,,
SYNTHETIC_CFL_2022_W1_OTT,,2022,1,CFL,,,,,,0.0,143.0,6.0,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_OTT,,2022,4,CFL,,,,,,0.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W5_OTT,,2022,5,CFL,,,,,,0.0,48.0,3.0,,,,,,,,,,,,,,,,,,,,
6233,2022-07-16,2022,6,CFL,OTT,HAM,,,,1.0,118.0,6.0,,,,,,,,,,,,,,,,,,,,
6234,2022-07-21,2022,7,CFL,MTL,OTT,,,,0.0,133.0,5.0,,,,,,,,,,,,,,,,,,,,
6241,2022-07-31,2022,8,CFL,OTT,TOR,,,,1.0,144.0,7.0,,,,,,,,,,,,,,,,,,,,
6243,2022-08-05,2022,9,CFL,CGY,OTT,,,,0.0,28.0,3.0,,,,,,,,,,,,,,,,,,,,
6250,2022-08-19,2022,11,CFL,EDM,OTT,,,,0.0,50.0,5.0,,,,,,,,,,,,,,,,,,,,
6258,2022-09-02,2022,13,CFL,OTT,MTL,,,,0.0,159.0,7.0,,,,,,,,,,,,,,,,,,,,
6263,2022-09-10,2022,14,CFL,TOR,OTT,,,,0.0,62.0,5.0,,,,,,,,,,,,,,,,,,,,
6270,2022-09-24,2022,16,CFL,TOR,OTT,,,,0.0,56.0,5.0,,,,,,,,,,,,,,,,,,,,
6273,2022-09-30,2022,17,CFL,OTT,BC,,,,0.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,
9889285,2023-06-10,2023,1,CFL,OTT,MTL,,,,0.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,2.0
9889287,2023-06-15,2023,2,CFL,CGY,OTT,,,,0.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,
9889295,2023-06-30,2023,4,CFL,EDM,OTT,,,,0.0,49.0,2.0,,,,,,,,,,,,,0.0,0.0,,,,,,
9889300,2023-07-08,2023,5,CFL,OTT,HAM,,,,0.0,51.0,4.0,,,,,,,,,,,,,,,,,,,,
9889304,2023-07-15,2023,6,CFL,WPG,OTT,,,,0.0,51.0,6.0,,,,,,,,,,,,,,,,,,,,
9889309,2023-07-23,2023,7,CFL,OTT,CGY,,,,0.0,60.0,5.0,,,,,,,,,,,,,,,,,,,,
9889310,2023-07-28,2023,8,CFL,HAM,OTT,,,,0.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,
9889317,2023-08-06,2023,9,CFL,OTT,SSK,,,,0.0,56.0,3.0,,,,,,,,,,,,,,,,,,,,
9889321,2023-08-13,2023,10,CFL,OTT,TOR,,,,1.0,157.0,6.0,,,,,,,,,,,,,,,,,,,,
9889324,2023-08-19,2023,11,CFL,MTL,OTT,,,,0.0,30.0,3.0,,,,,,,,,,,,,,,,,,,,
9889329,2023-08-27,2023,12,CFL,OTT,EDM,,,,0.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,
9889334,2023-09-08,2023,14,CFL,HAM,OTT,,,0.0,0.0,50.0,4.0,,,,,,,,,,,,,,,0.0,,,,,1.0
9889341,2023-09-16,2023,15,CFL,OTT,BC,,,,0.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,
9889342,2023-09-22,2023,16,CFL,SSK,OTT,,,,0.0,66.0,5.0,,,,,,,,,,,,,,,,,,,,
9889348,2023-09-30,2023,17,CFL,MTL,OTT,,,,0.0,19.0,3.0,,,,,,,,,,,,,,,,,,,,
9889353,2023-10-09,2023,18,CFL,OTT,MTL,,,,0.0,35.0,4.0,,,,,,,,,,,,,,,,,,,,
9889357,2023-10-14,2023,19,CFL,OTT,TOR,,,,0.0,83.0,4.0,,,,,,,,,,,,,,,,,,,,
9889363,2023-10-28,2023,21,CFL,TOR,OTT,,,,0.0,46.0,4.0,,,,,,,,,,,,,,,,,,,,
10798143,2024-05-25,2024,2,CFL,OTT,HAM,,,,0.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,
10798024,2024-06-20,2024,3,CFL,OTT,MTL,,,,1.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,
10798031,2024-06-30,2024,4,CFL,HAM,OTT,,,,0.0,90.0,7.0,,,,,,,,,,,,,,,,,,,,
10798033,2024-07-05,2024,5,CFL,OTT,WPG,,,,0.0,41.0,3.0,,,,,,,,,,,,,,,,,,,,
10798039,2024-07-14,2024,6,CFL,OTT,EDM,,,,0.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,
10798040,2024-07-19,2024,7,CFL,EDM,OTT,,,,0.0,27.0,3.0,,,,,,,,,,,,,,,,,,,,
10798045,2024-07-26,2024,8,CFL,CGY,OTT,,,,1.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,
10798052,2024-08-08,2024,10,CFL,SSK,OTT,,,,0.0,54.0,7.0,,,,,,,,,,,,,,,,,,,,
10798056,2024-08-15,2024,11,CFL,OTT,CGY,,,,0.0,94.0,6.0,,,,,,,,,,,,,,,,,,,,
10798062,2024-08-24,2024,12,CFL,BC,OTT,,,,1.0,43.0,3.0,,,,,,,,,,,,,,,,,,,,
10798073,2024-09-14,2024,15,CFL,OTT,HAM,,,,0.0,72.0,6.0,,,,,,,,,,,,,,,,,,,,
10798077,2024-09-21,2024,16,CFL,MTL,OTT,,,,0.0,41.0,5.0,,,,,,,,,,,,,,,,,,,,
10798081,2024-09-28,2024,17,CFL,OTT,SSK,,,,0.0,41.0,6.0,,,,,,,,,,,,,,,,,,,,
10798089,2024-10-14,2024,19,CFL,OTT,MTL,,,,0.0,40.0,3.0,,,,,,,,,,,,,,,,,,,,
10798091,2024-10-19,2024,20,CFL,OTT,TOR,,,,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,
10798093,2024-10-25,2024,21,CFL,HAM,OTT,,,,1.0,53.0,3.0,,,,,,,,,,,,,,,,,,,,
