game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_9_1_OTT@MTL,2016-09-01,2016,1,CFL,OTT,MTL,,,26.0,2.0,3.0,,4.0,34.0,,,,1.0,,,,,,,,
FOOTBALL_CFL_2016_9_9_MTL@BC,2016-09-09,2016,1,CFL,MTL,BC,,,37.0,5.0,6.0,,18.0,101.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_10_22_HAM@MTL,2017-10-22,2017,1,CFL,HAM,MTL,,,19.0,5.0,10.0,,7.0,60.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_10_27_MTL@SSK,2017-10-27,2017,1,CFL,MTL,SSK,1.0,1.0,43.0,5.0,10.0,,33.0,87.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_10_9_EDM@MTL,2017-10-09,2017,1,CFL,EDM,MTL,,,25.0,3.0,6.0,,16.0,49.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_11_3_MTL@HAM,2017-11-03,2017,1,CFL,MTL,HAM,1.0,1.0,39.0,4.0,8.0,,17.0,81.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_6_22_SSK@MTL,2017-06-22,2017,1,CFL,SSK,MTL,,,,4.0,6.0,1.0,30.0,90.0,,,,1.0,21.0,,21.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_6_30_MTL@EDM,2017-06-30,2017,1,CFL,MTL,EDM,,,30.0,2.0,6.0,,3.0,40.0,,,,1.0,-4.0,,-4.0,,,,,
FOOTBALL_CFL_2017_7_14_CGY@MTL,2017-07-14,2017,1,CFL,CGY,MTL,1.0,1.0,,4.0,5.0,1.0,7.0,73.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_7_19_MTL@OTT,2017-07-19,2017,1,CFL,MTL,OTT,,,36.0,5.0,6.0,,43.0,101.0,,,,1.0,7.0,,7.0,,,,,
FOOTBALL_CFL_2017_7_27_MTL@WPG,2017-07-27,2017,1,CFL,MTL,WPG,,,41.0,6.0,7.0,1.0,61.0,109.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_7_6_BC@MTL,2017-07-06,2017,1,CFL,BC,MTL,,,34.0,5.0,7.0,,14.0,62.0,11.0,4.0,30.0,,,,,,,,,
FOOTBALL_CFL_2017_8_11_TOR@MTL,2017-08-11,2017,1,CFL,TOR,MTL,,,14.0,3.0,7.0,,3.0,30.0,,,,2.0,10.0,,14.0,,,,,
FOOTBALL_CFL_2017_8_19_MTL@TOR,2017-08-19,2017,1,CFL,MTL,TOR,,,10.0,1.0,7.0,,4.0,10.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_8_24_WPG@MTL,2017-08-24,2017,1,CFL,WPG,MTL,,,22.0,5.0,8.0,1.0,24.0,69.0,,,,1.0,1.0,,1.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_8_31_OTT@MTL,2017-08-31,2017,1,CFL,OTT,MTL,,,56.0,4.0,5.0,,18.0,89.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_9_17_OTT@MTL,2017-09-17,2017,1,CFL,OTT,MTL,,,6.0,1.0,2.0,,1.0,6.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_9_23_MTL@TOR,2017-09-23,2017,1,CFL,MTL,TOR,,,9.0,5.0,8.0,,3.0,36.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_9_29_MTL@CGY,2017-09-29,2017,1,CFL,MTL,CGY,,,12.0,3.0,4.0,,8.0,31.0,,,,,,,,,,,,
FOOTBALL_CFL_2017_9_8_MTL@BC,2017-09-08,2017,1,CFL,MTL,BC,,,37.0,4.0,8.0,,38.0,105.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_6_16_MTL@BC,2018-06-16,2018,1,CFL,MTL,BC,,,17.0,4.0,6.0,,19.0,41.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_6_22_WPG@MTL,2018-06-22,2018,1,CFL,WPG,MTL,,,9.0,3.0,5.0,1.0,2.0,25.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2018_6_30_MTL@SSK,2018-06-30,2018,1,CFL,MTL,SSK,,,48.0,4.0,8.0,,10.0,70.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_7_21_MTL@CGY,2018-07-21,2018,1,CFL,MTL,CGY,1.0,1.0,,4.0,7.0,1.0,6.0,47.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2018_7_26_EDM@MTL,2018-07-26,2018,1,CFL,EDM,MTL,,,18.0,2.0,4.0,,9.0,32.0,,,,1.0,15.0,,15.0,,,,,
FOOTBALL_CFL_2018_7_6_OTT@MTL,2018-07-06,2018,1,CFL,OTT,MTL,,,17.0,6.0,7.0,,14.0,68.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_8_11_MTL@OTT,2018-08-11,2018,1,CFL,MTL,OTT,,,11.0,2.0,6.0,,,22.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_8_18_MTL@EDM,2018-08-18,2018,1,CFL,MTL,EDM,,,,6.0,9.0,1.0,58.0,82.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2018_8_24_TOR@MTL,2018-08-24,2018,1,CFL,TOR,MTL,,,41.0,5.0,8.0,,30.0,85.0,,,,1.0,-3.0,,-3.0,,,,,
FOOTBALL_CFL_2018_8_31_MTL@OTT,2018-08-31,2018,1,CFL,MTL,OTT,,,22.0,8.0,12.0,,45.0,107.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_8_3_HAM@MTL,2018-08-03,2018,1,CFL,HAM,MTL,,,11.0,3.0,4.0,,,9.0,,,,1.0,6.0,,6.0,1.0,,2.0,,
FOOTBALL_CFL_2018_9_14_BC@MTL,2018-09-14,2018,1,CFL,BC,MTL,,,15.0,2.0,2.0,,15.0,20.0,,,,,,,,,,,,
FOOTBALL_CFL_2018_9_21_MTL@WPG,2018-09-21,2018,1,CFL,MTL,WPG,,,11.0,2.0,3.0,,,15.0,,,,1.0,-1.0,,-1.0,,,,,
FOOTBALL_CFL_2018_9_30_SSK@MTL,2018-09-30,2018,1,CFL,SSK,MTL,,,8.0,1.0,4.0,,,8.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_6_14_MTL@EDM,2019-06-14,2019,1,CFL,MTL,EDM,,,27.0,7.0,9.0,1.0,19.0,96.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2019_6_28_MTL@HAM,2019-06-28,2019,1,CFL,MTL,HAM,1.0,1.0,16.0,8.0,10.0,,24.0,93.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_13_MTL@OTT,2019-07-13,2019,1,CFL,MTL,OTT,,,28.0,6.0,7.0,,15.0,64.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_4_HAM@MTL,2019-07-04,2019,1,CFL,HAM,MTL,,,45.0,2.0,3.0,,39.0,67.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_2_OTT@MTL,2019-08-02,2019,1,CFL,OTT,MTL,,,16.0,4.0,8.0,,-2.0,25.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_9_SSK@MTL,2019-08-09,2019,1,CFL,SSK,MTL,,,,,1.0,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_11_OTT@MTL,2021-10-11,2021,1,CFL,OTT,MTL,,,20.0,3.0,4.0,,27.0,50.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_16_MTL@OTT,2021-10-16,2021,1,CFL,MTL,OTT,,,22.0,2.0,3.0,,19.0,33.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_2_MTL@HAM,2021-10-02,2021,1,CFL,MTL,HAM,,,22.0,3.0,5.0,,7.0,44.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_14_MTL@EDM,2021-08-14,2021,1,CFL,MTL,EDM,,,53.0,5.0,7.0,1.0,12.0,86.0,,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2021_8_20_MTL@CGY,2021-08-20,2021,1,CFL,MTL,CGY,,,21.0,4.0,8.0,,16.0,51.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_27_HAM@MTL,2021-08-27,2021,1,CFL,HAM,MTL,,,27.0,5.0,8.0,,5.0,59.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_18_BC@MTL,2021-09-18,2021,1,CFL,BC,MTL,1.0,1.0,20.0,6.0,10.0,,7.0,76.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_24_MTL@TOR,2021-09-24,2021,1,CFL,MTL,TOR,,,19.0,4.0,4.0,,13.0,48.0,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_3_MTL@OTT,2021-09-03,2021,1,CFL,MTL,OTT,,,11.0,4.0,5.0,,6.0,27.0,,,,,,,,,,,,
