game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_lost,interceptions_made,pass_att,pass_cmp,pass_int,pass_lg,pass_td,pass_yds,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,rushing_tds,rushing_yards,sacks,score_conv,score_p,score_pts,score_r,score_tot,tackles
FOOTBALL_CFL_2018_9_14_BC@MTL,2018-09-14,2018,1,CFL,BC,MTL,,,,,,,,,,,,,,,,36.0,1.0,1.0,,5.0,36.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2018_9_21_MTL@WPG,2018-09-21,2018,1,CFL,MTL,WPG,,,,,1.0,1.0,,22.0,,22.0,,,,,,21.0,4.0,5.0,,18.0,63.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2018_9_30_SSK@MTL,2018-09-30,2018,1,CFL,SSK,MTL,,,,,,,,,,,,,,,,11.0,2.0,5.0,,4.0,13.0,,,,1.0,,,,,,,,,,,,
FOOTBALL_CFL_2019_10_12_MTL@WPG,2019-10-12,2019,1,CFL,MTL,WPG,1.0,1.0,,,,,,,,,,,,,,21.0,4.0,8.0,,7.0,59.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_10_18_TOR@MTL,2019-10-18,2019,1,CFL,TOR,MTL,,,,,,,,,,,,,,,,19.0,3.0,5.0,,7.0,46.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_10_26_HAM@MTL,2019-10-26,2019,1,CFL,HAM,MTL,,,,,,,,,,,,,,,,32.0,7.0,9.0,,47.0,100.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_10_5_CGY@MTL,2019-10-05,2019,1,CFL,CGY,MTL,,,,,,,,,,,,,,,,41.0,4.0,8.0,,13.0,86.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_11_10_EDM@MTL,2019-11-10,2019,1,CFL,EDM,MTL,1.0,1.0,,,,,,,,,,,,,,28.0,4.0,7.0,,11.0,48.0,,,,1.0,5.0,,5.0,,,,,,,,,
FOOTBALL_CFL_2019_11_1_MTL@OTT,2019-11-01,2019,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,23.0,4.0,4.0,1.0,22.0,50.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_6_14_MTL@EDM,2019-06-14,2019,1,CFL,MTL,EDM,,,,,,,,,,,,,,,,31.0,2.0,4.0,,10.0,41.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_6_28_MTL@HAM,2019-06-28,2019,1,CFL,MTL,HAM,,,,,,,,,,,,,,,,17.0,1.0,3.0,,14.0,17.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_13_MTL@OTT,2019-07-13,2019,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,39.0,3.0,3.0,,18.0,59.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_20_EDM@MTL,2019-07-20,2019,1,CFL,EDM,MTL,,,,,1.0,1.0,,,1.0,21.0,,,,,,21.0,5.0,5.0,,29.0,69.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_4_HAM@MTL,2019-07-04,2019,1,CFL,HAM,MTL,,,,,,,,,,,,,,,,12.0,2.0,4.0,,7.0,19.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_17_MTL@CGY,2019-08-17,2019,1,CFL,MTL,CGY,,,,,,,,,,,,,,,,,10.0,16.0,1.0,33.0,114.0,,,,,,,,,,,1.0,1.0,8.0,,1.0,
FOOTBALL_CFL_2019_8_25_MTL@TOR,2019-08-25,2019,1,CFL,MTL,TOR,,,,,,,,,,,,,,,,,3.0,4.0,1.0,35.0,86.0,,,,,,,,,,,1.0,1.0,8.0,,1.0,
FOOTBALL_CFL_2019_8_2_OTT@MTL,2019-08-02,2019,1,CFL,OTT,MTL,,,,,,,,,,,,,,,,15.0,4.0,9.0,,19.0,38.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_14_MTL@SSK,2019-09-14,2019,1,CFL,MTL,SSK,,,,,,,,,,,,,,,,30.0,8.0,12.0,1.0,60.0,130.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_9_21_WPG@MTL,2019-09-21,2019,1,CFL,WPG,MTL,1.0,1.0,,,,,,,,,,,,,,25.0,4.0,9.0,,14.0,61.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_28_MTL@BC,2019-09-28,2019,1,CFL,MTL,BC,,,,,,,,,,,,,,,,,3.0,4.0,1.0,77.0,114.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_9_6_BC@MTL,2019-09-06,2019,1,CFL,BC,MTL,,,,,,,,,,,,,,,,14.0,5.0,6.0,,8.0,44.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_11_OTT@MTL,2021-10-11,2021,1,CFL,OTT,MTL,,,,,,,,,,,,,,,,32.0,2.0,3.0,,4.0,45.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_16_MTL@OTT,2021-10-16,2021,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,18.0,5.0,10.0,,28.0,55.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_22_TOR@MTL,2021-10-22,2021,1,CFL,TOR,MTL,,,,,,,,,,,,,,,,,7.0,7.0,2.0,55.0,156.0,,,,,,,,,,,,2.0,12.0,,2.0,
FOOTBALL_CFL_2021_10_2_MTL@HAM,2021-10-02,2021,1,CFL,MTL,HAM,1.0,1.0,,,,,,,,,,,,,,,6.0,9.0,1.0,12.0,82.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_10_30_SSK@MTL,2021-10-30,2021,1,CFL,SSK,MTL,,,,,,,,,,,,,,,,21.0,5.0,8.0,1.0,5.0,54.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_11_13_WPG@MTL,2021-11-13,2021,1,CFL,WPG,MTL,,,,,1.0,1.0,,35.0,,35.0,,,,,,,6.0,7.0,2.0,5.0,51.0,,,,,,,,,,,,2.0,12.0,,2.0,
FOOTBALL_CFL_2021_11_28_MTL@HAM,2021-11-28,2021,1,CFL,MTL,HAM,1.0,1.0,,,,,,,,,,,,,,46.0,6.0,9.0,1.0,11.0,127.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_11_6_MTL@WPG,2021-11-06,2021,1,CFL,MTL,WPG,,,,,,,,,,,,,,,,20.0,3.0,7.0,,12.0,44.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_14_MTL@EDM,2021-08-14,2021,1,CFL,MTL,EDM,,,,,,,,,,,,,,,,23.0,3.0,7.0,,5.0,47.0,15.0,1.0,15.0,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_20_MTL@CGY,2021-08-20,2021,1,CFL,MTL,CGY,,,,,,,,,,,,,,,,28.0,5.0,12.0,,4.0,67.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_27_HAM@MTL,2021-08-27,2021,1,CFL,HAM,MTL,,,,,,,,,,,,,,,,23.0,3.0,6.0,,16.0,46.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_18_BC@MTL,2021-09-18,2021,1,CFL,BC,MTL,1.0,1.0,,,,,,,,,,,,,,35.0,4.0,11.0,,7.0,85.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_24_MTL@TOR,2021-09-24,2021,1,CFL,MTL,TOR,1.0,1.0,,,,,,,,,,,,,,27.0,8.0,12.0,1.0,30.0,112.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_9_3_MTL@OTT,2021-09-03,2021,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,,5.0,6.0,2.0,22.0,120.0,,,,,,,,,,,,2.0,12.0,,2.0,
FOOTBALL_CFL_2022_10_10_OTT@MTL,2022-10-10,2022,1,CFL,OTT,MTL,,,,,,,,,,,,,,,,21.0,9.0,11.0,1.0,36.0,108.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2022_10_14_MTL@OTT,2022-10-14,2022,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,41.0,3.0,5.0,,14.0,65.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_10_1_MTL@EDM,2022-10-01,2022,1,CFL,MTL,EDM,,,,,,,,,,,,,,,,23.0,3.0,4.0,1.0,4.0,52.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2022_10_22_TOR@MTL,2022-10-22,2022,1,CFL,TOR,MTL,,,,,,,,,,,,,,,,25.0,6.0,9.0,1.0,16.0,72.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2022_11_13_MTL@TOR,2022-11-13,2022,1,CFL,MTL,TOR,,,,,,,,,,,,,,,,31.0,5.0,8.0,,34.0,83.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_11_6_HAM@MTL,2022-11-06,2022,1,CFL,HAM,MTL,1.0,1.0,,,,,,,,,,,,,,33.0,7.0,8.0,,19.0,98.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_6_16_MTL@TOR,2022-06-16,2022,1,CFL,MTL,TOR,,,,,,,,,,,,,,,,42.0,7.0,11.0,,37.0,127.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_6_23_SSK@MTL,2022-06-23,2022,1,CFL,SSK,MTL,,,,,,,,,,,,,,,,28.0,4.0,5.0,,6.0,68.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_6_9_MTL@CGY,2022-06-09,2022,1,CFL,MTL,CGY,,,,,,,,,,,,,,,,55.0,4.0,7.0,,46.0,112.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_7_14_EDM@MTL,2022-07-14,2022,1,CFL,EDM,MTL,,,,,,,,,,,,,,,,26.0,6.0,9.0,1.0,37.0,78.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2022_7_21_MTL@OTT,2022-07-21,2022,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,11.0,4.0,7.0,1.0,11.0,28.0,,,,,,,,,,,1.0,1.0,8.0,,1.0,
FOOTBALL_CFL_2022_7_28_MTL@HAM,2022-07-28,2022,1,CFL,MTL,HAM,,,,,,,,,,,,,,,,45.0,8.0,15.0,,25.0,154.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_7_2_MTL@SSK,2022-07-02,2022,1,CFL,MTL,SSK,1.0,1.0,,,,,,,,,,,,,,30.0,3.0,8.0,,14.0,52.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_8_11_MTL@WPG,2022-08-11,2022,1,CFL,MTL,WPG,,,,,,,,,,,,,,,,7.0,2.0,5.0,,7.0,8.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_8_20_HAM@MTL,2022-08-20,2022,1,CFL,HAM,MTL,1.0,1.0,,,,,,,,,,,,,,,7.0,10.0,1.0,43.0,99.0,,,,,,,,,,,1.0,1.0,8.0,,1.0,
FOOTBALL_CFL_2022_8_4_WPG@MTL,2022-08-04,2022,1,CFL,WPG,MTL,1.0,1.0,,,1.0,,,,,,,,,,,37.0,9.0,15.0,,22.0,123.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_9_23_HAM@MTL,2022-09-23,2022,1,CFL,HAM,MTL,,,,,,,,,,,,,,,,11.0,7.0,11.0,2.0,10.0,52.0,,,,,,,,,,,,2.0,12.0,,2.0,
FOOTBALL_CFL_2022_9_2_OTT@MTL,2022-09-02,2022,1,CFL,OTT,MTL,1.0,1.0,,,,,,,,,,,,,,22.0,6.0,8.0,1.0,38.0,63.0,,,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2022_9_9_BC@MTL,2022-09-09,2022,1,CFL,BC,MTL,,,,,1.0,,1.0,,,,,,,,,22.0,3.0,4.0,1.0,20.0,42.0,,,,,,,,,,,,1.0,6.0,,1.0,
SYNTHETIC_CFL_2022_W1_MTL,,2022,1,CFL,,,,,,,,,,,,,,,0.0,112.0,4.0,,,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W2_MTL,,2022,2,CFL,,,,,,,,,,,,,,,0.0,127.0,7.0,,,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W3_MTL,,2022,3,CFL,,,,,,,,,,,,,,,0.0,68.0,4.0,,,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_MTL,,2022,4,CFL,,,,,,,,,,,,,,,0.0,52.0,3.0,,,,,,,,,,,,,,,,,,,,,,
6230,2022-07-14,2022,6,CFL,EDM,MTL,,,,,,,,,,,,,1.0,78.0,6.0,,,,,,,,,,,,,,,,,,,,,,
6234,2022-07-21,2022,7,CFL,MTL,OTT,,,,,,,,,,,,,1.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,
6238,2022-07-28,2022,8,CFL,MTL,HAM,,,,,,,,,,,,,0.0,154.0,8.0,,,,,,,,,,,,,,,,,,,,,,
6242,2022-08-04,2022,9,CFL,WPG,MTL,,,0.0,,,,,,,,0.0,0.0,0.0,123.0,9.0,,,,,,,,,,,,,,,,,,,,,,
6246,2022-08-11,2022,10,CFL,MTL,WPG,,,,,,,,,,,,,0.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,
6252,2022-08-20,2022,11,CFL,HAM,MTL,,,,,,,,,,,,,1.0,99.0,7.0,,,,,,,,,,,,,,,,,,,,,,
6258,2022-09-02,2022,13,CFL,OTT,MTL,,,,,,,,,,,,,1.0,63.0,6.0,,,,,,,,,,,,,,,,,,,,,,
6262,2022-09-09,2022,14,CFL,BC,MTL,,,1.0,,,,,,,,0.0,0.0,1.0,42.0,3.0,,,,,,,,,,,,,,,,,,,,,,
6269,2022-09-23,2022,16,CFL,HAM,MTL,,,,,,,,,,,,,2.0,52.0,7.0,,,,,,,,,,,,,,,,,,,,,,
6274,2022-10-01,2022,17,CFL,MTL,EDM,,,,,,,,,,,,,1.0,52.0,3.0,,,,,,,,,,,,,,,,,,,,,,
6280,2022-10-14,2022,19,CFL,MTL,OTT,,,,,,,,,,,,,0.0,65.0,3.0,,,,,,,,,,,,,,,,,,,,,,
6286,2022-10-22,2022,20,CFL,TOR,MTL,,,,,,,,,,,,,1.0,72.0,6.0,,,,,,,,,,,,,,,,,,,,,,
9889286,2023-06-11,2023,1,CFL,SSK,EDM,,,,,,,,,,,,,1.0,158.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9889289,2023-06-17,2023,2,CFL,EDM,BC,,,,,,,,,,,,,0.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
9889294,2023-06-25,2023,3,CFL,TOR,EDM,,,,,,,,,,,,,0.0,43.0,5.0,,,,,,,,,,,,,,,,,,,,,,
9889322,2023-08-17,2023,11,CFL,EDM,HAM,,,,,,,,,,,,,0.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,
9889329,2023-08-27,2023,12,CFL,OTT,EDM,,,,,,,,,,,,,1.0,112.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9889333,2023-09-04,2023,13,CFL,EDM,CGY,,,,,,,,,,,,,0.0,55.0,5.0,,,,,,,,,,,,,,,,,,,,,,
9889337,2023-09-09,2023,14,CFL,CGY,EDM,,,,0.0,,,,,,,,,0.0,89.0,5.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0
9889339,2023-09-15,2023,15,CFL,EDM,SSK,,,,,,,,,,,,,1.0,84.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9889343,2023-09-22,2023,16,CFL,BC,EDM,,,,,,,,,,,,,0.0,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,
9889350,2023-10-06,2023,18,CFL,EDM,TOR,,,,,,,,,,,,,0.0,33.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9889356,2023-10-14,2023,19,CFL,MTL,EDM,,,,,,,,,,,,,0.0,61.0,7.0,,,,,,,,,,,,,,,,,,,,,,
9889360,2023-10-21,2023,20,CFL,EDM,WPG,,,,,,,,,,,,,0.0,158.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10798018,2024-06-08,2024,1,CFL,SSK,EDM,,,,0.0,,,,,,,,,0.0,85.0,4.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0
10798145,2024-05-25,2024,2,CFL,SSK,EDM,,,,,,,,,,,,,0.0,54.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10798026,2024-06-22,2024,3,CFL,EDM,TOR,,,,,,,,,,,,,1.0,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10798028,2024-06-27,2024,4,CFL,EDM,BC,,,,,,,,,,,,,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10798039,2024-07-14,2024,6,CFL,OTT,EDM,,,,,,,,,,,,,0.0,89.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10798040,2024-07-19,2024,7,CFL,EDM,OTT,,,,,,,,,,,,,0.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10798047,2024-07-28,2024,8,CFL,HAM,EDM,,,,,,,,,,,,,1.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,,,,,,,,,,,,,0.0,41.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10798055,2024-08-11,2024,10,CFL,BC,EDM,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10798058,2024-08-17,2024,11,CFL,EDM,HAM,,,,,,,,,,,,,0.0,93.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10798063,2024-08-25,2024,12,CFL,EDM,MTL,,,,,,,,,,,,,1.0,26.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10798067,2024-09-02,2024,13,CFL,EDM,CGY,,,,,,,,,,,,,1.0,112.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10798071,2024-09-07,2024,14,CFL,CGY,EDM,,,,,,,,,,,,,1.0,97.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10798078,2024-09-21,2024,16,CFL,WPG,EDM,,,,,,,,,,,,,1.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10798079,2024-09-27,2024,17,CFL,EDM,WPG,,,,,,,,,,,,,1.0,72.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10798085,2024-10-05,2024,18,CFL,SSK,EDM,,,,,,,,,,,,,1.0,87.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10798087,2024-10-12,2024,19,CFL,EDM,CGY,,,,,,,,,,,,,1.0,46.0,6.0,,,,,,,,,,,,,,1.0,15.0,,,,,,,
10798094,2024-10-25,2024,21,CFL,TOR,EDM,,,,,,,,,,,,,1.0,88.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824045,2025-06-05,2025,1,CFL,OTT,SSK,,,,,,,,,,,,,1.0,57.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824050,2025-06-13,2025,2,CFL,MTL,OTT,,,,,,,,,,,,,0.0,56.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824055,2025-06-21,2025,3,CFL,OTT,CGY,,,,,,,,,,,,,0.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11824060,2025-06-29,2025,4,CFL,TOR,OTT,,,,,,,,,,,,,0.0,83.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11824064,2025-07-06,2025,5,CFL,OTT,EDM,,,,,,,,,,,,,1.0,75.0,8.0,,,,,,,,,,,,,,,,,,,,,,
11824066,2025-07-12,2025,6,CFL,OTT,HAM,,,,,,,,,,,,,0.0,128.0,7.0,,,,,,,,,,,,,,,,,,,,,,
11824071,2025-07-20,2025,7,CFL,HAM,OTT,,,,,,,,,,,,,0.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11824076,2025-07-31,2025,9,CFL,CGY,OTT,,,,,,,,,,,,,0.0,110.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824082,2025-08-09,2025,10,CFL,OTT,TOR,,,,,,,,,,,,,2.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824084,2025-08-14,2025,11,CFL,OTT,WPG,,,,,,,,,,,,,0.0,72.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824089,2025-08-22,2025,12,CFL,EDM,OTT,,,,,,,,,,,,,0.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11824095,2025-09-05,2025,14,CFL,BC,OTT,,,,,,,,,,,,,1.0,31.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11824100,2025-09-12,2025,15,CFL,OTT,BC,,,,,,,,,,,,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11824105,2025-09-20,2025,16,CFL,WPG,OTT,,,,,,,,,,,,,,155.0,9.0,,,,,,,,,,,,,,,,,,,,,,
11824111,2025-10-03,2025,18,CFL,SSK,OTT,,,,,,,,,,,,,0.0,56.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824117,2025-10-13,2025,19,CFL,OTT,MTL,,,,,,,,,,,,,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11824120,2025-10-18,2025,20,CFL,MTL,OTT,,,,,,,,,,,,,1.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11824122,2025-10-24,2025,21,CFL,OTT,HAM,,,,,,,,,,,,,0.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,
