game_id,date,season,week,league,away,home,assists,blocks,catches,completions,def_rebounds,drops,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,goals,hockeyAssists,hucksCompleted,minutes,off_rebounds,plus_minus,points,rebounds,steals,throwAttempts,throwaways,turnovers,yardsReceived,yardsThrown
WNBA_202106120IND,2021-06-12,2021,1,WNBA,CHI,IND,1.0,,,,2.0,,,1.0,,0.2,5.0,1.0,,0.5,2.0,1.0,,,,16.366666666666667,,-4.0,3.0,2.0,1.0,,,1.0,,
WNBA_202106150IND,2021-06-15,2021,1,WNBA,SEA,IND,3.0,,,,4.0,,,,,0.25,4.0,1.0,3.0,0.667,6.0,4.0,,,,23.533333333333335,,-8.0,6.0,4.0,2.0,,,1.0,,
WNBA_202106170IND,2021-06-17,2021,1,WNBA,SEA,IND,3.0,,,,,,,,,0.286,7.0,2.0,1.0,1.0,2.0,2.0,,,,22.05,,-9.0,6.0,,,,,1.0,,
WNBA_202106190WAS,2021-06-19,2021,1,WNBA,IND,WAS,6.0,,,,4.0,,1.0,1.0,1.0,0.727,11.0,8.0,6.0,1.0,2.0,2.0,,,,33.06666666666667,,-5.0,19.0,4.0,2.0,,,,,
WNBA_202106240IND,2021-06-24,2021,1,WNBA,DAL,IND,4.0,,,,2.0,,,,,0.4,10.0,4.0,2.0,,,,,,,32.31666666666667,1.0,-12.0,8.0,3.0,2.0,,,4.0,,
WNBA_202107010IND,2021-07-01,2021,1,WNBA,CON,IND,7.0,,,,3.0,,,,,0.375,8.0,3.0,1.0,1.0,4.0,4.0,,,,25.95,,-1.0,10.0,3.0,3.0,,,1.0,,
WNBA_202107030IND,2021-07-03,2021,1,WNBA,CON,IND,2.0,,,,4.0,,,4.0,,0.467,15.0,7.0,2.0,1.0,5.0,5.0,,,,33.03333333333333,1.0,7.0,19.0,5.0,,,,1.0,,
WNBA_202107090IND,2021-07-09,2021,1,WNBA,NYL,IND,5.0,,,,3.0,,,,,0.6,10.0,6.0,2.0,1.0,6.0,6.0,,,,33.8,,8.0,18.0,3.0,2.0,,,1.0,,
WNBA_202107110ATL,2021-07-11,2021,1,WNBA,IND,ATL,9.0,,,,3.0,,,,,0.667,9.0,6.0,2.0,,,,,,,33.13333333333333,,6.0,12.0,3.0,1.0,,,2.0,,
WNBA_202108150LAS,2021-08-15,2021,1,WNBA,IND,LAS,2.0,1.0,,,5.0,,,3.0,,0.214,14.0,3.0,,1.0,1.0,1.0,,,,34.1,1.0,-2.0,7.0,6.0,3.0,,,1.0,,
WNBA_202108170PHO,2021-08-17,2021,1,WNBA,IND,PHO,3.0,,,,8.0,,,,,0.444,9.0,4.0,3.0,0.75,8.0,6.0,,,,33.05,,-10.0,14.0,8.0,1.0,,,3.0,,
WNBA_202108200DAL,2021-08-20,2021,1,WNBA,IND,DAL,5.0,,,,4.0,,,1.0,,0.545,11.0,6.0,2.0,0.857,7.0,6.0,,,,32.233333333333334,1.0,-3.0,18.0,5.0,,,,1.0,,
WNBA_202108280IND,2021-08-28,2021,1,WNBA,LVA,IND,1.0,,,,1.0,,,1.0,,,5.0,,,,,,,,,8.2,,-2.0,,1.0,,,,1.0,,
WNBA_202205130NYL,2022-05-13,2022,1,WNBA,IND,NYL,1.0,,,,8.0,,0.5,4.0,2.0,0.417,12.0,5.0,2.0,0.833,6.0,5.0,,,,38.88333333333333,,18.0,17.0,8.0,2.0,,,2.0,,
WNBA_202205150IND,2022-05-15,2022,1,WNBA,ATL,IND,4.0,,,,3.0,,,,,0.75,4.0,3.0,3.0,1.0,2.0,2.0,,,,32.233333333333334,,-7.0,8.0,3.0,,,,3.0,,
WNBA_202205170IND,2022-05-17,2022,1,WNBA,ATL,IND,4.0,,,,3.0,,,2.0,,0.417,12.0,5.0,3.0,0.667,3.0,2.0,,,,26.45,,-14.0,12.0,3.0,1.0,,,2.0,,
WNBA_202205200CON,2022-05-20,2022,1,WNBA,IND,CON,6.0,,,,1.0,,,,,0.714,7.0,5.0,,,,,,,,28.516666666666666,,-4.0,10.0,1.0,,,,2.0,,
WNBA_202205220IND,2022-05-22,2022,1,WNBA,CON,IND,2.0,,,,4.0,,,1.0,,0.5,2.0,1.0,2.0,,,,,,,19.35,,-11.0,2.0,4.0,,,,2.0,,
WNBA_202205240CHI,2022-05-24,2022,1,WNBA,IND,CHI,3.0,,,,3.0,,,1.0,,0.333,6.0,2.0,3.0,,,,,,,17.866666666666667,,-10.0,4.0,3.0,,,,2.0,,
WNBA_202205270IND,2022-05-27,2022,1,WNBA,LAS,IND,11.0,1.0,,,4.0,,,1.0,,0.5,4.0,2.0,,1.0,6.0,6.0,,,,28.55,,6.0,10.0,4.0,1.0,,,1.0,,
WNBA_202205310IND,2022-05-31,2022,1,WNBA,WAS,IND,3.0,1.0,,,1.0,,,,,0.75,4.0,3.0,1.0,,,,,,,16.616666666666667,,-1.0,6.0,1.0,,,,2.0,,
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,3.0,,,,4.0,,1.0,1.0,1.0,0.125,8.0,1.0,,1.0,2.0,2.0,,,,26.1,2.0,-8.0,5.0,6.0,1.0,,,1.0,,
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,3.0,,,,3.0,,,2.0,,0.167,6.0,1.0,,1.0,4.0,4.0,,,,21.6,1.0,1.0,6.0,4.0,2.0,,,,,
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,3.0,,,,3.0,,,2.0,,0.455,11.0,5.0,1.0,1.0,2.0,2.0,,,,23.816666666666666,2.0,-2.0,12.0,5.0,1.0,,,2.0,,
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,2.0,,,,,,,,,0.5,2.0,1.0,1.0,0.5,2.0,1.0,,,,12.933333333333334,,-8.0,3.0,,1.0,,,,,
WNBA_202206120MIN,2022-06-12,2022,1,WNBA,IND,MIN,6.0,1.0,,,4.0,,0.5,2.0,1.0,0.583,12.0,7.0,1.0,0.5,2.0,1.0,,,,30.183333333333334,,13.0,16.0,4.0,,,,1.0,,
WNBA_202206150IND,2022-06-15,2022,1,WNBA,PHO,IND,6.0,,,,2.0,,,1.0,,,4.0,,1.0,0.75,4.0,3.0,,,,27.6,1.0,-9.0,3.0,3.0,1.0,,,3.0,,
WNBA_202206190IND,2022-06-19,2022,1,WNBA,CHI,IND,1.0,,,,2.0,,,,,0.5,4.0,2.0,,1.0,2.0,2.0,,,,16.183333333333334,,-2.0,6.0,2.0,1.0,,,,,
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,5.0,,,,3.0,,,1.0,,0.5,2.0,1.0,,,,,,,,17.95,,-14.0,2.0,3.0,1.0,,,4.0,,
WNBA_202206270PHO,2022-06-27,2022,1,WNBA,IND,PHO,4.0,,,,2.0,,1.0,1.0,1.0,0.5,6.0,3.0,4.0,,1.0,,,,,24.933333333333334,,-1.0,7.0,2.0,2.0,,,3.0,,
WNBA_202206290PHO,2022-06-29,2022,1,WNBA,IND,PHO,3.0,,,,3.0,,1.0,1.0,1.0,0.4,5.0,2.0,,1.0,2.0,2.0,,,,21.216666666666665,,-21.0,7.0,3.0,,,,1.0,,
WNBA_202207010SEA,2022-07-01,2022,1,WNBA,IND,SEA,2.0,,,,1.0,,,,,0.4,5.0,2.0,2.0,,,,,,,12.583333333333334,1.0,-7.0,4.0,2.0,1.0,,,1.0,,
WNBA_202207050IND,2022-07-05,2022,1,WNBA,SEA,IND,4.0,,,,5.0,,,,,0.556,9.0,5.0,2.0,0.5,2.0,1.0,,,,21.483333333333334,1.0,-3.0,11.0,6.0,,,,1.0,,
WNBA_202207070IND,2022-07-07,2022,1,WNBA,CHI,IND,5.0,,,,,,,1.0,,0.1,10.0,1.0,1.0,1.0,2.0,2.0,,,,29.05,,-4.0,4.0,,2.0,,,,,
WNBA_202207130IND,2022-07-13,2022,1,WNBA,CON,IND,3.0,,,,1.0,,0.333,3.0,1.0,0.571,7.0,4.0,2.0,1.0,2.0,2.0,,,,24.333333333333332,,8.0,11.0,1.0,,,,1.0,,
WNBA_202207150IND,2022-07-15,2022,1,WNBA,MIN,IND,2.0,,,,3.0,,,1.0,,0.333,9.0,3.0,3.0,1.0,2.0,2.0,,,,21.216666666666665,,3.0,8.0,3.0,2.0,,,,,
WNBA_202207170SEA,2022-07-17,2022,1,WNBA,IND,SEA,4.0,,,,1.0,,,3.0,,0.286,7.0,2.0,1.0,,,,,,,26.666666666666668,,-8.0,4.0,1.0,,,,3.0,,
WNBA_202207190LAS,2022-07-19,2022,1,WNBA,IND,LAS,5.0,,,,1.0,,,,,0.5,4.0,2.0,1.0,1.0,2.0,2.0,,,,31.883333333333333,,-5.0,6.0,1.0,2.0,,,3.0,,
WNBA_202207210LVA,2022-07-21,2022,1,WNBA,IND,LVA,4.0,1.0,,,2.0,,,3.0,,0.375,8.0,3.0,,,,,,,,20.033333333333335,1.0,-14.0,6.0,3.0,,,,1.0,,
WNBA_202207240IND,2022-07-24,2022,1,WNBA,DAL,IND,5.0,1.0,,,5.0,,,1.0,,0.5,4.0,2.0,,1.0,4.0,4.0,,,,28.183333333333334,,1.0,8.0,5.0,,,,2.0,,
WNBA_202207290IND,2022-07-29,2022,1,WNBA,LVA,IND,4.0,,,,1.0,,,1.0,,,2.0,,2.0,,,,,,,16.516666666666666,1.0,-6.0,,2.0,,,,2.0,,
WNBA_202207310IND,2022-07-31,2022,1,WNBA,LVA,IND,1.0,,,,1.0,,0.25,4.0,1.0,0.167,6.0,1.0,3.0,,,,,,,8.716666666666667,,-11.0,3.0,1.0,,,,2.0,,
WNBA_202208030ATL,2022-08-03,2022,1,WNBA,IND,ATL,2.0,,,,2.0,,0.5,2.0,1.0,0.6,10.0,6.0,4.0,0.5,2.0,1.0,,,,29.3,2.0,4.0,14.0,4.0,,,,2.0,,
WNBA_202208060DAL,2022-08-06,2022,1,WNBA,IND,DAL,8.0,,,,1.0,,,1.0,,0.455,11.0,5.0,1.0,0.833,6.0,5.0,,,,30.983333333333334,,-6.0,15.0,1.0,1.0,,,2.0,,
WNBA_202305200DAL,2023-05-20,2023,1,WNBA,ATL,DAL,2.0,,,,1.0,,,,,0.5,2.0,1.0,1.0,,,,,,,7.05,,-4.0,2.0,1.0,,,,,,
WNBA_202306180IND,2023-06-18,2023,1,WNBA,ATL,IND,2.0,,,,2.0,,,,,0.6,5.0,3.0,3.0,0.5,2.0,1.0,,,,14.666666666666666,,-2.0,7.0,2.0,,,,2.0,,
WNBA_202306200DAL,2023-06-20,2023,1,WNBA,ATL,DAL,1.0,,,,,,0.5,2.0,1.0,0.5,4.0,2.0,6.0,1.0,1.0,1.0,,,,16.2,,-17.0,6.0,,,,,2.0,,
WNBA_202306230ATL,2023-06-23,2023,1,WNBA,NYL,ATL,2.0,,,,3.0,,,1.0,,0.5,6.0,3.0,1.0,,1.0,,,,,15.933333333333334,1.0,-13.0,6.0,4.0,1.0,,,2.0,,
WNBA_202306280WAS,2023-06-28,2023,1,WNBA,ATL,WAS,6.0,,,,,,1.0,2.0,2.0,0.333,6.0,2.0,4.0,,,,,,,17.933333333333334,,,6.0,,1.0,,,2.0,,
WNBA_202306300ATL,2023-06-30,2023,1,WNBA,WAS,ATL,2.0,,,,2.0,,,,,0.5,2.0,1.0,4.0,,,,,,,17.016666666666666,,6.0,2.0,2.0,1.0,,,1.0,,
WNBA_202307020ATL,2023-07-02,2023,1,WNBA,LAS,ATL,5.0,1.0,,,5.0,,,2.0,,0.333,6.0,2.0,1.0,,,,,,,20.733333333333334,,12.0,4.0,5.0,2.0,,,,,
WNBA_202307050LAS,2023-07-05,2023,1,WNBA,ATL,LAS,6.0,,,,4.0,,,1.0,,0.5,6.0,3.0,1.0,0.5,2.0,1.0,,,,23.383333333333333,,16.0,7.0,4.0,,,,1.0,,
WNBA_202307070CHI,2023-07-07,2023,1,WNBA,ATL,CHI,6.0,,,,7.0,,0.5,2.0,1.0,0.75,8.0,6.0,1.0,0.5,2.0,1.0,,,,32.75,2.0,15.0,14.0,9.0,3.0,,,2.0,,
WNBA_202307090CHI,2023-07-09,2023,1,WNBA,ATL,CHI,6.0,1.0,,,1.0,,1.0,1.0,1.0,0.625,8.0,5.0,3.0,,,,,,,27.55,,14.0,11.0,1.0,,,,,,
WNBA_202307120ATL,2023-07-12,2023,1,WNBA,SEA,ATL,5.0,,,,2.0,,,,,0.667,3.0,2.0,3.0,,,,,,,18.45,,15.0,4.0,2.0,1.0,,,3.0,,
WNBA_202307180ATL,2023-07-18,2023,1,WNBA,MIN,ATL,2.0,1.0,,,2.0,,,,,0.5,4.0,2.0,,1.0,2.0,2.0,,,,27.883333333333333,1.0,1.0,6.0,3.0,,,,1.0,,
WNBA_202307200CON,2023-07-20,2023,1,WNBA,ATL,CON,1.0,,,,,,,,,0.25,4.0,1.0,4.0,,,,,,,19.933333333333334,,-10.0,2.0,,,,,2.0,,
WNBA_202307220ATL,2023-07-22,2023,1,WNBA,CON,ATL,,,,,2.0,,,,,,3.0,,1.0,,,,,,,12.583333333333334,,-2.0,,2.0,,,,3.0,,
WNBA_202307250ATL,2023-07-25,2023,1,WNBA,PHO,ATL,4.0,,,,1.0,,,,,0.5,2.0,1.0,2.0,1.0,1.0,1.0,,,,22.35,,14.0,3.0,1.0,,,,,,
WNBA_202307270NYL,2023-07-27,2023,1,WNBA,ATL,NYL,1.0,,,,2.0,,1.0,1.0,1.0,0.5,4.0,2.0,2.0,,,,,,,13.783333333333333,,-11.0,5.0,2.0,,,,1.0,,
WNBA_202307300ATL,2023-07-30,2023,1,WNBA,WAS,ATL,2.0,,,,,,,,,,1.0,,3.0,,,,,,,8.416666666666666,,4.0,,,,,,2.0,,
WNBA_202308010LVA,2023-08-01,2023,1,WNBA,ATL,LVA,3.0,,,,,,0.25,4.0,1.0,0.5,6.0,3.0,1.0,,1.0,,,,,18.05,1.0,-1.0,7.0,1.0,1.0,,,1.0,,
WNBA_202308030PHO,2023-08-03,2023,1,WNBA,ATL,PHO,1.0,,,,,,,,,0.333,3.0,1.0,,,,,,,,16.566666666666666,,-14.0,2.0,,1.0,,,3.0,,
WNBA_202308060ATL,2023-08-06,2023,1,WNBA,IND,ATL,3.0,,,,3.0,,,2.0,,0.5,6.0,3.0,,1.0,3.0,3.0,,,,24.683333333333334,,21.0,9.0,3.0,,,,1.0,,
WNBA_202308100SEA,2023-08-10,2023,1,WNBA,ATL,SEA,1.0,,,,1.0,,,,,0.167,6.0,1.0,2.0,1.0,1.0,1.0,,,,20.616666666666667,,8.0,3.0,1.0,1.0,,,1.0,,
WNBA_202308120LAS,2023-08-12,2023,1,WNBA,ATL,LAS,5.0,,,,3.0,,,3.0,,0.444,9.0,4.0,3.0,0.5,2.0,1.0,,,,28.533333333333335,,,9.0,3.0,1.0,,,3.0,,
WNBA_202308130LVA,2023-08-13,2023,1,WNBA,ATL,LVA,3.0,,,,3.0,,,,,,1.0,,1.0,,,,,,,18.083333333333332,,-8.0,,3.0,,,,,,
WNBA_202308180ATL,2023-08-18,2023,1,WNBA,CHI,ATL,7.0,,,,4.0,,0.5,2.0,1.0,0.333,6.0,2.0,2.0,0.833,6.0,5.0,,,,34.166666666666664,,14.0,10.0,4.0,1.0,,,1.0,,
WNBA_202308220ATL,2023-08-22,2023,1,WNBA,LVA,ATL,5.0,,,,2.0,,,1.0,,0.429,7.0,3.0,2.0,0.917,12.0,11.0,,,,28.966666666666665,,-3.0,17.0,2.0,1.0,,,2.0,,
WNBA_202308250ATL,2023-08-25,2023,1,WNBA,LAS,ATL,4.0,,,,2.0,,,3.0,,0.556,9.0,5.0,2.0,1.0,2.0,2.0,,,,39.05,,-7.0,12.0,2.0,1.0,,,,,
WNBA_202308270IND,2023-08-27,2023,1,WNBA,ATL,IND,3.0,,,,2.0,,,,,,,,2.0,0.5,2.0,1.0,,,,22.7,,-3.0,1.0,2.0,1.0,,,3.0,,
WNBA_202308290ATL,2023-08-29,2023,1,WNBA,PHO,ATL,5.0,,,,1.0,,1.0,1.0,1.0,0.75,4.0,3.0,,,,,,,,18.083333333333332,1.0,21.0,7.0,2.0,3.0,,,1.0,,
WNBA_202309010MIN,2023-09-01,2023,1,WNBA,ATL,MIN,4.0,,,,2.0,,,,,0.333,6.0,2.0,1.0,,,,,,,26.233333333333334,,-12.0,4.0,2.0,1.0,,,2.0,,
WNBA_202309060ATL,2023-09-06,2023,1,WNBA,SEA,ATL,4.0,,,,2.0,,,,,0.8,5.0,4.0,3.0,0.5,2.0,1.0,,,,27.65,1.0,3.0,9.0,3.0,,,,,,
WNBA_202309080WAS,2023-09-08,2023,1,WNBA,ATL,WAS,3.0,,,,2.0,,,2.0,,0.2,5.0,1.0,3.0,0.667,6.0,4.0,,,,28.883333333333333,1.0,6.0,6.0,3.0,1.0,,,1.0,,
WNBA_202309100ATL,2023-09-10,2023,1,WNBA,DAL,ATL,,,,,,,,1.0,,0.429,7.0,3.0,2.0,,,,,,,20.916666666666668,,-9.0,6.0,,1.0,,,,,
WNBA_202309150DAL,2023-09-15,2023,1,WNBA,ATL,DAL,4.0,,,,1.0,,,,,,4.0,,1.0,0.75,4.0,3.0,,,,21.566666666666666,1.0,-23.0,3.0,2.0,,,,3.0,,
WNBA_202309190DAL,2023-09-19,2023,1,WNBA,ATL,DAL,4.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,22.066666666666666,1.0,-10.0,2.0,1.0,2.0,,,1.0,,
2023-05-13-PIT-DET,2023-05-13,2023,3,AUDL,PITTSBURGH THUNDERBIRDS,DETROIT MECHANIX,1.0,,6.0,5.0,,,,,,,,,,,,,,,1.0,,,,,,,6.0,1.0,,55.0,81.0
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,,,16.0,13.0,,,,,,,,,,,,,3.0,,,,,,,,,13.0,,,215.0,107.0
2023-06-03-IND-DET,2023-06-03,2023,6,AUDL,INDIANAPOLIS ALLEYCATS,DETROIT MECHANIX,,,13.0,10.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,10.0,,,249.0,3.0
2023-06-11-DET-PIT,2023-06-11,2023,7,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,1.0,,19.0,18.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,18.0,,,319.0,91.0
2023-06-23-DET-CHI,2023-06-23,2023,9,AUDL,DETROIT MECHANIX,CHICAGO UNION,,,11.0,10.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,10.0,1.0,,67.0,14.0
2023-06-24-CHI-DET,2023-06-24,2023,9,AUDL,CHICAGO UNION,DETROIT MECHANIX,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30-DET-PIT,2023-06-30,2023,10,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,1.0,,22.0,19.0,,1.0,,,,,,,,,,,3.0,2.0,,,,,,,,19.0,,,179.0,136.0
2023-07-08-MAD-DET,2023-07-08,2023,11,AUDL,MADISON RADICALS,DETROIT MECHANIX,,2.0,23.0,18.0,,,,,,,,,,,,,2.0,,,,,,,,,21.0,3.0,,216.0,27.0
